study_name,questionnaire_name,answer_list,value,label_de,label,answer_list_name
soep-is,soep-is-2014-f,Q1929_31,3,"Abschlusszeugnis Berufsfachschule, Handelsschule (berufliche Grundkenntnisse)","degree for full-time vocational school, commercial college (basic professional skills)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,4,"berufliche-betriebliche Anlernzeit mit Abschlusszeugnis, aber keine Lehre","professional in-plant training period with certificate, but no apprenticeship",q1929_31
soep-is,soep-is-2014-f,Q1929_31,5,Teilfacharbeiterabschluss,partial skilled-worker / craftsperson degree,q1929_31
soep-is,soep-is-2014-f,Q1929_31,6,berufsqualifizierender Abschluss einer Berufsfachschule oder eines Kollegs,job-oriented degree from full-time vocational school,q1929_31
soep-is,soep-is-2014-f,Q1929_31,7,1-jährige Schule des Gesundheitswesens,yearlong school of health care,q1929_31
soep-is,soep-is-2014-f,Q1929_31,8,2-jährige bis 3-jährige Schule des Gesundheitswesens,2 to 3 years long school of heath care,q1929_31
soep-is,soep-is-2014-f,Q1929_31,9,"gewerbliche oder landwirtschaftliche Lehre/Ausbildung, Facharbeiterabschluss","commercial or agricultural apprenticeship, skilled-worker / craftsperson degree",q1929_31
soep-is,soep-is-2014-f,Q1929_31,10,kaufmännische oder sonstige Lehre/Ausbildung,commercial / mercantile or other apprenticeship,q1929_31
soep-is,soep-is-2014-f,Q1929_31,11,Fachschulabschluss für staatlich anerkannte Erzieher/Erzieherin,vocational school degree for state-approved educator,q1929_31
soep-is,soep-is-2014-f,Q1929_31,12,"Meister, Techniker oder gleichwertiger Fachschul-/ Fachakademieabschluss","master craftsperson, technician or equivalent vocational school degree",q1929_31
soep-is,soep-is-2014-f,Q1929_31,13,Beamtenausbildung des niedrigen oder mittleren Dienstes,Training for civil servants in lower or middle grade,q1929_31
soep-is,soep-is-2014-f,Q1929_31,14,"Bachelor, Berufsakademie/ duale Hochschule","bachelor, college of advanced vocational studies / dual university",q1929_31
soep-is,soep-is-2014-f,Q1929_31,15,"Master, Berufsakademie/ duale Hochschule","master, college of advanced vocational studies / dual university",q1929_31
soep-is,soep-is-2014-f,Q1929_31,16,"Diplom, Berufsakademie/ duale Hochschule","diploma, college of advanced vocational studies / dual university",q1929_31
soep-is,soep-is-2014-f,Q1929_31,17,"Bachelor, Verwaltungs-/ Fachhochschule ","bachelor, administrational / advanced technical college",q1929_31
soep-is,soep-is-2014-f,Q1929_31,18,"Master, Verwaltungs-/ Fachhochschule ","master, administrational / advanced technical college",q1929_31
soep-is,soep-is-2014-f,Q1929_31,19,"Diplom, Verwaltungs-/Fachhochschule (DDR: höherer Fachschul-/Ingenieursschulabschluss)","diploma, administrational / advanced technical college (GDR: Engineer and vocational school degree)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,20,"Bachelor, Universität oder einer anderen Hochschule (z.B. Kunst- oder Musikhochschule)","bachelor, university or other college/ academy (e.g. for art or music)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,21,"Master, Universität oder einer anderen Hochschule (z.B. Kunst- oder Musikhochschule)","master, university or other college/ academy (e.g. for art or music)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,22,"Diplom, Universität oder einer anderen Hochschule (z.B. Kunst- oder Musikhochschule)","diploma, university or other college/ academy (e.g. for art or music)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,23,"Magister, Universität","master (“Magister”), university",q1929_31
soep-is,soep-is-2014-f,Q1929_31,24,"Staatsexamen, Universität oder einer anderen Hochschule (z.B. Kunst- oder Musikhochschule)","state examination, university or other college/ academy (e.g. for art or music)",q1929_31
soep-is,soep-is-2014-f,Q1929_31,25,"Aufbaustudium, Universität","postgraduate studies (“Aufbaustudium”), university",q1929_31
soep-is,soep-is-2014-f,Q1929_31,26,Promotion/ Ph.D,Doctorate / Ph.D,q1929_31
soep-is,soep-is-2014-f,Q1929_31,27,Habilitation,Post-doctoral dissertation (“Habilitation”),q1929_31
soep-is,soep-is-2014-f,Q1929_31,28,Sonstiger Abschluss,Other Degree,q1929_31
soep-is,soep-is-2014-f,Q1929_31,-1,Keine Angabe,No Answer,q1929_31
soep-is,soep-is-2014-f,Q193,1,Ja,Yes,q193
soep-is,soep-is-2014-f,Q193,2,"Nein, noch keinen Abschluss, gehe noch zur Schule","No, not yet, I am still going to school",q193
soep-is,soep-is-2014-f,Q193,3,"Nein, Schule ohne Abschluss verlassen","No, left school without graduation",q193
soep-is,soep-is-2014-f,Q193,-1,Keine Angabe,No Answer,q193
soep-is,soep-is-2014-f,Q194,1,In einem Bundesland der Bundesrepublik Deutschland?,In a federal state of the Federal Republic of Germany?,q194
soep-is,soep-is-2014-f,Q194,2,In der DDR?,In the GDR?,q194
soep-is,soep-is-2014-f,Q194,3,In einem anderen Land?,In another country,q194
soep-is,soep-is-2014-f,Q194,-1,Keine Angabe,No Answer,q194
soep-is,soep-is-2014-f,Q195,2,Volksschul-/ Hauptschulabschluss,Lower secondary school-leaving certificate (“Volksschulabschluss” / “Hauptschulabschluss”),q195
soep-is,soep-is-2014-f,Q195,3,Mittlere Reife / Realschulabschluss,"Intermediate school leaving certificate (“Mittlere Reife”, “Realschulabschluss”)",q195
soep-is,soep-is-2014-f,Q195,4,Fachhochschulreife (Abschluss Fachoberschule),Specialized upper secondary school leaving certificate (“Fachoberschule”),q195
soep-is,soep-is-2014-f,Q195,5,Abitur (Hochschulreife),Upper secondary leaving certificate with higher education entrance qualification (“Abitur”),q195
soep-is,soep-is-2014-f,Q195,6,Anderer Schulabschluss,Other leaving certificate,q195
soep-is,soep-is-2014-f,Q195,-1,Keine Angabe,No Answer,q195
soep-is,soep-is-2014-f,Q196,2,Abschluss 8. Klasse,8th grade completed,q196
soep-is,soep-is-2014-f,Q196,3,Abschluss 10. Klasse,10th grade completed,q196
soep-is,soep-is-2014-f,Q196,5,Abitur (Hochschulreife),Upper secondary leaving certificate with higher education entrance qualification (“Abitur”),q196
soep-is,soep-is-2014-f,Q196,6,Anderer Schulabschluss,Other leaving certificate,q196
soep-is,soep-is-2014-f,Q196,-1,Keine Angabe,No Answer,q196
soep-is,soep-is-2014-f,Q198,2,Abschluss einer Pflichtschule,"School, with degree",q198
soep-is,soep-is-2014-f,Q198,3,Abschluss einer weiterführenden Schule,certificate of secondary school,q198
soep-is,soep-is-2014-f,Q198,-1,Keine Angabe,No Answer,q198
soep-is,soep-is-2014-f,Q205,1,Allgemeinbildende Schule,General education / secondary school,q205
soep-is,soep-is-2014-f,Q205,2,Berufliche Ausbildung,Vocational Education,q205
soep-is,soep-is-2014-f,Q205,3,"Hochschule, Fachhochschule",Higher education,q205
soep-is,soep-is-2014-f,Q205,4,"Weiterbildung, Umschulung","advanced training, retraining",q205
soep-is,soep-is-2014-f,Q205,-1,Keine Angabe,No Answer,q205
soep-is,soep-is-2014-f,Q206,1,Hauptschule,Lower secondary school (“Hauptschule”),q206
soep-is,soep-is-2014-f,Q206,2,Realschule,Intermediate secondary School (“Realschule”),q206
soep-is,soep-is-2014-f,Q206,3,Gymnasium,Upper secondary school (“Gymnasium”),q206
soep-is,soep-is-2014-f,Q206,4,Gesamtschule,Comprehensive school (“Gesamtschule”),q206
soep-is,soep-is-2014-f,Q206,5,"Abendrealschule, Abendgymnasium",Evening intermediate / upper secondary school (“Abendrealschule” / “Abendgymnasium”),q206
soep-is,soep-is-2014-f,Q206,6,Fachoberschule,Specialized upper secondary school (“Fachoberschule”),q206
soep-is,soep-is-2014-f,Q206,-1,Keine Angabe,No Answer,q206
soep-is,soep-is-2014-f,Q213,1,Ja,Yes,q213
soep-is,soep-is-2014-f,Q213,2,Nein,No,q213
soep-is,soep-is-2014-f,Q213,3,"Ja, prüfbedingt gesetzt","Yes, contingent on examination",q213
soep-is,soep-is-2014-f,Q213,-1,Keine Angabe,No Answer,q213
soep-is,soep-is-2014-f,Q215,1,Voll erwerbstätig,Employed full-time,q215
soep-is,soep-is-2014-f,Q215,2,In Teilzeitbeschäftigung,Employed part-time,q215
soep-is,soep-is-2014-f,Q215,3,"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung",Completing in-service training (“betriebliche Ausbildung”) / apprenticeship (“Lehre”) / in-service retraining (“betriebliche Umschulung”),q215
soep-is,soep-is-2014-f,Q215,4,Geringfügig oder unregelmäßig erwerbstätig,In marginal (“geringfügig”) or irregular employment (“unregelmäßig erwerbstätig”),q215
soep-is,soep-is-2014-f,Q215,5,In Altersteilzeit mit Arbeitszeit Null,In partial retirement with zero working hours,q215
soep-is,soep-is-2014-f,Q215,6,Freiwilliger Wehrdienst,Voluntary military service,q215
soep-is,soep-is-2014-f,Q215,7,"Freiwilliges soziales/ökologisches Jahr, Bundesfreiwilligendienst","Voluntary social / ecological year, federal volunteer service",q215
soep-is,soep-is-2014-f,Q215,8,Werkstatt für Behinderte,Sheltered Workshop,q215
soep-is,soep-is-2014-f,Q215,9,Nicht erwerbstätig,Not employed,q215
soep-is,soep-is-2014-f,Q217,1,"Ja, ABM-Stelle","Yes, a job-creation measure (“ABM”)",q217
soep-is,soep-is-2014-f,Q217,2,"Ja, gemeinnützige Arbeit (1-Euro-Job)","Yes, a “1-Euro Job” (community work)",q217
soep-is,soep-is-2014-f,Q217,3,Nein,No,q217
soep-is,soep-is-2014-f,Q217,-1,Keine Angabe,No Answer,q217
soep-is,soep-is-2014-f,Q218,1,"Ja, Mini-Job (bis 450 Euro)","Yes, Mini-Job (up to 450 euros)",q218
soep-is,soep-is-2014-f,Q218,2,"Ja, Midi-Job (451 bis 850 Euro)","Yes, Midi-Job (451 to 850 euros)",q218
soep-is,soep-is-2014-f,Q218,3,Nein,No,q218
soep-is,soep-is-2014-f,Q218,-1,Keine Angabe,No Answer,q218
soep-is,soep-is-2014-f,Q220,1,"Voll berufstätig, also mindestens 35 Wochenstunden","Employed full-time, at least 35 hours per week",q220
soep-is,soep-is-2014-f,Q220,2,"Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden","Employed part-time, from 20 to 34 hours per week",q220
soep-is,soep-is-2014-f,Q220,3,Geringfügig oder unregelmäßig beschäftigt,In marginal or irregular employment,q220
soep-is,soep-is-2014-f,Q220,-1,Keine Angabe,No Answer,q220
soep-is,soep-is-2014-f,Q2212,1,Arbeiter (auch in der Landwirtschaft),"Blue-collar worker, including those working in agriculture",q2212
soep-is,soep-is-2014-f,Q2212,2,Selbstständige (einschl. mithelfende Familienangehörige),Self-employed (including family members working for the self-employed),q2212
soep-is,soep-is-2014-f,Q2212,3,Auszubildende / Praktikanten,Apprentice / trainee / intern,q2212
soep-is,soep-is-2014-f,Q2212,4,Angestellte,White-collar worker,q2212
soep-is,soep-is-2014-f,Q2212,5,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten),Civil servant (including judges and professional soldiers),q2212
soep-is,soep-is-2014-f,Q2212,-1,Keine Angabe,No Answer,q2212
soep-is,soep-is-2014-f,Q2213,1,Ungelernte Arbeiter,Non-skilled worker,q2213
soep-is,soep-is-2014-f,Q2213,2,Angelernte Arbeiter,Semi-skilled worker,q2213
soep-is,soep-is-2014-f,Q2213,3,Gelernte und Facharbeiter,Skilled worker and craftsperson,q2213
soep-is,soep-is-2014-f,Q2213,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (“Vorarbeiter / Kolonnenführer”),q2213
soep-is,soep-is-2014-f,Q2213,5,"Meister, Polier",Master craftsperson (“Meister / Polier”),q2213
soep-is,soep-is-2014-f,Q2213,-1,Keine Angabe,No Answer,q2213
soep-is,soep-is-2014-f,Q2214,1,Selbstständige Landwirte,Self-employed farmer,q2214
soep-is,soep-is-2014-f,Q2214,2,"Freie Berufe, selbstständige Akademiker","Free-lance professional, independent scholar",q2214
soep-is,soep-is-2014-f,Q2214,3,Sonstige Selbstständige,Other self-employed,q2214
soep-is,soep-is-2014-f,Q2214,4,Mithelfende Familienangehörige,Family member working for self-employed relative,q2214
soep-is,soep-is-2014-f,Q2214,-1,Keine Angabe,No Answer,q2214
soep-is,soep-is-2014-f,Q2215,1,Keine,None,q2215
soep-is,soep-is-2014-f,Q2215,2,1-9,1-9,q2215
soep-is,soep-is-2014-f,Q2215,3,10 und mehr,10 and more,q2215
soep-is,soep-is-2014-f,Q2215,-1,Keine Angabe,No Answer,q2215
soep-is,soep-is-2014-f,Q2216,1,Auszubildende,Apprentice / trainee,q2216
soep-is,soep-is-2014-f,Q2216,2,"Volontäre, Praktikanten u.ä.","Volunteer, intern, etc.",q2216
soep-is,soep-is-2014-f,Q2216,-1,Keine Angabe,No Answer,q2216
soep-is,soep-is-2014-f,Q2217,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (“Industriemeister, Werkmeister”) in a salaried position",q2217
soep-is,soep-is-2014-f,Q2217,2,Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss,"Employee with simple tasks, without vocational training",q2217
soep-is,soep-is-2014-f,Q2217,3,Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss,"Employee with simple tasks, with vocational training",q2217
soep-is,soep-is-2014-f,Q2217,4,"Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities  (e.g., executive officer, bookkeeper, technical draftsperson)",q2217
soep-is,soep-is-2014-f,Q2217,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities or management functions (e.g., scientist, engineer, department head)",q2217
soep-is,soep-is-2014-f,Q2217,6,"Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive management duties  (e.g., managing director, CEO, member of managing or executive board, head of a large firm or association)",q2217
soep-is,soep-is-2014-f,Q2217,-1,Keine Angabe,No Answer,q2217
soep-is,soep-is-2014-f,Q2218,1,Einfacher Dienst,Lower grade of the Civil Service,q2218
soep-is,soep-is-2014-f,Q2218,2,Mittlerer Dienst,Middle grade of the Civil Service,q2218
soep-is,soep-is-2014-f,Q2218,3,Gehobener Dienst,Upper grade of the Civil Service,q2218
soep-is,soep-is-2014-f,Q2218,4,Höherer Dienst,Higher grade of the Civil Service,q2218
soep-is,soep-is-2014-f,Q2218,-1,Keine Angabe,No Answer,q2218
soep-is,soep-is-2014-f,Q222,1,"Nein, ganz sicher nicht","No, definitely not",q222
soep-is,soep-is-2014-f,Q222,2,Eher unwahrscheinlich,Rather unlikely,q222
soep-is,soep-is-2014-f,Q222,3,Wahrscheinlich,Likely,q222
soep-is,soep-is-2014-f,Q222,4,Ganz sicher,Definitely,q222
soep-is,soep-is-2014-f,Q222,-1,Keine Angabe,No Answer,q222
soep-is,soep-is-2014-f,Q225,1,0 … Das wird mit Sicherheit nicht eintreten,0 ... This will not happen for sure,q225
soep-is,soep-is-2014-f,Q225,2,10,10,q225
soep-is,soep-is-2014-f,Q225,3,20,20,q225
soep-is,soep-is-2014-f,Q225,4,30,30,q225
soep-is,soep-is-2014-f,Q225,5,40,40,q225
soep-is,soep-is-2014-f,Q225,6,50,50,q225
soep-is,soep-is-2014-f,Q225,7,60,60,q225
soep-is,soep-is-2014-f,Q225,8,70,70,q225
soep-is,soep-is-2014-f,Q225,9,80,80,q225
soep-is,soep-is-2014-f,Q225,10,90,90,q225
soep-is,soep-is-2014-f,Q225,11,100 … Das wird mit Sicherheit eintreten,100 ... This will happen for sure,q225
soep-is,soep-is-2014-f,Q228,1,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen,I started working for the first time in my life,q228
soep-is,soep-is-2014-f,Q228,2,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt,I returned to a previous employer after a break in employment,q228
soep-is,soep-is-2014-f,Q228,3,Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb),I started a new position with a different employer (for temporary workers this includes working in an temporary workplace),q228
soep-is,soep-is-2014-f,Q228,4,Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig),I have been taken on by the company in which I did my apprenticeship / worked as part of a state employment program / was employed on a freelance basis,q228
soep-is,soep-is-2014-f,Q228,5,Habe innerhalb des Unternehmens die Stelle gewechselt,I changed positions within the same company,q228
soep-is,soep-is-2014-f,Q228,7,Habe eine neue Tätigkeit als Selbständiger aufgenommen,I started a new occupation and became self-employed,q228
soep-is,soep-is-2014-f,Q228,-1,Keine Angabe,No Answer,q228
soep-is,soep-is-2014-f,Q232,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker, also in agriculture",q232
soep-is,soep-is-2014-f,Q232,2,Angestellte,White-collar worker,q232
soep-is,soep-is-2014-f,Q232,3,"Selbständige, einschl. mithelfende Familienangehörige",Self-employed (also: Working for a self-employed relative),q232
soep-is,soep-is-2014-f,Q232,4,"Beamte, einschließlich Richter und Berufssoldaten","Civil servant, including judges and professional soldiers",q232
soep-is,soep-is-2014-f,Q232,5,Auszubildende und Praktikanten,Apprentice / trainee / intern,q232
soep-is,soep-is-2014-f,Q232,6,"Andere Stellung, und zwar:",Other status (please specify),q232
soep-is,soep-is-2014-f,Q232,-1,Keine Angabe,No Answer,q232
soep-is,soep-is-2014-f,Q234,1,Ungelernte Arbeiter,Non-skilled worker,q234
soep-is,soep-is-2014-f,Q234,2,Angelernte Arbeiter,Semi-skilled worker,q234
soep-is,soep-is-2014-f,Q234,3,Gelernte und Facharbeiter,Skilled worker and craftsperson,q234
soep-is,soep-is-2014-f,Q234,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (“Vorarbeiter / Kolonnenführer”),q234
soep-is,soep-is-2014-f,Q234,5,"Meister, Polier",Master craftsperson (“Meister / Polier”),q234
soep-is,soep-is-2014-f,Q234,-1,Keine Angabe,No Answer,q234
soep-is,soep-is-2014-f,Q235,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (“Industriemeister”, “Werkmeister”) in a salaried position",q235
soep-is,soep-is-2014-f,Q235,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities without completed training/education,q235
soep-is,soep-is-2014-f,Q235,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities with completed training/education,q235
soep-is,soep-is-2014-f,Q235,4,"Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities (e.g., executive officer, bookkeeper, technical draftsperson)",q235
soep-is,soep-is-2014-f,Q235,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities or management functions (e.g., scientist, engineer, department head)",q235
soep-is,soep-is-2014-f,Q235,6,"Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive management duties  (e.g., managing director, CEO, member of managing or executive board, head of a large firm or association)",q235
soep-is,soep-is-2014-f,Q235,-1,Keine Angabe,No Answer,q235
soep-is,soep-is-2014-f,Q236,1,Einfacher Dienst,Lower grade of the Civil Service,q236
soep-is,soep-is-2014-f,Q236,2,Mittlerer Dienst,Middle grade of the Civil Service,q236
soep-is,soep-is-2014-f,Q236,3,Gehobener Dienst,Upper grade of the Civil Service,q236
soep-is,soep-is-2014-f,Q236,4,Höherer Dienst,Higher grade of the Civil Service,q236
soep-is,soep-is-2014-f,Q236,-1,Keine Angabe,No Answer,q236
soep-is,soep-is-2014-f,Q237,1,Auszubildende im gewerblich-technischen Bereich,Apprentice / trainee in commercial-technical field,q237
soep-is,soep-is-2014-f,Q237,2,Auszubildende im kaufmännischen Bereich,Apprentice / trainee in commercial/mercantile field,q237
soep-is,soep-is-2014-f,Q237,3,"Volontäre, Praktikanten u.ähnliches","Volunteer, intern and similar",q237
soep-is,soep-is-2014-f,Q237,-1,Keine Angabe,No Answer,q237
soep-is,soep-is-2014-f,Q239,1,0 … Das wird mit Sicherheit nicht eintreten,0 ... This will not happen for sure,q239
soep-is,soep-is-2014-f,Q239,2,10,10,q239
soep-is,soep-is-2014-f,Q239,3,20,20,q239
soep-is,soep-is-2014-f,Q239,4,30,30,q239
soep-is,soep-is-2014-f,Q239,5,40,40,q239
soep-is,soep-is-2014-f,Q239,6,50,50,q239
soep-is,soep-is-2014-f,Q239,7,60,60,q239
soep-is,soep-is-2014-f,Q239,8,70,70,q239
soep-is,soep-is-2014-f,Q239,9,80,80,q239
soep-is,soep-is-2014-f,Q239,10,90,90,q239
soep-is,soep-is-2014-f,Q239,11,100 … Das wird mit Sicherheit eintreten,100 ... This will happen for sure,q239
soep-is,soep-is-2014-f,Q241,1,Unbefristetes Arbeitsverhältnis,Permanent contract,q241
soep-is,soep-is-2014-f,Q241,2,Befristetes Arbeitsverhältnis,Fixed-term contract,q241
soep-is,soep-is-2014-f,Q241,-1,Keine Angabe,No Answer,q241
soep-is,soep-is-2014-f,Q242,1,Unter 5 Beschäftigte,less than 5 employees,q242
soep-is,soep-is-2014-f,Q242,2,5 bis 10 Beschäftigte,5-10 employees,q242
soep-is,soep-is-2014-f,Q242,3,11 bis unter 20 Beschäftigte,11-19 employees,q242
soep-is,soep-is-2014-f,Q242,4,20 bis unter 100 Beschäftigte,20-99 employees,q242
soep-is,soep-is-2014-f,Q242,5,100 bis unter 200 Beschäftigte,100-199 employees,q242
soep-is,soep-is-2014-f,Q242,6,200 bis unter 2000 Beschäftigte,"200-1,999 employees",q242
soep-is,soep-is-2014-f,Q242,7,2000 und mehr Beschäftigte,2000 or more employees,q242
soep-is,soep-is-2014-f,Q242,-1,Keine Angabe,No Answer,q242
soep-is,soep-is-2014-f,Q243,1,Selbständige Landwirte,Self-employed farmer,q243
soep-is,soep-is-2014-f,Q243,2,"Freie Berufe, selbständige Akademiker","Freelance professional, self-employed academic",q243
soep-is,soep-is-2014-f,Q243,3,Sonstige Selbständige,Other self-employed,q243
soep-is,soep-is-2014-f,Q243,4,Mithelfende Familienangehörige,Family member working for self-employed relative,q243
soep-is,soep-is-2014-f,Q243,-1,Keine Angabe,No Answer,q243
soep-is,soep-is-2014-f,Q244,1,Keine,None,q244
soep-is,soep-is-2014-f,Q244,2,1-9,1-9,q244
soep-is,soep-is-2014-f,Q244,3,10 und mehr,10 and more,q244
soep-is,soep-is-2014-f,Q244,-1,Keine Angabe,No Answer,q244
soep-is,soep-is-2014-f,Q247,1,"Nein, nie","No, never",q247
soep-is,soep-is-2014-f,Q247,2,"Ja, und zwar täglich","Yes, namely every day",q247
soep-is,soep-is-2014-f,Q247,3,"Ja, und zwar mehrmals in der Woche","Yes, several times per week",q247
soep-is,soep-is-2014-f,Q247,4,"Ja, und zwar wochenweise (Wechselschicht)",For a week at a time (alternating shifts),q247
soep-is,soep-is-2014-f,Q247,5,"Ja, und zwar seltener, nur bei Bedarf","Yes, less often, only when needed",q247
soep-is,soep-is-2014-f,Q247,-1,Keine Angabe,No Answer,q247
soep-is,soep-is-2014-f,Q248,1,"Nein, nie","No, never",q248
soep-is,soep-is-2014-f,Q248,2,"Ja, und zwar jede Woche","Yes, every week",q248
soep-is,soep-is-2014-f,Q248,3,"Ja, und zwar alle zwei Wochen","Yes, once every two weeks",q248
soep-is,soep-is-2014-f,Q248,4,"Ja, und zwar alle drei bis vier Wochen","Yes, every 3-4 weeks",q248
soep-is,soep-is-2014-f,Q248,5,"Ja, und zwar seltener","Yes, less often",q248
soep-is,soep-is-2014-f,Q248,-1,Keine Angabe,No Answer,q248
soep-is,soep-is-2014-f,Q2491,1,"Ja, Entlohnung nach Haustarif","Yes, payment according to pay scale for the company (“Haustarif”)",q2491
soep-is,soep-is-2014-f,Q2491,2,"Ja, Entlohnung nach Tarif angegliedert ","Yes, payment affiliated to pay scale",q2491
soep-is,soep-is-2014-f,Q2491,3,"Ja, Entlohnung nach Tarif","Yes, payment according to pay scale",q2491
soep-is,soep-is-2014-f,Q2491,4,"Nein, außertarifliche Bezahlung in einem Betrieb mit tariflicher Bindung ","No, payment outside of pay scale which is normally binding in this company",q2491
soep-is,soep-is-2014-f,Q2491,5,"Nein, keine Tarifbindung",No binding pay scale,q2491
soep-is,soep-is-2014-f,Q2491,6,Weiß nicht,Don't know,q2491
soep-is,soep-is-2014-f,Q2491,-1,Keine Angabe,No Answer,q2491
soep-is,soep-is-2014-f,Q2630,1,Finanzentscheidungsexperiment starten,Start 'decision experiment on finances',q2630
soep-is,soep-is-2014-f,Q2630,2,Möchte nicht teilnehmen,Do not like to participate,q2630
soep-is,soep-is-2014-f,Q2631,1,Finanzentscheidungsexperiment doch starten,After all start 'decision experiment on finances',q2631
soep-is,soep-is-2014-f,Q2631,2,"Möchte nicht teilnehmen, weil","I don't like to participate, because",q2631
soep-is,soep-is-2014-f,Q2637,1,Weiter,Continue,q2637
soep-is,soep-is-2014-f,Q2638,20,20,20,q2638
soep-is,soep-is-2014-f,Q2638,19,19,19,q2638
soep-is,soep-is-2014-f,Q2638,18,18,18,q2638
soep-is,soep-is-2014-f,Q2638,17,17,17,q2638
soep-is,soep-is-2014-f,Q2638,16,16,16,q2638
soep-is,soep-is-2014-f,Q2638,15,15,15,q2638
soep-is,soep-is-2014-f,Q2638,14,14,14,q2638
soep-is,soep-is-2014-f,Q2638,13,13,13,q2638
soep-is,soep-is-2014-f,Q2638,12,12,12,q2638
soep-is,soep-is-2014-f,Q2638,11,11,11,q2638
soep-is,soep-is-2014-f,Q2638,10,10,10,q2638
soep-is,soep-is-2014-f,Q2638,9,9,9,q2638
soep-is,soep-is-2014-f,Q2638,8,8,8,q2638
soep-is,soep-is-2014-f,Q2638,7,7,7,q2638
soep-is,soep-is-2014-f,Q2638,6,6,6,q2638
soep-is,soep-is-2014-f,Q2638,5,5,5,q2638
soep-is,soep-is-2014-f,Q2638,4,4,4,q2638
soep-is,soep-is-2014-f,Q2638,3,3,3,q2638
soep-is,soep-is-2014-f,Q2638,2,2,2,q2638
soep-is,soep-is-2014-f,Q2638,1,1,1,q2638
soep-is,soep-is-2014-f,Q2638,0,0,0,q2638
soep-is,soep-is-2014-f,Q2639,1,Eher Gewinn,rather increase,q2639
soep-is,soep-is-2014-f,Q2639,2,Eher Verlust,rather decrease,q2639
soep-is,soep-is-2014-f,Q26311,1,Sehr gut,Very good,q26311
soep-is,soep-is-2014-f,Q26311,2,Gut,Good,q26311
soep-is,soep-is-2014-f,Q26311,3,Mittel,Medium,q26311
soep-is,soep-is-2014-f,Q26311,4,Schlecht,Bad,q26311
soep-is,soep-is-2014-f,Q26311,5,Sehr schlecht,Very bad,q26311
soep-is,soep-is-2014-f,Q26312,0,gar nicht sicher,absolutely not sure,q26312
soep-is,soep-is-2014-f,Q26312,1,1,1,q26312
soep-is,soep-is-2014-f,Q26312,2,2,2,q26312
soep-is,soep-is-2014-f,Q26312,3,3,3,q26312
soep-is,soep-is-2014-f,Q26312,4,4,4,q26312
soep-is,soep-is-2014-f,Q26312,5,5,5,q26312
soep-is,soep-is-2014-f,Q26312,6,6,6,q26312
soep-is,soep-is-2014-f,Q26312,7,7,7,q26312
soep-is,soep-is-2014-f,Q26312,8,8,8,q26312
soep-is,soep-is-2014-f,Q26312,9,9,9,q26312
soep-is,soep-is-2014-f,Q26312,10,sehr sicher,absolutely sure,q26312
soep-is,soep-is-2014-f,Q26315,1,"Ja, und zwar:","Yes, in fact:",q26315
soep-is,soep-is-2014-f,Q26315,2,"Nein, keine Erläuterung",No further explanation,q26315
