study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2015,112+16,2,Ausschließlich privat versichert,Private insurance only
soep-is,soep-is-2015,112+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,114+,1,Richtiger Haushalt,Right household
soep-is,soep-is-2015,114+,2,Falscher Haushalt,Wrong household
soep-is,soep-is-2015,120+,1,Fragen zum Haushalt beantworten,Answer questions about the houshold
soep-is,soep-is-2015,120+,2,Fragen zum Haushalt überspringen,Skip questions about the houshold
soep-is,soep-is-2015,123+16,1,Landwirtschaftliches Wohngebäude,Farm house
soep-is,soep-is-2015,123+16,2,Freistehendes Ein- oder Zweifamilienhaus,Free standing one or two family house
soep-is,soep-is-2015,123+16,3,Ein- oder  Zweifamilienhaus als Reihenhaus oder Doppelhaus,One or two family house as row or double house
soep-is,soep-is-2015,123+16,4,Wohnhaus mit 3 bis 4 Wohnungen,Building with 3 to 4 flats
soep-is,soep-is-2015,123+16,5,Wohnhaus mit 5 bis 8 Wohnungen,Building with 5 to 8 flats
soep-is,soep-is-2015,123+16,6,"Wohnhaus mit 9 und mehr Wohnungen, aber höchstens 8 Stockwerken, also kein Hochhaus",Building with 9 or more flats (but no more than 8 floors/stories)
soep-is,soep-is-2015,123+16,7,Hochhaus mit 9 und mehr Stockwerken,High-rise (9 or more floors/stories)
soep-is,soep-is-2015,123+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,125+16,1,vor 1919,Before 1919
soep-is,soep-is-2015,125+16,2,1919 bis 1948,1919 to 1948
soep-is,soep-is-2015,125+16,3,1949 bis 1971,1949 to 1971
soep-is,soep-is-2015,125+16,4,1972 bis 1980,1972 to 1980
soep-is,soep-is-2015,125+16,5,1981 bis 1990,1981 to 1990
soep-is,soep-is-2015,125+16,6,1991 bis 2000,1991 to 2000
soep-is,soep-is-2015,125+16,7,2001 bis 2010,2001 to 2010
soep-is,soep-is-2015,125+16,8,2011 und später,2011 and later
soep-is,soep-is-2015,125+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,128+,1,Hauptmieter,Main tenant
soep-is,soep-is-2015,128+,2,Untermieter,Subtenant
soep-is,soep-is-2015,128+,3,Eigentümer,Owner
soep-is,soep-is-2015,1301+,1,Weiß nicht,Don't know
soep-is,soep-is-2015,1301+,2,"Betrag kann nicht getrennt werde, ist in den Heizkosten enthalten","Cannot separate gas from heating costs, amount stated above"
soep-is,soep-is-2015,1301+,3,Keine Kosten für Gas,No gas costs
soep-is,soep-is-2015,1302+,1,Weiß nicht,Don't know
soep-is,soep-is-2015,1302+,2,Keine weiteren Umlagekosten,No other additional costs
soep-is,soep-is-2015,135+16,1,Sehr stark,Very interested
soep-is,soep-is-2015,135+16,2,Stark,Moderately interested
soep-is,soep-is-2015,135+16,3,Nicht so stark,Not so interested
soep-is,soep-is-2015,135+16,4,Überhaupt nicht,Completely disinterested
soep-is,soep-is-2015,135+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,137+16,1,Seit Geburt,Since birth
soep-is,soep-is-2015,137+16,2,Erst später erworben,At a later date
soep-is,soep-is-2015,137+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,140+16,1,durch Trennung,Separation
soep-is,soep-is-2015,140+16,2,durch Tod,Death
soep-is,soep-is-2015,140+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,142+16,1,"Ja, habe vorher geheiratet","Yes, I was married before"
soep-is,soep-is-2015,142+16,2,"Ja, bin vorher eine eingetragene gleichgeschlechtliche Partnerschaft eingegangen","Yes, I lived in a same-sex civil union before"
soep-is,soep-is-2015,142+16,3,Nein,No
soep-is,soep-is-2015,142+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,1595+,2,Zahle keine Miete aber Nebenkosten,Do not pay rent but do pay utilities
soep-is,soep-is-2015,1595+,3,Zahle weder Miete noch Nebenkosten,Do not pay either rent or utilities
soep-is,soep-is-2015,1596+,1,Weiß nicht,Don't know
soep-is,soep-is-2015,1596+,2,"Betrag kann nicht getrennt werden, ist in den Heizkosten enthalten","Cannot separate electricity from heating costs, amount stated above"
soep-is,soep-is-2015,1596+,3,Keine Stromkosten,No electricity costs
soep-is,soep-is-2015,17+16,1,unter 250 Euro,Less than 250 euro
soep-is,soep-is-2015,17+16,2,250 bis unter 1.000 Euro,"From 250 to less than 1,000 euros"
soep-is,soep-is-2015,17+16,3,1.000 bis unter 2.500 Euro,"From 1,000 to less than 2,500 euros"
soep-is,soep-is-2015,17+16,4,2.500 bis unter 5.000 Euro,"From 2,500 to less than 5,000 euros"
soep-is,soep-is-2015,17+16,5,5.000 bis unter 10.000 Euro,"From 5,000 to less than 10,000 euros"
soep-is,soep-is-2015,17+16,6,10.000 Euro und mehr,"10,000 euros and more"
soep-is,soep-is-2015,17+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,172+16,2,Hier am Ort,Here in this town
soep-is,soep-is-2015,172+16,3,Woanders in Westdeutschland,Elsewhere in West Germany
soep-is,soep-is-2015,172+16,4,Woanders in Ostdeutschland,Elsewhere in East Germany
soep-is,soep-is-2015,172+16,5,Im Ausland,Abroad
soep-is,soep-is-2015,172+16,6,Ist verstorben,Deceased
soep-is,soep-is-2015,172+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,184+16,1,Unbefristeten Arbeitsvertrag,Permanent contract
soep-is,soep-is-2015,184+16,2,Befristetes Arbeitsverhältnis,Fixed-term contract
soep-is,soep-is-2015,184+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,185+16,1,Ja,Yes
soep-is,soep-is-2015,185+16,2,Nein,No
soep-is,soep-is-2015,185+16,3,Weiß nicht,Don't know
soep-is,soep-is-2015,185+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,188+16,1,Keine,None
soep-is,soep-is-2015,188+16,2,1-9,1-9
soep-is,soep-is-2015,188+16,3,10 und mehr,more than 10
soep-is,soep-is-2015,188+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,19+16,1,Niedriger als 750 Euro,less than 750 euros
soep-is,soep-is-2015,19+16,2,Höher als 750 Euro,more than 750 euros
soep-is,soep-is-2015,19+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,2+,1,männlich,Male
soep-is,soep-is-2015,2+,2,weiblich,Female
soep-is,soep-is-2015,2+16,1,männlich,Male
soep-is,soep-is-2015,2+16,2,weiblich,Female
soep-is,soep-is-2015,2+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,20+16,1,Niedriger als 2.500 Euro,less than 2.500 euros
soep-is,soep-is-2015,20+16,2,Höher als 2.500 Euro,more than 2.500 euros
soep-is,soep-is-2015,20+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,206+,1,"Ja, und zwar","Yes, in fact: "
soep-is,soep-is-2015,206+,2,"Nein, keine Erläuterungen","No, no explanation"
soep-is,soep-is-2015,2093+,2,"Nein, habe keine weiteren Kinder","No, I don't have any further children"
soep-is,soep-is-2015,2093+,1,"Nein, hatte nie Kinder","No, I never had children"
soep-is,soep-is-2015,21+16,1,Niedriger als 3.500 Euro,less than 3.500 euros
soep-is,soep-is-2015,21+16,2,Höher als 3.500 Euro,more than 3.500 euros
soep-is,soep-is-2015,21+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,27+16,1,Sehr selten,Very rarely
soep-is,soep-is-2015,27+16,2,Selten,Rarely
soep-is,soep-is-2015,27+16,3,Manchmal,Occasionally
soep-is,soep-is-2015,27+16,4,Oft,Often
soep-is,soep-is-2015,27+16,5,Sehr oft,Very often
soep-is,soep-is-2015,27+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,28+,0,Gar nicht risikobereit,Risk averse
soep-is,soep-is-2015,28+,1,1,1
soep-is,soep-is-2015,28+,2,2,2
soep-is,soep-is-2015,28+,3,3,3
soep-is,soep-is-2015,28+,4,4,4
soep-is,soep-is-2015,28+,5,5,5
soep-is,soep-is-2015,28+,6,6,6
soep-is,soep-is-2015,28+,7,7,7
soep-is,soep-is-2015,28+,8,8,8
soep-is,soep-is-2015,28+,9,9,9
soep-is,soep-is-2015,28+,10,Sehr risikobereit,Fully prepared to take risks
soep-is,soep-is-2015,321+,1,"Ja, beide","Yes, both"
soep-is,soep-is-2015,321+,2,Nur der Vater,Only my father
soep-is,soep-is-2015,321+,3,Nur die Mutter,Only my mother
soep-is,soep-is-2015,321+,4,"Nein, beide nicht","No, neither"
soep-is,soep-is-2015,371+16,1,Sehr stark,An extreme amount
soep-is,soep-is-2015,371+16,2,Ziemlich stark,quiet strong
soep-is,soep-is-2015,371+16,3,Mäßig,moderate
soep-is,soep-is-2015,371+16,4,Ziemlich schwach,quiet weak
soep-is,soep-is-2015,371+16,5,Sehr schwach,very weak
soep-is,soep-is-2015,371+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,38+,1,Ihr Sohn,Son
soep-is,soep-is-2015,38+,2,Ihre Tochter,Daughter
soep-is,soep-is-2015,383+16,0,ganz und gar unzufrieden 0,Completely dissatisfied 0
soep-is,soep-is-2015,383+16,1,1,1
soep-is,soep-is-2015,383+16,2,2,2
soep-is,soep-is-2015,383+16,3,3,3
soep-is,soep-is-2015,383+16,4,4,4
soep-is,soep-is-2015,383+16,5,5,5
soep-is,soep-is-2015,383+16,6,6,6
soep-is,soep-is-2015,383+16,7,7,7
soep-is,soep-is-2015,383+16,8,8,8
soep-is,soep-is-2015,383+16,9,9,9
soep-is,soep-is-2015,383+16,10,ganz und gar zufrieden 10,Completely satisfied 10
soep-is,soep-is-2015,383+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,383+475,0,ganz und gar unzufrieden 0,Completely dissatisfied 0
soep-is,soep-is-2015,383+475,1,1,1
soep-is,soep-is-2015,383+475,2,2,2
soep-is,soep-is-2015,383+475,3,3,3
soep-is,soep-is-2015,383+475,4,4,4
soep-is,soep-is-2015,383+475,5,5,5
soep-is,soep-is-2015,383+475,6,6,6
soep-is,soep-is-2015,383+475,7,7,7
soep-is,soep-is-2015,383+475,8,8,8
soep-is,soep-is-2015,383+475,9,9,9
soep-is,soep-is-2015,383+475,10,ganz und gar zufrieden 10,Completely satisfied 10
soep-is,soep-is-2015,383+475,-1,Keine Angabe,No Answer
soep-is,soep-is-2015,383+475,-2,TNZ,Does not apply
soep-is,soep-is-2015,43+16,1,Diese hier,This one
soep-is,soep-is-2015,43+16,2,Die andere,The other one
soep-is,soep-is-2015,43+16,3,Beide Wohnungen etwa zu gleichen Teilen,They're approximately equal
soep-is,soep-is-2015,43+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,46+,1,Januar,January
soep-is,soep-is-2015,46+,2,Februar,February
soep-is,soep-is-2015,46+,3,März,March
soep-is,soep-is-2015,46+,4,April,April
soep-is,soep-is-2015,46+,5,Mai,May
soep-is,soep-is-2015,46+,6,Juni,June
soep-is,soep-is-2015,46+,7,Juli,July
soep-is,soep-is-2015,46+,8,August,August
soep-is,soep-is-2015,46+,9,September,September
soep-is,soep-is-2015,46+,10,Oktober,October
soep-is,soep-is-2015,46+,11,November,November
soep-is,soep-is-2015,46+,12,Dezember,December
soep-is,soep-is-2015,464+16,1,eher angenehm,rather pleasant
soep-is,soep-is-2015,464+16,2,eher unangenehm,rather unpleasant
soep-is,soep-is-2015,464+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,465+16,1,Zu Hause,At home
soep-is,soep-is-2015,465+16,2,Auf der Arbeit,At work
soep-is,soep-is-2015,465+16,3,Woanders,Somewhere else
soep-is,soep-is-2015,465+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,48+16,1,U1,U1
soep-is,soep-is-2015,48+16,2,U2,U2
soep-is,soep-is-2015,48+16,3,U3,U3
soep-is,soep-is-2015,48+16,4,U4,U4
soep-is,soep-is-2015,48+16,5,U5,U5
soep-is,soep-is-2015,48+16,6,U6,U6
soep-is,soep-is-2015,48+16,7,U7,U7
soep-is,soep-is-2015,48+16,8,U8,U8
soep-is,soep-is-2015,48+16,9,U9,U9
soep-is,soep-is-2015,48+16,10,Es wurde keine dieser Untersuchungen durchgeführt,Not undergone any of these examinations
soep-is,soep-is-2015,48+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,484+16,1,Täglich,Daily
soep-is,soep-is-2015,484+16,2,Jede Woche,At least once a week
soep-is,soep-is-2015,484+16,3,Jeden Monat,At least once a month
soep-is,soep-is-2015,484+16,4,Seltener,More rarely
soep-is,soep-is-2015,484+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,485+16,1,SPD,SPD
soep-is,soep-is-2015,485+16,2,CDU,CDU
soep-is,soep-is-2015,485+16,3,CSU,CSU
soep-is,soep-is-2015,485+16,4,FDP,FDP
soep-is,soep-is-2015,485+16,5,Bündnis 90/Die Grünen,Bündnis 90/Die Grünen
soep-is,soep-is-2015,485+16,6,Die Linke,Die Linke
soep-is,soep-is-2015,485+16,7,Republikaner/NPD,Republikaner/NPD
soep-is,soep-is-2015,485+16,26,Piratenpartei,Piratenpartei
soep-is,soep-is-2015,485+16,27,Alternative für Deutschland,Alternative für Deutschland
soep-is,soep-is-2015,485+16,8,Andere,Other(s)
soep-is,soep-is-2015,485+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,489+16,1,Durch Scheidung / Aufhebung,by divorce / dissolution
soep-is,soep-is-2015,489+16,2,Durch Tod,by death
soep-is,soep-is-2015,489+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,504+16,1,Deutschland,Germany
soep-is,soep-is-2015,504+16,2,In einem anderen Land,In another country
soep-is,soep-is-2015,504+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,508+16,2,Abschluss 8. Klasse,8th grade completed
soep-is,soep-is-2015,508+16,3,Abschluss 10. Klasse,10th grade completed
soep-is,soep-is-2015,508+16,5,Abitur (Hochschulreife),College entrance exam (Hochschulreife)
soep-is,soep-is-2015,508+16,6,Anderer Schulabschluss,Other Degree
soep-is,soep-is-2015,508+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,563+,1,Sample I E,Sample I E
soep-is,soep-is-2015,563+,2,Sample I 1,Sample I 1
soep-is,soep-is-2015,563+,3,Sample I 2,Sample I 2
soep-is,soep-is-2015,563+,4,Sample I 3,Sample I E
soep-is,soep-is-2015,572+16,1,Unter 500 Euro,less than 500 euro
soep-is,soep-is-2015,572+16,2,500 bis unter 750 Euro,500 up to less than 750 euros
soep-is,soep-is-2015,572+16,3,750 bis unter 1.000 Euro,"750 up to less than 1,000 euros"
soep-is,soep-is-2015,572+16,4,1.000 bis unter 1.500 Euro,"1,000 up to less than 1,500 euros"
soep-is,soep-is-2015,572+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,595+,1,ist eher schüchtern,is rather shy
soep-is,soep-is-2015,595+,2,2,2
soep-is,soep-is-2015,595+,3,3,3
soep-is,soep-is-2015,595+,4,4,4
soep-is,soep-is-2015,595+,5,5,5
soep-is,soep-is-2015,595+,6,6,6
soep-is,soep-is-2015,595+,7,7,7
soep-is,soep-is-2015,595+,8,8,8
soep-is,soep-is-2015,595+,9,9,9
soep-is,soep-is-2015,595+,10,10,10
soep-is,soep-is-2015,595+,11,ist eher kontaktfreudig,is rather outgoing
soep-is,soep-is-2015,596+,1,ist eher konzentriert,is rather focused
soep-is,soep-is-2015,596+,2,2,2
soep-is,soep-is-2015,596+,3,3,3
soep-is,soep-is-2015,596+,4,4,4
soep-is,soep-is-2015,596+,5,5,5
soep-is,soep-is-2015,596+,6,6,6
soep-is,soep-is-2015,596+,7,7,7
soep-is,soep-is-2015,596+,8,8,8
soep-is,soep-is-2015,596+,9,9,9
soep-is,soep-is-2015,596+,10,10,10
soep-is,soep-is-2015,596+,11,ist eher leicht ablenkbar,is rather easily to distract
soep-is,soep-is-2015,597+,1,ist eher trotzig,is rather disobedient
soep-is,soep-is-2015,597+,2,2,2
soep-is,soep-is-2015,597+,3,3,3
soep-is,soep-is-2015,597+,4,4,4
soep-is,soep-is-2015,597+,5,5,5
soep-is,soep-is-2015,597+,6,6,6
soep-is,soep-is-2015,597+,7,7,7
soep-is,soep-is-2015,597+,8,8,8
soep-is,soep-is-2015,597+,9,9,9
soep-is,soep-is-2015,597+,10,10,10
soep-is,soep-is-2015,597+,11,ist eher folgsam,is rather obedient
soep-is,soep-is-2015,598+,1,begreift eher schnell,rather understands quickly
soep-is,soep-is-2015,598+,2,2,2
soep-is,soep-is-2015,598+,3,3,3
soep-is,soep-is-2015,598+,4,4,4
soep-is,soep-is-2015,598+,5,5,5
soep-is,soep-is-2015,598+,6,6,6
soep-is,soep-is-2015,598+,7,7,7
soep-is,soep-is-2015,598+,8,8,8
soep-is,soep-is-2015,598+,9,9,9
soep-is,soep-is-2015,598+,10,10,10
soep-is,soep-is-2015,598+,11,braucht mehr Zeit,needs more time
soep-is,soep-is-2015,60+16,1,"Ja, Mutterschutz","Yes, maternity leave"
soep-is,soep-is-2015,60+16,2,"Ja, Elternzeit","Yes, parental leave"
soep-is,soep-is-2015,60+16,3,Nein,No
soep-is,soep-is-2015,60+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,62+16,1,In einem Bundesland der Bundesrepublik Deutschland?,In a federal state of the Federal Republic of Germany?
soep-is,soep-is-2015,62+16,2,In der DDR?,In GDR?
soep-is,soep-is-2015,62+16,3,In einem anderen Land?,In another country
soep-is,soep-is-2015,62+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,65+16,1,Abschluss einer Pflichtschule,"School, with degree"
soep-is,soep-is-2015,65+16,2,Abschluss einer weiterführenden Schule,Vocational Extension School
soep-is,soep-is-2015,65+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,653+16,1,Stimme zu,Agree
soep-is,soep-is-2015,653+16,2,Stimme nicht zu,Disagree
soep-is,soep-is-2015,653+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,654+16,0,0 Stimme vollkommen zu,0 I completely agree
soep-is,soep-is-2015,654+16,1,1,1
soep-is,soep-is-2015,654+16,2,2,2
soep-is,soep-is-2015,654+16,3,3,3
soep-is,soep-is-2015,654+16,4,4,4
soep-is,soep-is-2015,654+16,5,5,5
soep-is,soep-is-2015,654+16,6,6,6
soep-is,soep-is-2015,654+16,7,7,7
soep-is,soep-is-2015,654+16,8,8,8
soep-is,soep-is-2015,654+16,9,9,9
soep-is,soep-is-2015,654+16,10,10 Stimme überhaupt nicht zu,10 I completely disagree
soep-is,soep-is-2015,654+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,655+16,1,Stimme nicht zu,Disagree
soep-is,soep-is-2015,655+16,2,Stimme zu,Agree
soep-is,soep-is-2015,655+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,656+16,0,0 Stimme überhaupt nicht zu,0 I don't agree at all
soep-is,soep-is-2015,656+16,1,1,1
soep-is,soep-is-2015,656+16,2,2,2
soep-is,soep-is-2015,656+16,3,3,3
soep-is,soep-is-2015,656+16,4,4,4
soep-is,soep-is-2015,656+16,5,5,5
soep-is,soep-is-2015,656+16,6,6,6
soep-is,soep-is-2015,656+16,7,7,7
soep-is,soep-is-2015,656+16,8,8,8
soep-is,soep-is-2015,656+16,9,9,9
soep-is,soep-is-2015,656+16,10,10 Stimme vollkommen zu,10 I completely agree
soep-is,soep-is-2015,656+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,664+,1,Personennummer / Name / Geburtsjahr / Geschlecht,person number / name / year of birth / sex
soep-is,soep-is-2015,664+,2,Andere Person im Haushalt,Another person in household
soep-is,soep-is-2015,664+,3,Falscher Haushalt,Wrong household
soep-is,soep-is-2015,665+,1,Für Modul Interviewereffekte vorgesehen,Planned for the module of interviewer effects
soep-is,soep-is-2015,665+,2,Für Modul Saliva vorgesehen,Planned for module Saliva
soep-is,soep-is-2015,665+,3,Für Modul Happiness App vorgesehen,Planned for module Happiness App
soep-is,soep-is-2015,665+,12,Für Modul Interviewereffekte und Saliva vorgesehen,Planned for modules of interviewer effects and Saliva
soep-is,soep-is-2015,665+,13,Für Modul Interviewereffekte und Happiness App vorgesehen,Planned for modules of interviewer effects and Happiness App
soep-is,soep-is-2015,665+,23,Für Modul Saliva und Happiness App vorgesehen,Planned for modules of Saliva and Happiness App
soep-is,soep-is-2015,665+,123,Für Modul Interviewereffekte und Saliva und Happiness App vorgesehen,Planned for modules of interviewer effects and Saliva and Happiness App
soep-is,soep-is-2015,666+16,1,SPD,SPD
soep-is,soep-is-2015,666+16,2,CDU,CDU
soep-is,soep-is-2015,666+16,3,CSU,CSU
soep-is,soep-is-2015,666+16,4,FDP,FDP
soep-is,soep-is-2015,666+16,5,Bündnis 90/ Die Grünen,Bündnis 90/Die Grünen
soep-is,soep-is-2015,666+16,6,Die Linke,Die Linke
soep-is,soep-is-2015,666+16,26,Piratenpartei,Piratenpartei
soep-is,soep-is-2015,666+16,27,Alternative für Deutschland,Alternative für Deutschland
soep-is,soep-is-2015,666+16,7,NPD/ Republikaner/ Die Rechte,"NPD, Republikaner, Die Rechte"
soep-is,soep-is-2015,666+16,8,Andere und zwar <open question>,"Others, namely ..."
soep-is,soep-is-2015,666+16,99,Keiner,None
soep-is,soep-is-2015,666+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,667+16,1,Sehr stark,Very intense
soep-is,soep-is-2015,667+16,2,Ziemlich stark,Rather strongly
soep-is,soep-is-2015,667+16,3,Mäßig,Moderately
soep-is,soep-is-2015,667+16,4,Ziemlich schwach,Rather weakly
soep-is,soep-is-2015,667+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,668+,0,ganz links,entirely left
soep-is,soep-is-2015,668+,1,1,1
soep-is,soep-is-2015,668+,2,2,2
soep-is,soep-is-2015,668+,3,3,3
soep-is,soep-is-2015,668+,4,4,4
soep-is,soep-is-2015,668+,5,5,5
soep-is,soep-is-2015,668+,6,6,6
soep-is,soep-is-2015,668+,7,7,7
soep-is,soep-is-2015,668+,8,8,8
soep-is,soep-is-2015,668+,9,9,9
soep-is,soep-is-2015,668+,10,ganz rechts,entirely right
soep-is,soep-is-2015,669+16,1,Große Sorgen,Very concerned
soep-is,soep-is-2015,669+16,2,Einige Sorgen,Somewhat concerned
soep-is,soep-is-2015,669+16,3,Keine Sorgen,Not concerned at all
soep-is,soep-is-2015,669+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,669+670,1,Große Sorgen,Very concerned
soep-is,soep-is-2015,669+670,2,Einige Sorgen,Somewhat concerned
soep-is,soep-is-2015,669+670,3,Keine Sorgen,Not concerned at all
soep-is,soep-is-2015,669+670,-1,Keine Angabe / TNZ,No answer / does not apply
soep-is,soep-is-2015,671+16,1,Die/der Befragte stimmt überhaupt nicht zu 1,The interviewee does not agree at all 1
soep-is,soep-is-2015,671+16,2,2,2
soep-is,soep-is-2015,671+16,3,3,3
soep-is,soep-is-2015,671+16,4,4,4
soep-is,soep-is-2015,671+16,5,5,5
soep-is,soep-is-2015,671+16,6,6,6
soep-is,soep-is-2015,671+16,7,Die/der Befragte stimmt voll zu 7,The interviewee agrees completely 7
soep-is,soep-is-2015,671+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,672+,1,Zusage Speichelprobe,Acceptance of of saliva sample
soep-is,soep-is-2015,672+,2,"Absage Speichelprobe nach Anschauen der Broschüre, weil:","Refusal of saliva sample after looking at the brochure, because:"
soep-is,soep-is-2015,672+,3,"Absage Speichelprobe ohne Übergabe der Broschüre, weil:","Refusal of saliva sample without having a look at the brochure, because:"
soep-is,soep-is-2015,672+,4,"Nicht auf Speichelprobe angesprochen, da Röhrchen verbraucht",Not asked for saliva sample since there were not left any test tubes.
soep-is,soep-is-2015,672+,5,"Nicht auf Speichelprobe angesprochen, anderer Grund und zwar:","Not asked for saliva sample, because of another reason:"
soep-is,soep-is-2015,673+,1,"Keine Veränderung, es ist die gleiche Person/sind die gleichen Personen, in der gleichen Wohnung, unter der gleichen Adresse","No change, it is the same person / they are the same persons, in the same dwelling at the same address."
soep-is,soep-is-2015,673+,2,"Mindestens eine Person ist zum Haushalt hinzugekommen oder hat den Haushalt verlassen – es ist aber noch die gleiche Wohnung, unter der gleichen Adresse",At least one person joined or left the household - but it's the same dwelling at the same address
soep-is,soep-is-2015,673+,3,"Nach Umzug des gesamten Haushalts von Leben in Deutschland, das erste Mal in dieser Wohnung, unter dieser Adresse","After moving of the complete household, the first time in this dwelling at this address"
soep-is,soep-is-2015,673+,4,"Neuer Haushalt, nach Auszug einzelner oder mehrerer Personen, aus noch bestehendem Haushalt von Leben in Deutschland","New household from an old one, after moving out of a single or more persons"
soep-is,soep-is-2015,674+16,1,1972,1972
soep-is,soep-is-2015,674+16,2,1973,1973
soep-is,soep-is-2015,674+16,3,1974,1974
soep-is,soep-is-2015,674+16,4,1975,1975
soep-is,soep-is-2015,674+16,5,1976,1976
soep-is,soep-is-2015,674+16,6,1977,1977
soep-is,soep-is-2015,674+16,7,1978,1978
soep-is,soep-is-2015,674+16,8,1979,1979
soep-is,soep-is-2015,674+16,9,1980,1980
soep-is,soep-is-2015,674+16,10,Nein,No
soep-is,soep-is-2015,674+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,675+16,1,1981,1981
soep-is,soep-is-2015,675+16,2,1982,1982
soep-is,soep-is-2015,675+16,3,1983,1983
soep-is,soep-is-2015,675+16,4,1984,1984
soep-is,soep-is-2015,675+16,5,1985,1985
soep-is,soep-is-2015,675+16,6,1986,1986
soep-is,soep-is-2015,675+16,7,1987,1987
soep-is,soep-is-2015,675+16,8,1988,1988
soep-is,soep-is-2015,675+16,9,1989,1989
soep-is,soep-is-2015,675+16,10,1990,1990
soep-is,soep-is-2015,675+16,11,Nein,No
soep-is,soep-is-2015,675+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,676+16,1,1991,1991
soep-is,soep-is-2015,676+16,2,1992,1992
soep-is,soep-is-2015,676+16,3,1993,1993
soep-is,soep-is-2015,676+16,4,1994,1994
soep-is,soep-is-2015,676+16,5,1995,1995
soep-is,soep-is-2015,676+16,6,1996,1996
soep-is,soep-is-2015,676+16,7,1997,1997
soep-is,soep-is-2015,676+16,8,1998,1998
soep-is,soep-is-2015,676+16,9,1999,1999
soep-is,soep-is-2015,676+16,10,2000,2000
soep-is,soep-is-2015,676+16,11,Nein,No
soep-is,soep-is-2015,676+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,677+16,1,2001,2001
soep-is,soep-is-2015,677+16,2,2002,2002
soep-is,soep-is-2015,677+16,3,2003,2003
soep-is,soep-is-2015,677+16,4,2004,2004
soep-is,soep-is-2015,677+16,5,2005,2005
soep-is,soep-is-2015,677+16,6,2006,2006
soep-is,soep-is-2015,677+16,7,2007,2007
soep-is,soep-is-2015,677+16,8,2008,2008
soep-is,soep-is-2015,677+16,9,2009,2009
soep-is,soep-is-2015,677+16,10,2010,2010
soep-is,soep-is-2015,677+16,11,Nein,No
soep-is,soep-is-2015,677+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,678+16,1,2011,2011
soep-is,soep-is-2015,678+16,2,2012,2012
soep-is,soep-is-2015,678+16,3,2013,2013
soep-is,soep-is-2015,678+16,4,2014,2014
soep-is,soep-is-2015,678+16,5,2015,2015
soep-is,soep-is-2015,678+16,6,Nein,No
soep-is,soep-is-2015,678+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,679+,1,weiter,Continue
soep-is,soep-is-2015,680+,1,Euro im Jahr 2014,Euros in year 2014
soep-is,soep-is-2015,680+,2,Kann ich nicht sagen,I cannot say
soep-is,soep-is-2015,681+16,1,Niedriger als 1500 Euro,less than 1.500 euros
soep-is,soep-is-2015,681+16,2,Höher als 1500 Euro,more than 1.500 euros
soep-is,soep-is-2015,681+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,682+,1,Split 1,Split 1
