study,dataset,version,section,sectext,group,grouplabel,variable,waves,years,variabletext,references,contact,only_labeled_vals
soep-is,pgen,2015,Variables in file pgen,,,,pgautono,,,"This variable gives the occupational autonomy for all employed persons. It offers an alternative to the ISCO-based scales on occupational status (PGISEI), class (PGEGP), or prestige (PGSIOPS). PGAUTONO is the simplest variable based on the scales of “occupational position” in terms of its construction, and strongly correlated with the Treiman Prestige Scale (PGSIOPS).

The basis for the “autonomy in occupational activity” scale is the classification of occupational position. Self-employed persons are categorized according to the size of the company (with the exception of farmers, who are all classified within the same category of autonomy, independent of farm size in hectares). Civil servants are differentiated according to the civil service laws defining each kind of activity and the amount of autonomy connected to it. Workers are differentiated according to their vocational training, and thus categorized hierarchically according to the different tasks they can be expected to carry out and the different amounts of responsibility associated with each task. Similarly, salaried employees are classified according to how differentiated their tasks are and how much responsibility is associated with each.

The value “1” is assigned mainly to manual workers with a low level of status and a low level of autonomy. Group 2 encompasses work in production, services demanding a minimal level of specialization, and farm work. Activities that require completion of the middle track of secondary education and entail a limited amount of responsibility are classified in Group 3. Group 4 includes activities carried out either with or without supervision that require a degree from a college of applied sciences or university, but are not very high in prestige. Managers and freelance academics are both placed in Group 5 (highest autonomy). Depending on the number of employees, self-employed are categorized in Group 3, Group 4, or Group 5.
","Hoffmeyer-Zlotnik, Jürgen H.P., and Alfons J. Geis (2003) Berufs-klassifikation und Messung des beruflichen Status/ Prestige. In: ZUMA-Nachrichten 52, Jg. 27, Mai 2003. pp. 125-138.",,
soep-is,pgen,2015,Variables in file pgen,,,,pgisced,,,"To make the educational degrees and diplomas attained in different countries comparable, for all respondents an educational variable (PGISCED) is generated retroactively using the international classification scheme ISCED-1997 (International Standard Classification of Education). It creates the highest degree/diploma attained, taking into account degrees and diplomas attained in both general schooling and in vocational and university education. Here the higher-level vocational and university override lower-level school diplomas. Persons who, for example, have no values for the variables on secondary school degrees/diplomas but state that they have a university degree are placed in the highest ISCED category.
 Please note that, due to a lack of more detailed information on tertiary degrees -- in particular on doctoral degrees -- we include all tertiary degrees in our ISCED category 6. Thus, the ISCED variable provided here is not comparable one-to-one with the ISCED levels as defined by the OECD, since we have included the original ISCED level 5A in our ISCED category 6. See below for more details.

Since the SOEP-IS does not include a youth questionnaire, the information usually coming from the youth questionnaire was not included in the generation of PGBBILA. Furthermore, since the year 2012, input information from PGBBILA is not being used as PGBBILA itself is not being generated.",OECD (1999): Classifying Educational Programmes: Manual for ISCED-97 Implementation in OECD Countries. Paris 1999.,,
soep-is,pgen,2015,Variables in file pgen,,,,pgcasmin,,,"As an alternative to PGISCED, a second educational variable is generated (PGCASMIN) that also enables comparison with international educational degrees/diplomas. Based on the modified CASMIN classification scheme (Comparative Analysis of Social Mobility in Industrial Nations), this variable has been computed retroactively from 1984 on for all respondents.  Taken into account are both secondary-level and university/college-level degrees and diplomas. As with PGISCED, the higher-level occupational degrees override the lower-level secondary school degrees.","The original version is described in: König, W./Lüttinger, P./Müller, W. (1988): A Comparative Analysis of the Development and Structure of Educational Systems. Methodological Foundations and the Construction of a Comparative Educational Scale. CASMIN Working Paper No. 12. Mannheim: Universität Mannheim.
  For the modified version see: Brauns, H./Steinmann, (1999): Educational Reform in France, West-Germany and the United Kingdom: Updating the CASMIN Educational Classification. In: ZUMA Nachrichten, Jg. 23, H. 44, pp. 7-44.
",,
soep-is,pgen,2015,Variables in file pgen,,,,pgstib,,,"The variable represents a compilation of all relevant information on current occupational position. It is generated by combining information on “occupational group”, “unemployed (yes/no)”, “military/community service”, “in education (yes/no)”, and “pensioner”. A hierarchical scheme is used to determine which data is given precedence when a variety of divergent information exists (increasing dominance):
 
10 – not employed

 13 – pensioner

 11 – currently in education   

 15 – military / community service

 12 – registered unemployed   

 110-150 - apprentice   

 410-440 – self-employed   

 210-250 – manual laborer

 510-550 - employee

  610-640 – civil service

 In PGSTIB, non-working persons are only assigned to the category (13) “pensioner” if they are recipients of retirement pension or if they are recipients of widow’s pension AND are older than 60 years.",,,
soep-is,pgen,2015,Variables in file pgen,,,,pgmonth,,,Month of interview is generated using the answers to the individual questionnaire. Missing answers are filled in using data from the HBRUTTO files.,,,
soep-is,pgen,2015,Variables in file pgen,,,,pgmode,,,The interview method is generated via the answers to the questions in the individual questionnaire. Missing answers are filled in from the PBRUTTO files.,,,
soep-is,pgen,2015,Variables in file pgen,,,,pglabgro,,,"The variable PGLABGRO represents the current gross labor income of all SOEP respondents who are employed in each respective wave. The variable contains both generated and imputed values for Sample E (until 2011) & Sample I (until 2010); since then, the variable contains only generated values for all samples. The imputed values are available in the variables PGI1-PGI5LABGRO. Income details are consistently provided in euros for all waves. Item nonresponse is imputed in a twostage procedure: first, with the “Row-and-Column” method of Little und Su (1989) using individual longitudinal data as well as cross-sectional trend data (cf. Joachim R. Frick and Markus M. Grabka (2005): Item-Non-Response on Income Questions in Panel surveys: Incidence, Imputation and the Impact on the Income Distribution. Allgemeines Statistisches Archiv (ASTA) 89, 49-61). Alternatively, if no individual longitudinal information is available, we base the imputation on a regression using different Mincer covariates, also taking into account current net labor income. If both types of income information are lacking, first we impute current net labor income and then current gross labor income. Imputed values are flagged (PGIMPGRO).
",,,
soep-is,pgen,2015,Variables in file pgen,,,,pgi1labgro,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet.
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.    

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi2labgro,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet.
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.    

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi3labgro,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet.
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.    

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi4labgro,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet.
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.    

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi5labgro,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet.
The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.    

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgimpgro,,,The variable PGIMPGRO designates imputations of item-nonresponse in the variable PGLABGRO (current gross labor income).,,,
soep-is,pgen,2015,Variables in file pgen,,,,pglabnet,,,"The variable PGLABNET represents the current net labor income of all persons in SOEP working in the respective wave. The variable contains both generated and imputed values for Sample E (until 2011) & Sample I (until 2010); since then, the variable contains only generated values for all samples. The imputed values are available in the variables PGI1-PGI5LABNET. Income details are consistently provided in euros for all waves. The imputation of item nonresponse takes place in a two-stage procedure: first, with the “Row-and-Column” method of Little und Su (1989) using individual longitudinal data as well as cross-sectional trend data (cf. Joachim R. Frick and Markus M. Grabka (2005): Item-Non-Response on Income Questions in Panel surveys: Incidence, Imputation and the Impact on the Income Distribution. Allgemeines Statistisches Archiv (ASTA) 89, 49-61). Alternatively, if no individual longitudinal information is available, we base the imputation on a regression using different Mincer covariates, also taking into account current gross labor income. If both types of income information are lacking, first we impute current gross labor income and then current net labor income. Imputed values are flagged (PGIMPNET).",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi1labnet,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet. The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi2labnet,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet. The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi3labnet,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet. The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi4labnet,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet. The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgi5labnet,,,"Multiple imputation procedures provide a way to deal with missing values on the variable current net labor income in Euros by using information about determinants of the household income and replacing item-nonresponse with multiply imputed data. Five imputations are available within the $PGEN datasets: the variables pgi1labnet-pgi5labnet. The imputations were calculated using the method of chained equations predictive mean matching in STATA. The procedures were written by Patrick Royston (see Royston 2004, 2005a, 2005b, 2007, 2009) and Ian White (see White, Daniel and Royston 2010; White, Royston and Wood 2011). Predicted mean matching means that for each missing observation on income, the particular non-missing observation is found whose prediction on observed data is closest. This closest observation is used to impute the missing value. The most important variable for modelling the current net labor income is the gross labor income of the previous year. A complete list of the variables used for modelling is available upon request.
The missing observations were assumed to be missing at random. We set the number of imputations m=5 and get 5 multiple imputed values for pglabnet. The number of iterations carried out in each prediction model was specified to be 2000. Sample E&I and the supplementary sample S1 were imputed separately.

Analysing multiply imputed data: For analysing multiple imputed data, one does not necessarily need special methods; however, such tools exist and simplify the use of multiply imputed data. Below is given a short overview of some useful tools for various statistical packages. These tools estimate the parameters of a regression model by combining the estimates across the several replicates of imputation. Point estimates from multiple imputations are then the arithmetic mean of the several point estimates obtained from analysis on each imputed data. Standard errors are obtained by combining the average of the squared standard errors of the several (m) estimates with the within-and between-imputation variance.

·         STATA provides a built-in functionality called mi.

·         Within SAS, PROC MIANALYZE combines the results of analyses on the data sets.

·         IVEware is a set of routines that can be launched from SAS or run independently using data from many sources. You can use the IVEware module regress to perform multiple imputation analysis.

Royston, P. 2004. Multiple imputation of missing values. Stata Journal 4: 227–241.
Royston, P. 2005a. Multiple imputation of missing values: Update. Stata Journal 5: 188–201.
Royston, P. 2005b. Multiple imputation of missing values: Update of ice. Stata Journal 5: 527–536.
Royston, P. 2007. Multiple imputation of missing values: Further update of ice, with an emphasis on interval censoring. Stata Journal 7: 445–464.
Royston, P. 2009. Multiple imputation of missing values: Further update of ice, with an emphasis on categorical variables. Stata Journal 9: 466–477.",,,1
soep-is,pgen,2015,Variables in file pgen,,,,pgimpnet,,,The variable PGIMPNET designates imputations of item-nonresponse in the variable PGLABNET (current net labor income).,,,
soep-is,pgen,2015,Variables in file pgen,,,,pgallbet,,,"This variable is designed to provide annual data on the core size category of the company for all employed persons.
 
Not all employed persons are asked the relevant input questions on an annual basis. Only those employed persons who changed jobs and first-time respondents were asked to provide up-to-date information.

Self-employed are not included in this variable. Information about the company size is included in the variable pgstib.",,,
soep-is,pgen,2015,Variables in file pgen,,,,pgemplst,,,"This variable is generated from the annual question on current employment status, which has a central filter function in the questionnaire to separate employed people from non-employed people for further questions. It is designed to provide consistent longitudinal data on employment status across all waves.
 
The category “not employed” comprises non-working individuals, those in military/community service, those on maternity leave, and employed persons in a phased retirement scheme (Altersteilzeit) whose current actual working hours are zero.

PGEMPLST supplements the variable PGLFS, which differentiates among persons who are not employed.",,,
