study_name,dataset_name,name,label,label_de
soep-is,p,plb0383,Second Job Construction,Nebentaetigkeit: Bau
soep-is,p,plb0384,"Second Job Industrial, Manual","Nebentaetigkeit: Industrie,Handwerk"
soep-is,p,plb0385,Second Job Services,Nebentaetigkeit: Dienstleistungen
soep-is,p,plb0386,Second Job Item Nonresponse,Nebentaetigkeit: Gesamt k.A.
soep-is,p,plb0387,Second Job in Company,Nebentaetigkeit in Firma
soep-is,p,plb0388,Second Job in Private Household,Nebentaetigkeit in privater Haushalt
soep-is,p,plb0389,Second Job in Public Institution,Nebentaetigkeit in oeffentliche Einrichtung
soep-is,p,plb0390,Second Job in Other,Nebentaetigkeit in Sonstiges
soep-is,p,plb0391,Second Job in - Item Nonresponse,Nebentaetigkeit - Gesamt k.A.
soep-is,p,plb0392,Family Members Helps Out,Mithelfendes Familienmitglied im eigenen Betrieb
soep-is,p,plb0395,Irregular Second Job,Gelegentlicher Nebenerwerb
soep-is,p,plb0396,"Second Job, Days Per Month",Nebentaetigkeit: Anzahl Tage pro Monat
soep-is,p,plb0397,"Second Job, Hours Per Day",Nebentaetigkeit: Stunden pro Tag
soep-is,p,plb0398,"Second Job, Months Per Year",Nebentaetigkeit: Anzahl Monate im Jahr
soep-is,p,plb0399,Become Self-Employed,Selbstaendig machen
soep-is,p,plb0400,Intend To See Further Qualifications,Weiterqualifizieren
soep-is,p,plb0401,Searched Through Friends,Suche - persoenliche Verbindungen
soep-is,p,plb0402,Search Advertisements,Durchsehen von Inseraten
soep-is,p,plb0403,Researched On Internet,Recherchen im Internet
soep-is,p,plb0404,Search Through Employment Office,Suche - Arbeitsamt
soep-is,p,plb0405,Search through Job Center,Suche ueber Job-Center
soep-is,p,plb0406,Search through Personnel Service Agency,Suche Personalserviceagentur
soep-is,p,plb0407,Search Though Private Employment Office,Suche - private Vermittler
soep-is,p,plb0408,Insertion Of Advertisements,Aufgabe von Inseraten
soep-is,p,plb0411,Replies To Advertisements,Bewerbung auf Stellenangebote
soep-is,p,plb0412,Impulse Applications,Initiativbewerbung
soep-is,p,plb0414,Tests,"Tests, Vorstellungsgespraeche, Pruefungen"
soep-is,p,plb0415,Other,Sonstige Bemuehungen
soep-is,p,plb0416,Job Search - Item Nonresponse,Stellensuche - Gesamt k.A.
soep-is,p,plb0418,"Gainfully Employed, now",Erwerbstaetigkeit Zeitpunkt
soep-is,p,plb0419,Find Suitable Position,Geeignete Stelle finden
soep-is,p,plb0420,Monthly Salary At Which Would Take Job,Hoehe Nettoverdienst fuer Stellenannahme
soep-is,p,plb0421,Monthly Salary- Can Not Say,Hoehe Nettoverdienst nicht zu sagen
soep-is,p,plb0422,Number Of Hours For Netincome,Anz. Arbeitsstunden fuer Nettoverdienst
soep-is,p,plb0425,"Job Placement Voucher, Yes/No","Vermittlungsgutschein ja,nein"
soep-is,p,plb0426,Current Occupation Or Something New,Erlernter Beruf oder etwas Neues
soep-is,p,plb0430,Vermittlungsgutschein Value In Euros,Vermittlungsgutschein Hoehe Euro
soep-is,p,plb0432,Chance Of Finding New Job,Neue Stelle suchen in naechsten 2 Jahren
soep-is,p,plb0433,Lose Job-Expect In Next 2 Yrs,Arbeitsplatz verlieren in naechsten 2 Jahren
soep-is,p,plb0434,Promoted Withn Firm-Expect In Next 2 Yrs,Berufl Aufstieg in Betrieb in naechsten 2 Jahren
soep-is,p,plb0435,Become Self-Employ-Expect In Next 2 Yrs,Selbstaendig in naechsten 2 Jahren
soep-is,p,plb0436,Change Occupations-Expect In Next 2 Yrs,Anderer Beruf in naechsten 2 Jahren
soep-is,p,plb0437,Exit Labor Force-Expect In Next 2 Yrs,Erwerbstaetigkeit aufgeben in naechsten 2 Jahren
soep-is,p,plb0438,Be Demoted In Firm-Expect In Next 2 Yrs,Berufl Abstieg in Betrieb in naechsten 2 Jahren
soep-is,p,plb0439,Retire-Expect In Next 2 Yrs,"Rente, Vorruhestand in naechsten 2 Jahren"
soep-is,p,plb0440,Change F-T To P-T -Expect In Next 2 Yrs,Wechsel Vollzeit-Teilzeit in naechsten 2 Jahren
soep-is,p,plb0441,Get More Qualifctns-Expect In Next 2 Yrs,Weiterqualifizierung in naechsten 2 Jahren
soep-is,p,plb0442,Get Pay Raise-Expect In Next 2 Yrs,Aussertarifliche Gehaltserhoehung in naechsten 2 Jahren
soep-is,p,plb0443,Difficulty Of Finding New Job,Chancen gleichwertige Stelle zu finden
soep-is,p,plb0460,Reduced Working Hours Or Salary,Reduzierte Arbeitszeit oder Gehalt
soep-is,p,plb0471,"Gross Amount Of Wages, Salary Prev. Yr",Brutto Lohn als Arbeitnehmer Betrag Vorjahr
soep-is,p,plb0474,Gross Amt. Of Self-Empl.Income Prv. Yr,Brutto Einkuenfte a. selbstaendiger Taetigkeit Btr. Vorjahr
soep-is,p,plb0477,Gross Amount Second Job Income Prev. Yr,Einkuenfte a. Nebenerwerb Betrag Vorjahr
soep-is,p,plc0008,Minimum Net Household Income,Haushaltsmindesteinkommen netto
soep-is,p,plc0009,Do Not Know,Weiss nicht
soep-is,p,plc0010,Agreements with spouse/partner for dealing with income,"Regelung mit Ehe-,Partner im Umgang mit Einkommen"
soep-is,p,plc0011,Last Word On Financial Decisions,Letztes Wort finanzielle Entscheidung
soep-is,p,plc0015,"Wages, Salary Jan-Dec Prev. Yr",Brutto Lohn als Arbeitnehmer bezogen Vorjahr
soep-is,p,plc0016,"Mths Of Wages,Salary Prev. Yr",Brutto Lohn als Arbeitnehmer Monate Vorjahr
soep-is,p,plc0017,"Net Amount Of Wages, Salary Prev. Yr",Netto Lohn als Arbeitnehmer Betrag Vorjahr
soep-is,p,plc0023,Bad Weather Benefit Prev. Yr,Schlechtwettergeld erhalten
soep-is,p,plc0024,Weeks Of Bad Weather Benefit Prev. Yr,Schlechtwettergeld fuer x Wochen
soep-is,p,plc0025,"No S.Time, Badweather Benefit Prev. Yr","kein Kurzarb., kein Schlechtwettergeld"
soep-is,p,plc0026,Shift Premium/ Late or Weekend Work Bonus last month,"Schicht-,Spaet-,Wochenendzulage letzt. Monat"
soep-is,p,plc0027,Overtime Premium,Ueberstundenzuschlaege
soep-is,p,plc0028,Bonus For Work Under Difficult Conditions,Erschwerniszulagen
soep-is,p,plc0029,Additional Regular Payment,Funktionszulagen oder persoenliche Zulagen
soep-is,p,plc0030,Tips,Trinkgelder
soep-is,p,plc0031,Other Additional Payments,"Sonstige Sonderzahlungen, Zuschlaege"
soep-is,p,plc0032,No Additional Payments,"Keine Sonderzahlungen, Zuschlaege"
soep-is,p,plc0033,Benefits From Employer: Meal Stipend,Arbeitgeber Zusatzleistungen: Essenszuschuss
soep-is,p,plc0034,Benefits From Employer: Company car,"Arbeitgeber Zusatzleistungen: Firmenwagen, private Nutzung"
soep-is,p,plc0035,Benefits From Employer: Cell Phone,"Arbeitgeber Zusatzleistungen: Handy, Telefonkosten - privat"
soep-is,p,plc0036,Benefits From Employer: Expense Payments,Arbeitgeber Zusatzleistungen: Spesen ueber Kostenerstattung
soep-is,p,plc0037,Benefits From Employer: Personal Computer,Arbeitgeber Zusatzleistungen: Computer fuer Zuhause
soep-is,p,plc0038,Benefits From Employer: Other Benefits,Arbeitgeber Zusatzleistungen: Andere Zusatzleistungen
soep-is,p,plc0039,Benefits From Employer: None,Arbeitgeber Zusatzleistungen: keine
soep-is,p,plc0040,"Severance Package, Compensation",Abfindung vom letzten Betrieb
soep-is,p,plc0041,"Amt. Of Severance Package, Compensation",Abfindung Betrag
soep-is,p,plc0042,13th Month Pay Prev. Yr,13. Monatsgehalt Vorjahr
soep-is,p,plc0043,Amount Of 13th Month Pay Prev. Yr,13. Monatsgehalt Vorjahr Betrag
soep-is,p,plc0044,14th Month Pay Prev. Yr,14. Monatsgehalt Vorjahr
soep-is,p,plc0045,Amount Of 14th Month Pay Prev. Yr,14. Monatsgehalt Vorjahr Betrag
soep-is,p,plc0046,Christmas Bonus Prev. Yr,Weihnachtsgeld Vorjahr
soep-is,p,plc0047,Amount Of Christmas Bonus Prev. Yr,Weihnachtsgeld Vorjahr Betrag
soep-is,p,plc0048,Vacation Bonus Prev. Yr,Urlaubsgeld Vorjahr
soep-is,p,plc0049,Amount Of Vacation Bonus Prev. Yr,Urlaubsgeld Vorjahr Betrag
soep-is,p,plc0050,Profit-Sharing Bonus Prev. Yr,Gewinnbeteiligung etc. Vorjahr
soep-is,p,plc0051,Amount Of Profit-Sharing Bonus Prev. Yr,Gewinnbeteiligung Vorjahr Betrag
soep-is,p,plc0052,Other Bonuses Prev. Yr,Sonstige Sonderverguetung Vorjahr
soep-is,p,plc0053,Amount Of Other Bonuses Prev. Yr,Sonstige Sonderverguetung Vorjahr Betrag
soep-is,p,plc0054,"No Bonuses,Perks Prev. Yr",Keine Sonderverguetung Vorjahr
soep-is,p,plc0055,Bonus To Cover Travel Expenses,Zuschuesse fuer oeffentlichen Nahverkehr
soep-is,p,plc0056,Amt. Of Bonus To Cover Travel Expenses In EUR,Zuschuesse fuer oeffentlichen Nahverkehr: Betrag (in EURO)
soep-is,p,plc0057,Short-Time Allowance,Kurzarbeitergeld erhalten
soep-is,p,plc0058,Short-Time Allowance For x Weeks,Kurzarbeitergeld fuer x Wochen
soep-is,p,plc0061,"Second Job, Paid","Nebenerwerb, -verdienst"
soep-is,p,plc0064,Second Job Income Jan-Dec Prev. Yr,Einkuenfte a. Nebenerwerb bezogen Vorjahr
soep-is,p,plc0065,Mths Of Second Job Income Prev. Yr,Einkuenfte a. Nebenerwerb Monate Vorjahr
soep-is,p,plc0068,"Military,Comm Serv Pay Prev. Yr","Wehr-, Zivildienstsold bezogen Vorjahr"
soep-is,p,plc0069,"Months Military,Comm Serv Pay Prev. Yr","Wehr-, Zivildienstsold Monate Vorjahr"
soep-is,p,plc0070,"Gross Amount Military,Com.Pay Prev. Yr","Wehr-, Zivildienstsold Betrag Vorjahr"
soep-is,p,plc0073,Self-Employment Income Jan-Dec Prev. Yr,Brutto Einkuenfte a.selbstaendiger Taetigkeit bez. Vorjahr
soep-is,p,plc0074,Mths Of Self-Employment Income Prev. Yr,Brutto Einkuenfte a. selbstaendiger Taetigkeit Mon. Vorjahr
soep-is,p,plc0075,Net Amt. Of Self-Empl.Income Prv. Yr,Netto Einkuenfte a. selbstaendiger Taetigkeit Btr. Vorjahr
soep-is,p,plc0091,Wage Tax Classification,Steuerklasse
soep-is,p,plc0110,None Of These Income Types In Prev. Yr,1997 keine dieser Einkunftarten
soep-is,p,plc0111,Financial Secure When Sick,Finanz. Absicherung Krankheit
soep-is,p,plc0112,Financial Secure When Unemployed,Finanz. Absicherung Arbeitslosigk.
soep-is,p,plc0113,Financial Secure In Old Age,Finanz. Absicherung Alter
soep-is,p,plc0114,Financial Secure In Old Age,Finanz. Absicherung Plegebeduerftigk.
soep-is,p,plc0115,Social Security Contributions,Beitraege Sozialversicherung
soep-is,p,plc0117,None Of These Income Types In Prev. Yr,Im Vorjahr keine dieser Einkunftsarten
soep-is,p,plc0126,Maternity Benefit Jan-Dec Prev Yr,Mutterschaftsgeld bezogen Vorjahr
soep-is,p,plc0128,Gross Amt. Of Unemployment Relief,Arbeitslosenhilfe Bruttobetrag pro Monat
soep-is,p,plc0129,Gross Amt Unemployment Relief Prev.Yr,Arbeitslosenhilfe Betrag
soep-is,p,plc0135,Unemployment Benefit Jan-Dec Prev Yr,Arbeitslosengeld bezogen Vorjahr
soep-is,p,plc0136,Mths Of Unemployment Benefit Prev Yr,Arbeitslosengeld Monate Vorjahr
soep-is,p,plc0137,Gross Amt Unemployment Benefit Prev Yr,Arbeitslosengeld Betrag Vorjahr
soep-is,p,plc0138,"Unemployment Subsidy II, Social Subsidy Prev Yr",ALG_II Sozialgeld bezogen Vorjahr
soep-is,p,plc0139,"Mths Unemployment Subsidy II, Social Subsidy Prev Yr",ALG_II Sozialgeld Monate Vorjahr
soep-is,p,plc0140,"Education Support, Transition Benefit Prev. Yr",Unterhaltsgeld bezogen Vorjahr
soep-is,p,plc0141,"Mths Education Support, Transition Benefit Prev. Yr",Unterhaltsgeld Monate Vorjahr
soep-is,p,plc0142,"Gross Amt Edu Support, Transition Benefit Prev. Yr",Unterhaltsgeld Betrag Vorjahr
soep-is,p,plc0154,Mths Of Maternity Benefit Prev Yr,Mutterschaftsgeld Monate Vorjahr
soep-is,p,plc0155,Gross Amount Of Maternity Benefit,Mutterschaftsgeld Betrag Vorjahr
soep-is,p,plc0156,Transition Money,Uebergangsgeld etc.
soep-is,p,plc0157,Gross Amt. Of Early Rtiremnt Benefits,Uebergangsgeld Bruttobetrag
soep-is,p,plc0158,Early Retirement Benefit Prev. Yr,Ueberg.geld etc bezogen
soep-is,p,plc0159,Mths Early Retirement Benefit Prev. Yr,Ueberg.geld etc Monate
soep-is,p,plc0160,Gross Amt Early Retrmnt Benefit Prev. Yr,Ueberg.geld etc Betrag
soep-is,p,plc0169,Student Grant Jan-Dec Prev. Yr,"BAfoeG, Stipendium bezogen Vorjahr"
soep-is,p,plc0170,Mths Of Student Grant Prev. Yr,"BAfoeG, Stipendium Monate Vorjahr"
soep-is,p,plc0171,Gross Amount Of Student Grant,"BAfoeG, Stipendium Betrag Vorjahr"
soep-is,p,plc0172,"Alimony, Child Support From Ex-Partner",gesetzliche Unterhaltszahlung v. frueh Ehepartn bez. Vorjahr
soep-is,p,plc0173,"Mths Of Alimony, Child Support Prev. Yr",gesetzliche Unterhaltszahlung v. frueh Ehepartn Monate Vorjahr
soep-is,p,plc0174,"Gross Amt. Alimony, C Support Prev Year",gesetzliche Unterhaltszahlung v. frueh Ehepartn Betrag Vorjahr
soep-is,p,plc0185,Alimony Spousal/Child Support Prev. Year,"Ehegatten-, Kindes-, Betreuungsunterhalt bezogen Vorjahr"
soep-is,p,plc0186,Months Alimony Spousal/Child Support Prev. Year,"Ehegatten-, Kindes-, Betreuungsunt. Anzahl Monate Vorjahr"
soep-is,p,plc0187,Gross Amount Alimony Spousal/Child Support Prev. Year,"Ehegatten-, Kindes-, Betreuungsunterhalt Betrag Vorjahr"
soep-is,p,plc0188,Alimony From Maintenance Advance Fund Prev. Year,Unterhalt aus Unterhaltsvorschusskassen bezogen Vorjahr
soep-is,p,plc0189,Months Alimony From Maintenance Advance Fund Prev. Year,Unterhalt aus Unterhaltsvorschusskassen Anz. Monate Vorjahr
soep-is,p,plc0190,Gross Amount Alimony From Maintenance Advance Fund Prev. Year,Unterhalt aus Unterhaltsvorschusskassen Betrag Vorjahr
soep-is,p,plc0198,Gross Amount Of Income-Persons Not In HH,Unterstuetzung ausserhalb des HH Betrag Vorjahr
soep-is,p,plc0204,Income-Prsons Not In HH Jan-Dec Prev. Yr,Unterstuetzung ausserhalb des HH bezogen Vorjahr
soep-is,p,plc0205,Mths Of Income-Prsons Not In HH Prev. Yr,Unterstuetzung ausserhalb des HH Monate Vorjahr
soep-is,p,plc0220,Amt. Miner Pension-Self,Betrag Knappschaft A
soep-is,p,plc0223,Amt. Pension payments (EUR),Betrag Renten versich. Arb. u. Angest. A
soep-is,p,plc0224,Amt. Farmer Pension-Self,Betrag Altershilfe der Landwirte A
soep-is,p,plc0226,Company Pension,Betriebsrente etc.
soep-is,p,plc0227,Gross Amt Of Company Pension,Betriebsrente Bruttobetrag pro Monat
soep-is,p,plc0228,"Gross Amt. O-Age, Invlid Pension Prv. Yr",Altersrente etc Betrag
soep-is,p,plc0229,Company Pension  Jan-Dec Prv. Yr,Betriebsrente etc bezogen
soep-is,p,plc0230,Mths Of Company Pension Prev. Yr,Betriebsrente etc Monate
soep-is,p,plc0231,Gross Amt Company Pension Prv. Yr,Betriebsrente etc Betrag
soep-is,p,plc0234,"Old-Age,Invalid Pension Jan-Dec Prev. Yr",Altersrente etc bezogen Vorjahr
soep-is,p,plc0235,"Mths Of Old-Age,Invalid Pension Prev. Yr",Altersrente etc Monate Vorjahr
soep-is,p,plc0236,Amt. Civil Servant Pension-Self,Altersrente Beamtenversorgung (in EURO)
soep-is,p,plc0238,Amt. Supp. Civil Servant Pension-Self,Altersrente Zusatzversorgung oeffentlicher Dienst (in EURO)
soep-is,p,plc0240,Amt. Company Pension-Self,Altersrente betriebliche Altersversorgung (in EURO)
soep-is,p,plc0242,Amt. Private Pension-Self,private Altersrente (in EURO)
soep-is,p,plc0243,Amt. Worker Accident Pension-Self,Altersrente Unfallversicherung (in EURO)
soep-is,p,plc0245,Amt. War Victim Pension-Self,Altersrente Kriegsopferversorgung (in EURO)
soep-is,p,plc0247,Amt. War Victim Pension-Dependent,Witwenrente Kriegsopferversorgung (in EURO)
soep-is,p,plc0249,Amt. Other Pension-Self,Altersrente sonstige (in EURO)
soep-is,p,plc0251,"Old-Age,Invalid Pension, Total Item Nonresponse",Altersrente - Gesamt k.A.
soep-is,p,plc0252,Private Pension,Rente aus priv. Vers.
soep-is,p,plc0253,Gross Amt Of Private Pension,Rente aus priv. Vers. Bruttobetrag
soep-is,p,plc0254,Private Pension Jan-Dec Prv. Yr,Rente aus einer privaten Versicherung bezogen
soep-is,p,plc0255,Mths Of Private Pension Prev. Yr,Rente aus einer privaten Versicherung Monate
soep-is,p,plc0256,Gross Amt Private Pension Prv. Yr,Rente aus einer privaten Versicherung Betrag
soep-is,p,plc0268,Amt. Miner Pension-Dependent,Betrag Knappschaft B
soep-is,p,plc0272,"Gross Amt Widow-Er,Orphan Benft Prv. Yr",Witwenrente etc Betrag
soep-is,p,plc0275,"Widow-Er, Orphan Benefit Jan-Dec Prv. Yr",Witwenrente etc bezogen Vorjahr
soep-is,p,plc0276,"Mths Of Widow-Er,Orphan Benefit Prev. Yr",Witwenrente etc Monate Vorjahr
soep-is,p,plc0278,Amt. Widow's Pension (compulsory EUR),Witwenrente gesetzliche Rentenversicherung (in EURO)
soep-is,p,plc0279,Amt. Civil Servant Pension-Dependent,Witwenrente Beamtenversorgung (in EURO)
soep-is,p,plc0281,Amt. Supp. Civil Servant Pension-Dependent,Witwenrente Zusatzversorgung oeffentlicher Dienst (in EURO)
soep-is,p,plc0283,Amt. Company Pension-Dependent,Witwenrente betriebliche Altersversorgung (in EURO)
soep-is,p,plc0285,Amt. Private Pension-Dependent,private Witwenrente (in EURO)
soep-is,p,plc0286,Amt. Worker Accident Pension-Dependent,Witwenrente Unfallversicherung (in EURO)
soep-is,p,plc0288,Amt. Other Pension-Dependent,Witwenrente sonstige (in EURO)
soep-is,p,plc0290,"Widow-Er,Orphan Benefit, Total Item Nonresponse",Witwenrente - Gesamt k.A.
soep-is,p,plc0306,Employer Pays Social Security Benefits,Sozialversicherte Taetigk.
soep-is,p,plc0307,Provision For Old Age,Aufbau priv. Altersvorsorge
soep-is,p,plc0308,Support Yourself On Stat. Pension,Lebensunterhalt mit gesetzl. Rente
soep-is,p,plc0309,Contribute More To Private Pension,Privatvorsorge wenn staatl. Zuschuesse
soep-is,p,plc0310,Importance Of State Contributions,Wichtigkeit staatl. Zuschuesse Privatvors.
soep-is,p,plc0311,Already retired,Bereits in Rente
soep-is,p,plc0312,Support Yourself On Stat. Pension Only,Lebensunterhalt nur mit gesetzl. Rente
soep-is,p,plc0313,Riester-Pension Since 2002,Abschluss Riester-Rente seit 2002
soep-is,p,plc0314,CAPI Total Value Of Tangible Assets Do Not Know,CAPI Gesamtwert weiss nicht
soep-is,p,plc0315,Savings Building Society,Bausparvertrag
soep-is,p,plc0316,Value Of Savings Building Society,Wert Bausparvertrag
soep-is,p,plc0317,CAPI Value Of Savings Building Society Over 10.000 EURO,CAPI Wert Bausparen ueber 10.000 EURO
soep-is,p,plc0318,CAPI Value Of Savings Building Society Over 50.000 EURO,CAPI Wert Bausparen ueber 50.000 EURO
soep-is,p,plc0319,CAPI Value Of Savings Building Society Over 5.000 EURO,CAPI Wert Bausparen ueber 5.000 EURO
soep-is,p,plc0326,CAPI Value Of Financial Assets Do Not Know,CAPI Wert Geldanlagen weiss nicht
soep-is,p,plc0327,CAPI Cash Surrender Value Do Not Know,CAPI Rueckkaufwert weiss nicht
soep-is,p,plc0328,Financial Assets,Geldanlagen
soep-is,p,plc0329,Value Of Financial Assets,Wert der Geldanlagen
soep-is,p,plc0330,CAPI Value Of Financial Assets Over 20.000 EURO,CAPI Wert Geldanlagen ueber 20.000 EURO
soep-is,p,plc0331,CAPI Value Of Financial Assets Over 100.000 EURO,CAPI Wert Geldanlagen ueber 100.000 EURO
soep-is,p,plc0332,CAPI Value Of Financial Assets Over 5.000 EURO,CAPI Wert Geldanlagen ueber 5.000 EURO
soep-is,p,plc0333,Sole Owner Financial Assets,Alleiniger Eigentuemer Geldanlagen
soep-is,p,plc0334,Share Of Financial Assets,Eigentumsanteil Geldanlagen
soep-is,p,plc0335,Cash Surrender Value Of Policies,Rueckkaufwert Vers. o. Geldanlagen
soep-is,p,plc0336,CAPI Cash Surrender Value Over 20.000 EURO,CAPI Rueckkaufwert ueber 20.000 EURO
soep-is,p,plc0337,CAPI Cash Surrender Value Over 100.000 EURO,CAPI Rueckkaufwert ueber 100.000 EURO
soep-is,p,plc0338,CAPI Cash Surrender Value Over 20.000 EURO,CAPI Rueckkaufwert ueber 5.000 EURO
soep-is,p,plc0339,CAPI Market Value NA Own House/Flat,CAPI Verkehrswert k.A. eig. Haus/Wohnung
soep-is,p,plc0340,CAPI Verkehrswert NA Other Real Estate,CAPI Verkehrswert k.A. sonst. Immobil.
soep-is,p,plc0341,CAPI Enterprise Value Do Not Know,CAPI Vermoegenswert weiss nicht
soep-is,p,plc0342,"Owner Of House, Apartment","Eigentuemer Haus, Wohnung"
soep-is,p,plc0343,"Value Of House, Apartment","Verkaufswert Haus, Wohnung"
soep-is,p,plc0344,CAPI Market Value Over 200.000 EURO,CAPI Verkehrswert ueber 200.000 EURO
soep-is,p,plc0345,CAPI Market Value Over 400.000 EURO,CAPI Verkehrswert ueber 400.000 EURO
soep-is,p,plc0346,CAPI Market Value Over 100.000 EURO,CAPI Verkehrswert ueber 100.000 EURO
soep-is,p,plc0347,"Sole Owner House, Apartment","Alleiniger Eigentuemer Haus, Wohnung"
soep-is,p,plc0348,"Share Of House, Apartment","Eigentumsanteil Haus, Wohnung"
soep-is,p,plc0349,Another House Or Property,"Sonstiger Haus-, Grundbesitz"
soep-is,p,plc0350,"House, Apartment Not Used By Yourself","Haus, Wohnung nicht selbst genutzt"
soep-is,p,plc0351,"Multiple Family House, Apartment House","Mehrfamilien-, Mietshaus"
soep-is,p,plc0352,"Holiday Home, Weekend Home","Ferien-, Wochendwohnung"
soep-is,p,plc0353,Undeveloped Land,Unbebautes Grundstueck
soep-is,p,plc0354,Other Property,Sonstige Immobilie
soep-is,p,plc0356,Number Of This Type Of Property,Anzahl solcher Immobilien
soep-is,p,plc0357,Value Of Property,Verkaufswert Immoblienbesitz
soep-is,p,plc0358,CAPI Market Value Over 150.000 EURO,CAPI Verkehrswert ueber 150.000 EURO
soep-is,p,plc0359,CAPI Market Value Over 500.000 EURO,CAPI Verkehrswert ueber 500.000 EURO
soep-is,p,plc0360,CAPI Market Value Over 20.000 EURO,CAPI Verkehrswert ueber 20.000 EURO
soep-is,p,plc0361,"Sole Owner House, Apartment",Alleiniger Eigentuemer Immobilie
soep-is,p,plc0362,Share Of Property,Eigentumsanteil Immobilie
soep-is,p,plc0363,"Possess Life Insurance, Private Pension, etc.","Besitz v. Lebens-, Rentenvers. etc."
soep-is,p,plc0364,"Owner Of, Involved In Commercial Enterprise",Eigentum o. Beteiligung an gewerbl. Betrieb
soep-is,p,plc0365,"Sole Owner, Co-owner Of Commercial Enterprise",Alleiniger o. beteiligter Unternehmer
soep-is,p,plc0366,"Value Of Comm. Enterprise, Share Of","Vermoegenswert Betrieb, Beteiligung"
soep-is,p,plc0367,CAPI Enterprise Value Over 50.000 EURO,CAPI Vermoegenswert ueber 50.000 EURO
soep-is,p,plc0368,CAPI Enterprise Value Over 500.000 EURO,CAPI Vermoegenswert ueber 500.000 EURO
soep-is,p,plc0369,CAPI Enterprise Value Over 5.000 EURO,CAPI Vermoegenswert ueber 5.000 EURO
soep-is,p,plc0370,Tangible Assets,Sachvermoegen
soep-is,p,plc0371,Total Value Of Tangible Assets,Gesamtwert Sachvermoegen
soep-is,p,plc0372,CAPI Value Tangible Assets Over 20.000 EURO,CAPI Gesamtwert ueber 20.000 EURO
soep-is,p,plc0373,CAPI Value Tangible Assets Over 100.000 EURO,CAPI Gesamtwert ueber 100.000 EURO
soep-is,p,plc0374,CAPI Value Tangible Assets Over 5.000 EURO,CAPI Gesamtwert ueber 5.000 EURO
soep-is,p,plc0375,Have Received Inheritance Or Gift,Erbschaft
soep-is,p,plc0376,Year Of Inheritance A,Jahr Erbschaft 1. Person
soep-is,p,plc0377,Inheritance Or Gift A,Erbschaft oder Schenkung 1. Person
soep-is,p,plc0378,"House, Land A",Haus-Grundbesitz Erbschaft 1. Person
soep-is,p,plc0379,Securities A,Wertpapiere Erbschaft 1. Person
soep-is,p,plc0380,"Cash, Bank Deposits A",Bargeld-Bankguthaben Erbschaft 1.Person
soep-is,p,plc0381,"Shares, Company Ownership A","Unternehmensbesitz, -beteiligung Erbschaft 1.P."
soep-is,p,plc0382,Other Wealth Or Gift A,"Sonstige Vermoegenswerte,Sachgesch. Erbschaft 1.P"
soep-is,p,plc0383,Value Of Inheritance Or Gift A At Time,Betrag Erbschaft 1.Person
soep-is,p,plc0384,Value Of Inheritance Or Gift A Unknown,Weiss nicht Betrag Erbschaft 1. Person
soep-is,p,plc0385,From Whom Inheritance Or Gift A,Von wem geerbt 1.Erbe
soep-is,p,plc0386,Year Of Inheritance B,Jahr Erbschaft 2. Person
soep-is,p,plc0387,Inheritance Or Gift B,Erbschaft oder Schenkung 2. Person
soep-is,p,plc0388,"House, Land B",Haus-Grundbesitz Erbschaft 2.Person
soep-is,p,plc0389,Securities B,Wertpapiere Erbschaft 2.Person
soep-is,p,plc0390,"Cash, Bank Deposits B",Bargeld-Bankguthaben Erbschaft 2.Person
soep-is,p,plc0392,Other Wealth Or Gift B,"Sonstige Vermoegenswerte,Sachgesch. Erbschaft 2.P."
soep-is,p,plc0393,Value Of Inheritance Or Gift B At Time,Betrag Erbschaft 2.Person
soep-is,p,plc0394,Value Of Inheritance Or Gift B Unknown,Weiss nicht Betrag Erbschaft 2.Person
soep-is,p,plc0395,From Whom Inheritance Or Gift B,Von wem geerbt 2.Erbe
soep-is,p,plc0396,Year Of Inheritance C,Jahr Erbschaft 3. Person
soep-is,p,plc0397,Inheritance Or Gift C,Erbschaft oder Schenkung 3. Person
soep-is,p,plc0398,"House, Land C",Haus-Grundbesitz Erbschaft 3.Person
soep-is,p,plc0399,Securities C,Wertpapiere Erbschaft 3.Person
soep-is,p,plc0400,"Cash, Bank Deposits C",Bargeld-Bankguthaben Erbschaft 3.Person
soep-is,p,plc0402,Other Wealth Or Gift C,"Sonstige Vermoegenswerte,Sachgesch. Erbschaft 3.P"
soep-is,p,plc0403,Value Of Inheritance Or Gift C At Time,Betrag Erbschaft 3. Person
soep-is,p,plc0405,From Whom Inheritance Or Gift C,Von wem geerbt
soep-is,p,plc0406,Inheritance Or Gift In The Future,Erbschaft in der Zukunft
soep-is,p,plc0407,Value Of Future Inheritance Or Gift,Betrag zukuenftige Erbschaft
soep-is,p,plc0408,CAPI Remaining Debt NA Own House/Flat,CAPI Restschuld k.A. eig. Haus/Wohnung
soep-is,p,plc0409,CAPI Remaining Debt NA Other Real Estate,CAPI Restschuld k.A. sonst. Immobil.
soep-is,p,plc0410,CAPI Remaining Debt NA Other Loan,CAPI Restschuld k.A. sonst. Kredit
soep-is,p,plc0411,"Financial Burden Of House, Apartment","Restschuld Haus, Wohnung"
soep-is,p,plc0412,CAPI Burden Over 50.000 EURO,CAPI Restschuld ueber 50.000 EURO
