study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2016-f,Q289,psach02,9898,EURO,,Euros,,int,,,psach02,,,,,,,,
soep-is,soep-is-2016-f,Q289,psach02_2,9898,Weiß nicht,,I don't know,,bin,,,psach02_2,,,,,,,,
soep-is,soep-is-2016-f,Q290,,,"Bei einer Vermögensbilanz müssen auch eventuelle Schulden berücksichtigt werden. Einmal abgesehen von Hypotheken für Haus- und Grundbesitz oder Baudarlehen: Haben Sie zurzeit noch Schulden aus Krediten, die Sie persönlich bei einer Bank, einer sonstigen Einrichtung oder einer Privatperson aufgenommen haben, und für die Sie privat haften?",Ohne Hypotheken und Baudarlehen! Mehrfachnennung möglich!,"A financial statement also includes debts and liabilities. Leaving aside any mortgages on homes and property or building loans: Do you currently owe money on loans that were granted to you personally by a bank, other institution or individual for which you personally are liable?",Do not consider mortgages and building loans! Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q290,pkred01_1,,"Ja, Kredit zur Finanzierung einer Ausbildung / BAföG",,"Yes, a credit to finance education",,bin,,,pkred01_1,,,,,,,,
soep-is,soep-is-2016-f,Q290,pkred01_2,,"Ja, anderer Kredit",,"Yes, another credit",,bin,,,pkred01_2,,,,,,,,
soep-is,soep-is-2016-f,Q290,pkred01_3,,Nein,,No,,bin,,,pkred01_3,,,,,,,,
soep-is,soep-is-2016-f,Q290,pkred01_09,,Keine Angabe,,No answer,,bin,,,pkred01_09,,,,,,,,
soep-is,soep-is-2016-f,Q291,pkred02a,9900,"Ist der bis jetzt angesammelte Betrag des Ausbildungskredits, bzw. sind die Restschulden, die Sie noch zurückzahlen müssen, höher als 10.000 EURO oder geringer?",,"Is the current value of the credit for education respectively the remaining debt you have to pay back more or less than 10,000 euros?",,cat,2256+16,,pkred02a,,,,,,,,
soep-is,soep-is-2016-f,Q292,pkred02b,9901,"Ist der bis jetzt angesammelte Betrag des Ausbildungskredits, bzw. sind die Restschulden höher als 50.000 EURO oder geringer?",,"Is the current value of the credit for education respectively the remaining debt you have to pay back more or less than 50,000 euros?",,cat,2257+16,,pkred02b,,,,,,,,
soep-is,soep-is-2016-f,Q293,pkred02c,9902,"Ist der bis jetzt angesammelte Betrag des Ausbildungskredits, bzw. sind die Restschulden höher als 5.000 EURO oder geringer?",,"Is the current value of the credit for education respectively the remaining debt you have to pay back more or less than 5,000 euros?",,cat,2258+16,,pkred02c,,,,,,,,
soep-is,soep-is-2016-f,Q294,,9903,"Können Sie den bis jetzt angesammelten Betrag des Ausbildungskredits, bzw. den Kreditbetrag, den Sie noch zurückzahlen müssen, genauer angeben? Wie hoch sind die Restschulden etwa?","Betrag ist, laut den vorherigen Angaben [über/unter] [Betrag] EURO!",Can you estimate the current value of the credit for education more accurately? This refers to remaining debts you still have to pay back. What's the total amount?,The value (according to statements before) is [more/less than] [value] euros!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q294,pkred02,9903,Euro,,Euros,,int,,,pkred02,,,,,,,,
soep-is,soep-is-2016-f,Q294,pkred02_2,9903,Weiß nicht,,I don't know,,bin,,,pkred02_2,,,,,,,,
soep-is,soep-is-2016-f,Q295,prest02a,9904,"Sind die Restschulden aus anderen Krediten, die Sie noch zurückzahlen müssen, höher als 10.000 EURO oder geringer?",,"Are the remaining debts from other credits which you have to pay back more or less than 10,000 euros?",,cat,2256+16,,prest02a,,,,,,,,
soep-is,soep-is-2016-f,Q296,prest02b,9905,Sind die Restschulden aus anderen Krediten höher als 50.000 EURO oder geringer?,,"Are the remaining debts from other credits which you have to pay back more or less than 50,000 euros?",,cat,2257+16,,prest02b,,,,,,,,
soep-is,soep-is-2016-f,Q297,prest02c,9906,Sind die Restschulden aus anderen Krediten höher als 5.000 EURO oder geringer?,,"Are the remaining debts from other credits which you have to pay back more or less than 5,000 euros?",,cat,2258+16,,prest02c,,,,,,,,
soep-is,soep-is-2016-f,Q298,,9907,"Können Sie den Kreditbetrag, den Sie noch zurückzahlen müssen, genauer angeben? Wie hoch sind die Restschulden aus anderen Krediten etwa?","Betrag ist, laut den vorherigen Angaben [über/unter] [Betrag] EURO!",Can you estimate the current value of the credit more accurately? This refers to remaining debts you still have to pay back. What's the total amount?,The value (according to statements before) is [more/less than] [value] euros!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q298,prest02,9907,Euro,,Euros,,int,,,prest02,,,,,,,,
soep-is,soep-is-2016-f,Q298,prest02_2,9907,Weiß nicht,,I don't know,,bin,,,prest02_2,,,,,,,,
soep-is,soep-is-2016-f,Q299a,,,Nehmen Sie in der Regel für Ihre Einkommensteuererklärung eine oder mehrere der folgenden Hilfen in Anspruch?,Mehrfachnennungen möglich!,Do you normally use one or more of the following assistance to file your income tax declaration?,Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q299a,pt21_1,,Steuerberater/in,,Tax consultant,,bin,,,pt21_1,,,,,,,,
soep-is,soep-is-2016-f,Q299a,pt21_2,,Lohnsteuerhilfeverein,,An association for assistance on income tax declarations,,bin,,,pt21_2,,,,,,,,
soep-is,soep-is-2016-f,Q299a,pt21_3,,Steuersoftware,,Software for income tax declarations,,bin,,,pt21_3,,,,,,,,
soep-is,soep-is-2016-f,Q299a,pt21_4,,"Nein, nichts davon",,"No, none of the above",,bin,,,pt21_4,,,,,,,,
soep-is,soep-is-2016-f,Q299a,pt21_9,,Keine Angabe,,No answer,,bin,,,pt21_9,,,,,,,,
soep-is,soep-is-2016-f,Q299,p7tag,1456,"Haben Sie während der letzten 7 Tage irgendeine bezahlte Arbeit ausgeübt, auch wenn dies nur für eine Stunde oder für wenige Stunden war?","Bitte antworten Sie auch mit ""JA"", wenn Sie in den letzten sieben Tagen normalerweise gearbeitet hätten, aber wegen Urlaub, Krankheit, schlechtem Wetter oder anderen Gründen zeitweise abwesend waren.","Have you been engaged in paid work during the last 7 days,
even if this work was only for an hour or just a few hours?","Please answer yes also if you normally would have worked in the last seven days,
but because of holidays, sickness, bad weather, or other reasons did not do so.",cat,1+453,,p7tag,,,,,,,,
soep-is,soep-is-2016-f,Q300,perz,9909,Sind Sie zur Zeit in der gesetzlich geregelten „Elternzeit“?,,Are you currently on legislatively regulated parental leave (“Elternzeit”)?,,cat,2268+16,,perz,,,,,,,,
soep-is,soep-is-2016-f,Q301,pab1,9910,"Haben Sie nach dem 31. Dezember 2014 eine Schule, eine Berufsausbildung oder ein Hochschulstudium beendet?",Gemeint ist auch ein höherer akademischer Abschluss!,Did you finish a vocational training or a university degree after 31st of December 2014?,This also includes advanced academic degrees!,cat,1+16,,pab1,,,,,,,,
soep-is,soep-is-2016-f,Q302,,9911,Wann war das?,"Befragungsmonat ist [akueller Monat] / [2016], Angabe darf kein späteres Datum ergeben!",When did you finish?,"Survey month is [display current month] / [2016], no specification shall result in a later date",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q302,pab2,9911,"2015, Monat",,"2015, in month:",,int,,,pab2,,,,,,,,
soep-is,soep-is-2016-f,Q302,pab3,9911,"2016, Monat",,"2016, in month:",,int,,,pab3,,,,,,,,
soep-is,soep-is-2016-f,Q303,pab4,1844,Haben Sie diese Ausbildung mit einem Abschluss beendet?,,Did you complete this education period with a graduation?,,cat,1+16,,pab4,,,,,,,,
soep-is,soep-is-2016-f,Q304,pab4a,1845,Haben Sie diesen Abschluss in Deutschland oder in einem anderen Land gemacht?,,Did you do this graduation in Germany or another country?,,cat,504+16,,pab4a,,,,,,,,
soep-is,soep-is-2016-f,Q305,pab,,Um was für einen Bildungsabschluss handelt es sich?,Bitte Liste 305 vorlegen!,What type of a degree/certificate/diploma did you obtain?,Please show list 305!,cat,730+16,,pab,,,,,,,,
soep-is,soep-is-2016-f,Q306,pab5,,Um was für einen allgemeinbildenden Schulabschluss handelt es sich?,Liste 305 liegt vor!,What type of general-education school leaving certificate did you obtain?,List 305 is available!,cat,Q306,,pab5,,,,,,,,
soep-is,soep-is-2016-f,Q3061,pab5so,,und zwar:,,please state:,,chr,,,pab5so,,,,,,,,
soep-is,soep-is-2016-f,Q307,pab6,9914,Um was für einen Hochschulabschluss handelt es sich?,Liste 305 liegt vor!,What type of university degree did you receive?,List 305 is available!,cat,Q307,,pab6,,,,,,,,
soep-is,soep-is-2016-f,Q308,lsab_xx,,Besitzen Sie einen Schulabschluss?,,Do you hold a school leaving certificate?,,cat,61+16,,lsab_xx,,,,,,,,
soep-is,soep-is-2016-f,Q309,lsab3,554,In welchem Land haben Sie Ihren Schulabschluss erworben? War das...,,In which country did you receive your school leaving certificate?,,cat,62+16,,lsab3,,,,,,,,
soep-is,soep-is-2016-f,Q310,lsab7_xx2,9915,Welchen Schulabschluss haben Sie?,Bitte Liste 310 vorlegen!,What type of school leaving certificate did you receive?,Please show list 310!,cat,2271+,,lsab7_xx2,,,,,,,,
soep-is,soep-is-2016-f,Q311,lsab7_xx3,8808,Welchen Schulabschluss haben Sie?,,What type of school leaving certificate did you receive?,,cat,64+16,,lsab7_xx3,,,,,,,,
soep-is,soep-is-2016-f,Q312,lsab9,230,Bitte nennen Sie mir den anderen Schulabschluss.,,Please state the other school-leaving certificate.,,chr,,,lsab9,,,,,,,,
soep-is,soep-is-2016-f,Q313,lsab5,231,Welchen Schulabschluss haben Sie?,,What type of school leaving certificate did you receive?,,cat,65+16,,lsab5,,,,,,,,
soep-is,soep-is-2016-f,Q314,,232,In welchem Jahr haben Sie zuletzt die Schule besucht?,,What year did you last attend school?,,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q314,lsab1,232,Jahr,,Year,,int,,,lsab1,,,,,,,,
soep-is,soep-is-2016-f,Q315,lab01,233,Haben Sie eine Berufsausbildung oder ein Studium abgeschlossen?,,Did you complete vocational training or a university degree?,,cat,1+16,,lab01,,,,,,,,
soep-is,soep-is-2016-f,Q316,,,Was für ein Ausbildungs- oder Studiumsabschluss ist das?,"Mehrfachnennung möglich!

Bitte Liste 316 vorlegen!",What type of vocational training or university degree did you receive?,Multiple answers possible! Please show list 316!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab02=1,,Lehre,,Apprenticeship,,bin,,,lab02=1,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab02=2,,Facharbeiterabschluss,,Apprenticeship/Vocational training completed,,bin,,,lab02=2,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab03=1,,Berufsschule,,Vocational School (Berufsschule),,bin,,,lab03=1,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab03=3,,Handelsschule,,Commercial College,,bin,,,lab03=3,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab03=2,,Schule des Gesundheitswesens,,School of healthcare/public health,,bin,,,lab03=2,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab04,,"Fachschule, zum Beispiel Meister- oder Technikerschule",,Vocational school such as a school for master craftspeople or technical college,,bin,,,lab04,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab05,,Beamtenausbildung,,Civil servant training,,bin,,,lab05,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab06=2,,Berufsakademie,,College of advanced vocational studies,,bin,,,lab06=2,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab06=3,,Duales Studium,,Dual studies,,bin,,,lab06=3,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab06=1,,"Fachhochschule, früher auch Ingenieurschule, Lehrausbildung, DDR: Ingenieur- und Fachschulabschluss",,"University of applied science, engineer school, teacher education, GDR: Engineer and vocational school degree",,bin,,,lab06=1,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab07=3,,Technische Hochschule,,Technical university,,bin,,,lab07=3,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab07=4,,"Sonstige Hochschule, z.B. Kunst oder Musikhochschule",,"Other university, e.g. art academy or conservatoire",,bin,,,lab07=4,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab07=1,,Universität,,University,,bin,,,lab07=1,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab07=2,,Promotion \ Ph.D,,Doctorate / Ph.D,,bin,,,lab07=2,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab07=5,,Habilitation,,Post-doctoral dissertation (Habilitation),,bin,,,lab07=5,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab08,,Sonstiger Abschluss,,Other degree,,bin,,,lab08,,,,,,,,
soep-is,soep-is-2016-f,Q316,lab08ka,,Keine Angabe,,No answer,,bin,,,lab08ka,,,,,,,,
soep-is,soep-is-2016-f,Q317,lab08x,9917,Bitte nennen Sie Ihren sonstigen Ausbildungsabschluss,,Please name your other vocational training or university degree.,,chr,,,lab08x,,,,,,,,
soep-is,soep-is-2016-f,Q318,paus1,558,"Sind Sie derzeit in Ausbildung? Das heißt: Besuchen Sie eine Schule oder Hochschule, einschließlich Promotion, machen Sie eine Berufsausbildung oder nehmen Sie an einem Weiterbildungslehrgang teil?",,"Are you currently enrolled in an educational or training program? In other words: are you in school or higher education, working on a doctors degree, completing vocational training, or taking part in further training?",,cat,1+16,,paus1,,,,,,,,
soep-is,soep-is-2016-f,Q319,paus,8811,Was für eine Ausbildung oder Weiterbildung ist das?,Bitte Liste 319 vorlegen!,What type of education or training are you pursuing?,Please show list 319!,cat,66+16,,paus,,,,,,,,
soep-is,soep-is-2016-f,Q320,paus2,8812,Um welche Art allgemeinbildende Schule handelt es sich?,Bitte Liste 320 vorlegen!,What kind of general education / secondary school is it?,Please show list 320!,cat,178+16,,paus2,,,,,,,,
soep-is,soep-is-2016-f,Title15,,9918,"Nun möchten wir uns mit Ihnen gerne über Tiere, genauer gesagt Füchse, unterhalten.",,"Now we would like to talk to you about animals, especially foxes.",,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q321,,,Welche der folgenden Aussagen treffen auf Sie zu?,Mehrfachnennung möglich!,Which of the following statements apply to you?,Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa011,,Meine Freizeit verbringe ich gerne in der Natur.,,I use to spend my leisure time outdoors.,,bin,,,imfa011,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa012,,Ich bin beruflich oft draußen unterwegs.,,I use to be outdoors in my professional life.,,bin,,,imfa012,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa013,,Ich bin Mitglied in einem Naturschutzverband.,,I am member of a nature conservation association.,,bin,,,imfa013,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa014,,Ich bin Mitglied in einem Tierschutzverband.,,I am member in an animal welfare / animal rights association.,,bin,,,imfa014,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa015,,Ich abonniere eine Zeitschrift oder einen Newsletter zum Thema Natur / Umwelt.,,I have a subscription to a magazine or newsletter on nature / environment.,,bin,,,imfa015,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa016,,Ich kenne mich mit unseren heimischen Arten gut aus.,,I know a lot about our native species.,,bin,,,imfa016,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa017,,Wildtiere interessieren mich nicht.,,I am not interested into wild animals.,,bin,,,imfa017,,,,,,,,
soep-is,soep-is-2016-f,Q321,imfa0ka,,Keine Angabe,,No answer,,bin,,,imfa0ka,,,,,,,,
soep-is,soep-is-2016-f,Q322,,,Haben Sie Haus- oder Nutztiere im eigenen Haushalt?,"Falls ja, geben Sie bitte die jeweiligen Tierarten an, die Sie besitzen!",Do you have pets or farm animals in your household?,"If so, please state the species of those which you own.",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q322,imfa02_xx1,,"Ja, und zwar...",,"Yes, in fact:",,bin,,,imfa02_xx1,,,,,,,,
soep-is,soep-is-2016-f,Q322,imfa02o,,,,,,chr,,,imfa02o,,,,,,,,
soep-is,soep-is-2016-f,Q322,imfa02_xx2,,Nein,,No,,bin,,,imfa02_xx2,,,,,,,,
soep-is,soep-is-2016-f,Q322,imfa02_xx3,,Keine Angabe,,No answer,,bin,,,imfa02_xx3,,,,,,,,
soep-is,soep-is-2016-f,Q323,imfa03,,Wie häufig sehen Sie wild lebende Füchse?,"Hiermit sind keine toten Füchse, die z.B. am Straßenrand liegen, gemeint.",How often do you see foxes in wildlife?,We do not refer to dead foxes which you might see at the roadside.,cat,649+16,,imfa03,,,,,,,,
soep-is,soep-is-2016-f,Q324,imfa04,,Wann sahen Sie das letzte Mal wild lebende Füchse?,"Hiermit sind keine toten Füchse, die z.B. am Straßenrand liegen, gemeint.",When did you see foxes in wildlife the last time?,We do not refer to dead foxes which you might see at the roadside.,cat,2272+16,,imfa04,,,,,,,,
soep-is,soep-is-2016-f,Q325,,,Wo sahen bzw. sehen Sie wild lebende Füchse?,"Hiermit sind keine toten Füchse, die z.B. am Straßenrand liegen, gemeint.
Mehrfachnennung möglich!",Where did respectively do you see foxes in wildlife?,"We do not refer to dead foxes which you might see at the roadside.
Multiple answers possible!",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa051,,Im eigenen Garten / Schrebergarten / Hof,,In my own garden / garden plot / yard,,bin,,,imfa051,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa052,,Auf dem Gelände des Kindergartens / der Schule meiner Kinder,,At the area of the kindergarten / school of my child(ren),,bin,,,imfa052,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa053,,In Parks / öffentlichen Grünanlagen,,In a park / public green area,,bin,,,imfa053,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa054,,Am Straßenrand / auf der Straße,,At the roadside / road,,bin,,,imfa054,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa055,,"Im Wald, Wiese oder Feld",,"In a forest, at a grassland or field",,bin,,,imfa055,,,,,,,,
soep-is,soep-is-2016-f,Q325,imfa05ka,,Keine Angabe,,No answer,,bin,,,imfa05ka,,,,,,,,
soep-is,soep-is-2016-f,Q326,,,Was sind die wichtigsten Informationsquellen für Ihr wissen über Füchse?,Mehrfachnennung möglich!,What are your most important sources of information and knowledge on foxes?,Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa061,,Märchen/Fabeln,,Fairy tales / fables,,bin,,,imfa061,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa062,,Schule,,School,,bin,,,imfa062,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa063,,Erzählung von Verwandten / Bekannten / Freunden,,Narration of relatives / acquaintances / friends,,bin,,,imfa063,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa064,,Fernsehen,,TV,,bin,,,imfa064,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa065,,Bücher / Zeitschriften,,Books / magazines,,bin,,,imfa065,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa066,,Internet,,Internet,,bin,,,imfa066,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa067,,"Sonstige, und zwar...",,"Other, namely ...",,bin,,,imfa067,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa068,,,,,,chr,,,imfa068,,,,,,,,
soep-is,soep-is-2016-f,Q326,imfa06ka,,Keine Angabe,,No answer,,bin,,,imfa06ka,,,,,,,,
soep-is,soep-is-2016-f,Q327,,,Was glauben Sie: Sind folgende Aussagen über Füchse wahr oder falsch?,,What do you believe: Are the following statements on foxes true or false?,,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0101,,Füchse können auf Bäume klettern.,,Foxes can climb trees.,,cat,2274+,,fb0101,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0102,,"In Deutschland besteht das Risiko, sich an wilden Füchsen mit Tollwut zu infizieren.",,In Germany wild foxes can infect people with canine madness.,,cat,2274+,,fb0102,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0103,,"Füchse sind sozial flexible Tiere, die sowohl in Paaren als auch in Gruppen leben können.",,Foxes are socially flexible animals which can live in couples as well as in groups.,,cat,2274+,,fb0103,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0104,,Wilde Füchse können mit bis zu 20 Jahren relativ alt werden.,,Wild foxes can become relatively old and live up to 20 years.,,cat,2274+,,fb0104,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0105,,Infektionen mit dem Fuchsbandwurm sind in Deutschland extrem selten.,,In Germany infections of the fox tapeworm are extremely rare.,,cat,2274+,,fb0105,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0106,,Jedes Jahr werden in Deutschland über eine halbe Million Füchse geschossen.,,"In Germany, every year half a million foxes are shot.",,cat,2274+,,fb0106,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0107,,Füchse in Städten wagen sich weniger nah an Menschen heran als „Landfüchse“.,,Foxes living in cities do risk less too get to close to people compared to foxes in rural regions.,,cat,2274+,,fb0107,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0108,,Bei Füchsen beteiligen sich beide Eltern an der Jungenaufzucht.,,"Both, female and male foxes care about breeding and rearing.",,cat,2274+,,fb0108,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0109,,In Deutschland infizieren sich jährlich 5-10 Menschen an der durch den Fuchs übertragenen Erkrankung morbus metum.,,"In Germany, every year about 5 to 10 people get infected by morbus metum, which is an illness spread by foxes.",,cat,2274+,,fb0109,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0110,,Füchse fressen regelmäßig Obst.,,Foxes regularly eat fruits.,,cat,2274+,,fb0110,,,,,,,,
soep-is,soep-is-2016-f,Q327,fb0111,,Ein Fuchs wiegt durchschnittlich etwa halb so viel wie ein Schäferhund,,On average a fox' weight is half of a German shepherd dog,,cat,2274+,,fb0111,,,,,,,,
soep-is,soep-is-2016-f,Q328,,,"Im Folgenden lese ich Ihnen eine Reihe von Aussagen vor. Bitte sagen Sie mir jeweils, inwieweit diese Aussagen Ihrer persönlichen Meinung nach zutreffen.","Antworten Sie bitte anhand einer Skala von 1 bis 7. 
Der Wert 1 bedeutet: „trifft überhaupt nicht zu“. 
Der Wert 7 bedeutet: „trifft voll zu“. 
Mit den Werten dazwischen können Sie Ihre Meinung abstufen. 
Bitte Liste 328 vorlegen!",I will now read out some statements. Please indicate how much you agree personally.,"Please answer using the following scale from 1 to 7, where 1 means “Does not apply at all” and 7 means “Fully applies”. You can weight your answer using the steps between 1 and 7. Please show list 328!",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc011,,Über einen Fuchs in meinem Garten / in der Nähe meines Wohnortes würde ich mich freuen.,,I would be glad about a fox in my garden / close to my home.,,cat,701+,,fc011,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc012,,Füchse sind gefährlich für Kinder.,,Foxes are dangerous for children.,,cat,701+,,fc012,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc013,,"Es macht mir große Freude, Füchse zu beobachten.",,I feel great pleasure to observe foxes.,,cat,701+,,fc013,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc014,,Füchse gehören zur Natur und zum Umfeld des Menschen und sollen dort leben dürfen.,,Foxes belong to the nature and environment of humans. Therefore they should be allowed to live there.,,cat,701+,,fc014,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc015,,Füchse in der Nähe von Siedlungen empfinde ich als störend.,,I consider foxes as disturbing when they are close to settlements.,,cat,701+,,fc015,,,,,,,,
soep-is,soep-is-2016-f,Q328,fc016,,Füchse sind potentielle Überträger von Krankheiten und haben in der Nähe des Menschen nichts verloren.,,Foxes are potential carriers of disease. They do not belong within close range of humans.,,cat,701+,,fc016,,,,,,,,
soep-is,soep-is-2016-f,Q329,,,Bitte schätzen Sie für die folgenden Krankheiten das Infektionsrisiko für Sie oder Ihr Haustier ein:,Bitte Liste 329 vorlegen!,Please guess the risk of infection for yourself or your pet:,Please show list 329!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc021,,Morbus metum,,Morbus metum,,cat,2275+,,fc021,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc022,,Tollwut,,Canine Madness,,cat,2275+,,fc022,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc023,,Fuchsbandwurm,,Fox tapeworm,,cat,2275+,,fc023,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc024,,Staupe,,Distemper,,cat,2275+,,fc024,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc025,,Maul- und Klauenseuche,,Aphthous fever,,cat,2275+,,fc025,,,,,,,,
soep-is,soep-is-2016-f,Q329,fc026,,Räude,,Scabies/Mange,,cat,2275+,,fc026,,,,,,,,
soep-is,soep-is-2016-f,Q330,,,Was denken Sie: für wen sind gesunde Füchse gefährlich?,Mehrfachnennung möglich!,What do you think: To whom do healthy foxes pose a threat?,Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc031,,Kleine Kinder,,Young Children,,bin,,,fc031,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc032,,Erwachsene,,Adults,,bin,,,fc032,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc033,,Hunde,,Dogs,,bin,,,fc033,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc034,,Katzen,,Cats,,bin,,,fc034,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc035,,Nagetiere,,Rodents,,bin,,,fc035,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc036,,Geflügel,,Fowl,,bin,,,fc036,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc037,,Weiß nicht,,I don't know,,bin,,,fc037,,,,,,,,
soep-is,soep-is-2016-f,Q330,fc03ka,,Keine Angabe,,No answer,,bin,,,fc03ka,,,,,,,,
soep-is,soep-is-2016-f,Q331,,,Wie haben Sie sich bei Ihrer letzten Fuchsbegegnung gefühlt?,"Mehrfachnennung möglich!
Bitte beziehen Sie sich hierbei auf Ihre letzte Begegnung mit einem wild lebenden Fuchs.",How did you feel during your last encounter with a fox?,"Multiple answers possible!

Please refer to your last encounter with a wild and living fox.",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc041,,Fasziniert,,Fascinated,,bin,,,fc041,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc042,,Neugierig,,Curious,,bin,,,fc042,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc043,,Erfreut,,Pleased,,bin,,,fc043,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc044,,Bedroht,,Threatened,,bin,,,fc044,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc045,,Belästigt,,Harassed,,bin,,,fc045,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc046,,Gestört,,Disturbed,,bin,,,fc046,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc047,,Gleichgültig,,Indifferent,,bin,,,fc047,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc048,,Weiß nicht,,I don't know,,bin,,,fc048,,,,,,,,
soep-is,soep-is-2016-f,Q331,fc04ka,,Keine Angabe,,No answer,,bin,,,fc04ka,,,,,,,,
soep-is,soep-is-2016-f,Q332,fc05_xx,,Wie sollte man Ihrer Meinung nach mit Fuchspopulationen umgehen?,,In your opinion: How should with populations of foxes be dealt with?,,cat,2276+16,,fc05_xx,,,,,,,,
soep-is,soep-is-2016-f,Title16,,9931,Vielen Dank für die Beantwortung der Fragen zu Füchsen. Kommen wir nun wieder zu einem anderen Thema.,,Thank you very much for answering the questions about foxes. We now start another topic.,,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q333,lal10a,8819,"Waren Sie in den letzten 10 Jahren, also von Anfang 2006 bis heute, irgendwann einmal beim Arbeitsamt arbeitslos gemeldet?",,"Have you been registered as unemployed at the employment office (Arbeitsamt) at any time in the last 10 years, that is, from the beginning of 2006 to today?",,cat,1+16,,lal10a,,,,,,,,
