input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego06,soep-is,p,2013,plh0217
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego07,soep-is,p,2013,plh0218
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego08,soep-is,p,2013,plh0219
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego09,soep-is,p,2013,plh0220
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego10,soep-is,p,2013,plh0221
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego11,soep-is,p,2013,plh0222
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego12,soep-is,p,2013,plh0223
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego13,soep-is,p,2013,plh0224
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego14,soep-is,p,2013,plh0225
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego15,soep-is,p,2013,plh0226
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pged,soep-is,p,2013,plh0253
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pimp,soep-is,p,2013,plh0254
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego16,soep-is,p,2013,plh0255
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pschl1,soep-is,p,2013,pli0059
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pschl2,soep-is,p,2013,pli0060
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz1,soep-is,p,2013,pli0090
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz2,soep-is,p,2013,pli0091
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz3,soep-is,p,2013,pli0092
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz4,soep-is,p,2013,pli0093
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz5,soep-is,p,2013,pli0094
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz6,soep-is,p,2013,pli0095
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz7,soep-is,p,2013,pli0096
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz8,soep-is,p,2013,pli0097
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz9,soep-is,p,2013,pli0098
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lpnatnr,soep-is,p,2013,plj0025
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdatm,soep-is,p,2013,pmonin
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstlohn1,soep-is,p,2013,pstlohn1
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstlohn2,soep-is,p,2013,pstlohn2
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdatt,soep-is,p,2013,ptagin
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf17,soep-is,p,2013,pzuf17
soep-is,Personen&Lebenslauf_2013_IS_A,2013,stichu,soep-is,p,2013,sample1
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnr,soep-is,p,2014,hlk0005
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pintnr,soep-is,p,2014,intid
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdatj,soep-is,p,2014,iyear
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef5,soep-is,p,2014,pgef5
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef6,soep-is,p,2014,pgef6
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef7,soep-is,p,2014,pgef7
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgestlohn1,soep-is,p,2014,pgestlohn1
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgestlohn2,soep-is,p,2014,pgestlohn2
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pform,soep-is,p,2014,pinta
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs111,soep-is,p,2014,pla0012
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs113,soep-is,p,2014,pla0013
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs112,soep-is,p,2014,pla0014
soep-is,Personen&Lebenslauf_2013_IS_A,2013,p7tag,soep-is,p,2014,plb0018
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perz,soep-is,p,2014,plb0019
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perw,soep-is,p,2014,plb0022
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr4,soep-is,p,2014,plb0024
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pseitm,soep-is,p,2014,plb0035
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pseitj,soep-is,p,2014,plb0036
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbefr1,soep-is,p,2014,plb0037
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbefr2,soep-is,p,2014,plb0038
soep-is,Personen&Lebenslauf_2013_IS_A,2013,poed,soep-is,p,2014,plb0040
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzaf,soep-is,p,2014,plb0041
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgesunt,soep-is,p,2014,plb0049
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstell,soep-is,p,2014,plb0057
soep-is,Personen&Lebenslauf_2013_IS_A,2013,parb,soep-is,p,2014,plb0058
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstell,soep-is,p,2014,plb0058
soep-is,notdirectlydelivered2013a,2013,q254,soep-is,p,2014,plb0059
soep-is,Personen&Lebenslauf_2013_IS_A,2013,psst1,soep-is,p,2014,plb0059
soep-is,notdirectlydelivered2013a,2013,q254,soep-is,p,2014,plb0060
soep-is,Personen&Lebenslauf_2013_IS_A,2013,psst2,soep-is,p,2014,plb0060
soep-is,notdirectlydelivered2013a,2013,q254,soep-is,p,2014,plb0061
soep-is,Personen&Lebenslauf_2013_IS_A,2013,psst3,soep-is,p,2014,plb0061
soep-is,Personen&Lebenslauf_2013_IS_A,2013,psst4,soep-is,p,2014,plb0062
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pazubi,soep-is,p,2014,plb0063
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstell,soep-is,p,2014,plb0063
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pang,soep-is,p,2014,plb0064
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstell,soep-is,p,2014,plb0064
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pamt,soep-is,p,2014,plb0065
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstell,soep-is,p,2014,plb0066
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pberka,soep-is,p,2014,plb0066
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pvor1,soep-is,p,2014,plb0067
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz08,soep-is,p,2014,plb0176
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz09,soep-is,p,2014,plb0185
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz10,soep-is,p,2014,plb0186
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz11,soep-is,p,2014,plb0187
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz12,soep-is,p,2014,plb0188
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz15,soep-is,p,2014,plb0216
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz16,soep-is,p,2014,plb0217
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz17,soep-is,p,2014,plb0218
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz18,soep-is,p,2014,plb0219
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pend1,soep-is,p,2014,plb0282
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pend2,soep-is,p,2014,plb0298
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pend3,soep-is,p,2014,plb0299
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pendka,soep-is,p,2014,plb0300
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pjobno,soep-is,p,2014,plb0393
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pjob01,soep-is,p,2014,plb0394
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnerw02,soep-is,p,2014,plb0417
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnerw09,soep-is,p,2014,plb0423
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnerw10,soep-is,p,2014,plb0424
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbrut,soep-is,p,2014,plc0013
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnett,soep-is,p,2014,plc0014
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pjob15,soep-is,p,2014,plc0062
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek09,soep-is,p,2014,plc0066
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek091,soep-is,p,2014,plc0067
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pekno,soep-is,p,2014,plc0116
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek03,soep-is,p,2014,plc0130
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek031,soep-is,p,2014,plc0131
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek04,soep-is,p,2014,plc0132
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek05,soep-is,p,2014,plc0133
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek051,soep-is,p,2014,plc0134
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek07,soep-is,p,2014,plc0152
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek071,soep-is,p,2014,plc0153
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek08,soep-is,p,2014,plc0167
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek081,soep-is,p,2014,plc0168
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek20,soep-is,p,2014,plc0177
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek201,soep-is,p,2014,plc0178
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek21,soep-is,p,2014,plc0179
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek211,soep-is,p,2014,plc0180
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek22,soep-is,p,2014,plc0181
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek221,soep-is,p,2014,plc0182
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek18,soep-is,p,2014,plc0183
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek181,soep-is,p,2014,plc0184
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek11,soep-is,p,2014,plc0202
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek111,soep-is,p,2014,plc0203
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek01,soep-is,p,2014,plc0232
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek011,soep-is,p,2014,plc0233
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek02,soep-is,p,2014,plc0273
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pek021,soep-is,p,2014,plc0274
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs141,soep-is,p,2014,pld0038
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs143,soep-is,p,2014,pld0039
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs142,soep-is,p,2014,pld0040
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbez06,soep-is,p,2014,pld0047
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pp2a,soep-is,p,2014,pld0133
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs011,soep-is,p,2014,pld0134
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs013,soep-is,p,2014,pld0135
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs012,soep-is,p,2014,pld0136
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs021,soep-is,p,2014,pld0137
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs023,soep-is,p,2014,pld0138
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs022,soep-is,p,2014,pld0139
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs061,soep-is,p,2014,pld0140
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs063,soep-is,p,2014,pld0141
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs062,soep-is,p,2014,pld0142
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs051,soep-is,p,2014,pld0143
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs053,soep-is,p,2014,pld0144
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs052,soep-is,p,2014,pld0145
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs071,soep-is,p,2014,pld0146
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs073,soep-is,p,2014,pld0147
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs072,soep-is,p,2014,pld0148
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs041,soep-is,p,2014,pld0149
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs043,soep-is,p,2014,pld0150
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs042,soep-is,p,2014,pld0151
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs031,soep-is,p,2014,pld0152
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs033,soep-is,p,2014,pld0153
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs032,soep-is,p,2014,pld0154
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs101,soep-is,p,2014,pld0155
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs103,soep-is,p,2014,pld0156
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs102,soep-is,p,2014,pld0158
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfsno,soep-is,p,2014,pld0159
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs081,soep-is,p,2014,pld0160
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs083,soep-is,p,2014,pld0161
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs082,soep-is,p,2014,pld0162
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs091,soep-is,p,2014,pld0163
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs093,soep-is,p,2014,pld0164
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs092,soep-is,p,2014,pld0165
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs121,soep-is,p,2014,pld0166
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs123,soep-is,p,2014,pld0167
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs122,soep-is,p,2014,pld0168
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs131,soep-is,p,2014,pld0169
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs133,soep-is,p,2014,pld0170
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfs132,soep-is,p,2014,pld0171
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pges02,soep-is,p,2014,ple0004
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pges01,soep-is,p,2014,ple0008
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr23,soep-is,p,2014,ple0011
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr7,soep-is,p,2014,ple0012
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr8,soep-is,p,2014,ple0013
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr9,soep-is,p,2014,ple0014
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr10,soep-is,p,2014,ple0015
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr11,soep-is,p,2014,ple0016
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr12,soep-is,p,2014,ple0017
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr13,soep-is,p,2014,ple0018
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr14,soep-is,p,2014,ple0019
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr15,soep-is,p,2014,ple0020
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr24,soep-is,p,2014,ple0021
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr25,soep-is,p,2014,ple0022
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr16,soep-is,p,2014,ple0023
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkrno,soep-is,p,2014,ple0024
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbeh1,soep-is,p,2014,ple0040
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbeh2,soep-is,p,2014,ple0041
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr5,soep-is,p,2014,ple0044
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr6,soep-is,p,2014,ple0046
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkr1,soep-is,p,2014,ple0053
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdr1,soep-is,p,2014,ple0072
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdr2,soep-is,p,2014,ple0073
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pkv01,soep-is,p,2014,ple0097
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus1,soep-is,p,2014,plg0012
soep-is,notdirectlydelivered2013a,2013,q217_1,soep-is,p,2014,plg0013
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus2,soep-is,p,2014,plg0013
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus3,soep-is,p,2014,plg0014
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus4,soep-is,p,2014,plg0016
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus5,soep-is,p,2014,plg0023
soep-is,Personen&Lebenslauf_2013_IS_A,2013,ppol1,soep-is,p,2014,plh0007
soep-is,Personen&Lebenslauf_2013_IS_A,2013,ppol2,soep-is,p,2014,plh0011
soep-is,Personen&Lebenslauf_2013_IS_A,2013,ppol3,soep-is,p,2014,plh0012
soep-is,Personen&Lebenslauf_2013_IS_A,2013,precht01,soep-is,p,2014,plh0137
soep-is,Personen&Lebenslauf_2013_IS_A,2013,precht04,soep-is,p,2014,plh0138
soep-is,Personen&Lebenslauf_2013_IS_A,2013,precht05,soep-is,p,2014,plh0139
soep-is,Personen&Lebenslauf_2013_IS_A,2013,precht03,soep-is,p,2014,plh0141
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf05,soep-is,p,2014,plh0161
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf01,soep-is,p,2014,plh0171
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf20,soep-is,p,2014,plh0172
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf02,soep-is,p,2014,plh0173
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf04,soep-is,p,2014,plh0175
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf07,soep-is,p,2014,plh0177
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf08,soep-is,p,2014,plh0178
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf13,soep-is,p,2014,plh0180
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzule1,soep-is,p,2014,plh0182
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzule2,soep-is,p,2014,plh0183
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef1,soep-is,p,2014,plh0184
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef2,soep-is,p,2014,plh0185
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef3,soep-is,p,2014,plh0186
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgef4,soep-is,p,2014,plh0187
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbez01,soep-is,p,2014,plh0192
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbez02,soep-is,p,2014,plh0193
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbez03,soep-is,p,2014,plh0194
soep-is,Personen&Lebenslauf_2013_IS_A,2013,prisk,soep-is,p,2014,plh0204
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego01,soep-is,p,2014,plh0212
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego02,soep-is,p,2014,plh0213
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego03,soep-is,p,2014,plh0214
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego04,soep-is,p,2014,plh0215
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego05,soep-is,p,2014,plh0216
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego06,soep-is,p,2014,plh0217
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego07,soep-is,p,2014,plh0218
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego08,soep-is,p,2014,plh0219
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego09,soep-is,p,2014,plh0220
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego10,soep-is,p,2014,plh0221
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego11,soep-is,p,2014,plh0222
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego12,soep-is,p,2014,plh0223
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego13,soep-is,p,2014,plh0224
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego14,soep-is,p,2014,plh0225
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego15,soep-is,p,2014,plh0226
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pged,soep-is,p,2014,plh0253
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pimp,soep-is,p,2014,plh0254
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pego16,soep-is,p,2014,plh0255
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pschl1,soep-is,p,2014,pli0059
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pschl2,soep-is,p,2014,pli0060
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz1,soep-is,p,2014,pli0090
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz2,soep-is,p,2014,pli0091
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz3,soep-is,p,2014,pli0092
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz4,soep-is,p,2014,pli0093
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz5,soep-is,p,2014,pli0094
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz6,soep-is,p,2014,pli0095
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz7,soep-is,p,2014,pli0096
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz8,soep-is,p,2014,pli0097
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pfz9,soep-is,p,2014,pli0098
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lpnatnr,soep-is,p,2014,plj0025
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdatm,soep-is,p,2014,pmonin
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstlohn1,soep-is,p,2014,pstlohn1
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pstlohn2,soep-is,p,2014,pstlohn2
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pdatt,soep-is,p,2014,ptagin
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pzuf17,soep-is,p,2014,pzuf17
soep-is,Personen&Lebenslauf_2013_IS_A,2013,stichu,soep-is,p,2014,sample1
soep-is,notdirectlydelivered2013a,2013,lsab7y,soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab7
soep-is,notdirectlydelivered2013a,2013,lsab7x,soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab7
soep-is,p,2013,plb0067,soep-is,pgen,2013,pgautono
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab02,soep-is,pgen,2013,pgbbil01
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab06,soep-is,pgen,2013,pgbbil02
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab01,soep-is,pgen,2013,pgbbil03
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab02,soep-is,pgen,2013,pgbbilo
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgesunt,soep-is,pgen,2013,pgbetr
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perw,soep-is,pgen,2013,pgemplst
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perw,soep-is,pgen,2013,pgerwtyp
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pseitm,soep-is,pgen,2013,pgerwzt
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pber,soep-is,pgen,2013,pgklas
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbrut,soep-is,pgen,2013,pglabgro
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pnett,soep-is,pgen,2013,pglabnet
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perw,soep-is,pgen,2013,pglfs
soep-is,Personen&Lebenslauf_2013_IS_A,2013,p7tag,soep-is,pgen,2013,pglfs
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perz,soep-is,pgen,2013,pglfs
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus1,soep-is,pgen,2013,pglfs
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pbra,soep-is,pgen,2013,pgnace
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lpnat,soep-is,pgen,2013,pgnation
soep-is,Personen&Lebenslauf_2013_IS_A,2013,poed,soep-is,pgen,2013,pgoeffd
soep-is,Personen&Lebenslauf_2013_IS_A,2013,ppnama,soep-is,pgen,2013,pgpartnr
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab3,soep-is,pgen,2013,pgsbil
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus2,soep-is,pgen,2013,pgsbil
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab5,soep-is,pgen,2013,pgsbila
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab3,soep-is,pgen,2013,pgsbila
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lsab3,soep-is,pgen,2013,pgsbilo
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pjob15,soep-is,pgen,2013,pgsndjob
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paus1,soep-is,pgen,2013,pgstib
soep-is,Personen&Lebenslauf_2013_IS_A,2013,psst4,soep-is,pgen,2013,pgstib
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz10,soep-is,pgen,2013,pgtatzt
soep-is,Personen&Lebenslauf_2013_IS_A,2013,paz08,soep-is,pgen,2013,pgvebzt
soep-is,p,2013,plb0067,soep-is,pgen,2014,pgautono
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab02,soep-is,pgen,2014,pgbbil01
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab06,soep-is,pgen,2014,pgbbil02
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab01,soep-is,pgen,2014,pgbbil03
soep-is,Personen&Lebenslauf_2013_IS_A,2013,lab02,soep-is,pgen,2014,pgbbilo
soep-is,Personen&Lebenslauf_2013_IS_A,2013,pgesunt,soep-is,pgen,2014,pgbetr
soep-is,Personen&Lebenslauf_2013_IS_A,2013,perw,soep-is,pgen,2014,pgemplst
