study,questionnaire,question,item,number,concept,text,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,view_calculated_item,text_de,instruction_de
soep-is,soep-is-2012-haupt,Q120a,0,120,,Sex of child,,hksex,cat,Q119;HKIND=1,,Sex of other child in HH,,,,1252,,,,,,,1,20,Geschlecht des Kindes,
soep-is,soep-is-2012-haupt,Q120a,5,120,,Is there one more child?,,q120a5,cat,,,,,,,1253,,,,,,,1,20,Weiteres Kind vorhanden?,
soep-is,soep-is-2012-haupt,Q120b,,120,,In which month the child has been born?,,hkmo,cat,,,Month of birth other child in HH,,,,1254,722,726,,,,"",1,20,In welchem Monat im Jahr wurde des Kind geboren?,
soep-is,soep-is-2012-haupt,Q122,,122,,Are you <first name>'s primary caregiver and therefore the person best able to provide information about the child?,,pbet,cat,Q119;HKIND=1,,Main caregiver,,,,1255,725,727,,,,"",1,22,"Sind Sie selbst die Hauptbetreuungsperson von <Vorname>, also die Person, die am besten Auskunft über das Kind geben kann?","Wichtiger Hinweis an den Interviewer: In der Regel sollte die (leibliche oder soziale) Mutter die folgenden Fragen zum Kind beantworten. Lebt die Mutter nicht im Haushalt, oder gibt aus anderen Gründen der (leibliche oder soziale) Vater beziehungsweise eine andere Person an, die Hauptbetreuungsperson zu sein, soll diese die folgenden Fragen beantworten."
soep-is,soep-is-2012-haupt,Q123,,123,,In the which pregnancy week was <first name>  born? In week:,,,txt,,,Birth after how many weeks,,,,1256,726,729,,,,,1,23,In der wievielten Schwangerschaftswoche wurde <Name> geboren?,
soep-is,soep-is-2012-haupt,Q123,0,123,,In weak …,,,int,,,,,,,1257,,,,,,,1,23,In der … Woche,
soep-is,soep-is-2012-haupt,Q124A,,124,,Please state < first name>'s hight at time of birth.,,,txt,,,,,,,1258,727,731,,,,,1,24,Wie groß war das Kind <Name> zum Zeitpunkt der Geburt?,
soep-is,soep-is-2012-haupt,Q124A,0,124,,Hight in cm,,,int,,,Weight at birth in grams,,,,1259,,,,,,,1,24,Körpergröße in cm,
soep-is,soep-is-2012-haupt,Q124B,,124,,Please state <first name>'s head circumference at time of birth.,,,txt,,,,,,,1260,729,733,,,,,1,24,Wie war der Kopfumfang von Kind <Vorname> zum Zeitpunkt der Geburt?,
soep-is,soep-is-2012-haupt,Q124B,0,124,,Head circumference in cm: ,,,int,,,Hight at birth in cm ,,,,1261,,,,,,,1,24,Kopfumfang in cm,
soep-is,soep-is-2012-haupt,Q124C,,124,,Please state <first name>'s weight at time of birth.,,,txt,,,,,,,1262,731,735,,,,,1,24,Wie schwer war das Kind <Vorname> zum Zeitpunkt der Geburt?,
soep-is,soep-is-2012-haupt,Q124C,0,124,,Weight in gramms,,,int,,,Head circumference at birth in cm ,,,,1263,,,,,,,1,24,Geburtsgewicht in Gramm,
soep-is,soep-is-2012-haupt,Q125,,125,,"After a child is born, the parents get a child health record book for early childhood screenings like U2, U3, etc. What was <first name>'s last early childhood screening?",,aunt,cat,,,Early childhood screenings,,,,1264,733,736,,,,"",1,25,"Nach der Geburt erhält man ein Kinder-Untersuchungsheft für ärztliche Vorsorgeuntersuchungen wie U2, U3, usw. Welche war die letzte durchgeführte Untersuchung bei <Name>?",
soep-is,soep-is-2012-haupt,Q126,,126,,"Did <first name> show signs of any developmental delays, disorders, or disabilities in one of the early childhood screenings or any other check-up?",,astor,cat,,,Signs of disabilities,,,,1265,735,737,,,,"",1,26,"Wurden bei <Name> bei der U-Untersuchung oder einer anderen Untersuchung Anhaltspunkte für Verzögerungen, Störungen oder Behinderungen festgestellt?",
soep-is,soep-is-2012-haupt,Q127,,127,,"Which of the following developmental delays, disorders, or disabilities <first name> has been diagnosed with?",,,txt,"Q126;ASTOR=1,2",,Disorders,,,,1266,736,740,,,,,1,27,"Welche Verzögerungen, Störungen oder Behinderungen der folgenden Art wurden bei <Name> festgestellt?","Mehrfachnennungen möglich!
Bitte Liste 127 vorlegen!"
soep-is,soep-is-2012-haupt,Q127,0,127,,None of this,,,bin,,,Diagnosed disorder of child – None of this,,,,1276,,,,,,,1,27,Nichts davon,
soep-is,soep-is-2012-haupt,Q127,11,127,,No answer,,,bin,,,,,,,1277,,,,,,,1,27,keine Angabe,
soep-is,soep-is-2012-haupt,Q128,,128,,"Is <first name> currently attending a childcare facility, that is, nursery school, kindergarten, pre-school, or daycare?",,aein1,cat,,,Childcare facility,,,,1278,737,741,,,,"",1,28,"Besucht <Vorname> derzeit eine Betreuungseinrichtung, also Kinderkrippe, Kindergarten oder Kindertageseinrichtung?",
soep-is,soep-is-2012-haupt,Q129,,129,,And how many hours does <first name> usually spend at this childcare facility?,,,txt,Q128;AEIN1 =1,,Time at childcare facility – hours,,,,1279,740,743,,,,,1,29,Und wie lange besucht <Vorname> diese Betreuungseinrichtung in der Regel?,Bitte geben Sie die tatsächlichen Stunden pro Tag an.
soep-is,soep-is-2012-haupt,Q129,0,129,,Actual hours per day,,,int,,,,,,,1280,,,,,,,1,29,Tatsächliche Stunden pro Tag,
soep-is,soep-is-2012-haupt,Q130,,130,,Are there also other people (none household members) who are regularly involved in taking care of the child?,,,txt,,,Other caregivers,,,,1281,741,745,,,,,1,30,"Gibt es daneben noch Personen ohne Haushaltsangehörige, die das Kind regelmäßig betreuen?",Mehrfachnennungen möglich!
soep-is,soep-is-2012-haupt,Q130,0,130,,No answer,,,bin,,,,,,,1287,,,,,,,1,30,keine Angabe,
soep-is,soep-is-2012-haupt,Q131,,131,,"Is <first name> currently attending a childcare facility, that is, nursery school, kindergarten, pre-school or daycare?",,bein1,cat,,,Childcare facility,,,,1288,743,746,,,,"",1,31,"Besucht <Vorname> derzeit eine Betreuungseinrichtung, also Kinderkrippe, Kindergarten oder Kindertageseinrichtung?",
soep-is,soep-is-2012-haupt,Q132,,132,,And how many hours does <first name> usually spend at this childcare facility?,,,txt,Q131;BEIN1 =1,,Time in childcare facility per day – hours,,,,1289,745,748,,,,,1,32,Und wie lange besucht <Vorname> diese Betreuungseinrichtung in der Regel?,Bitte geben Sie die tatsächlichen Stunden pro Tag an.
soep-is,soep-is-2012-haupt,Q132,0,132,,Actual hours per day,,,int,,,,,,,1290,,,,,,,1,32,Tatsächliche Stunden pro Tag,
soep-is,soep-is-2012-haupt,Q133,,133,,Are there also other people or household members who are regularly involved in taking care of the child?,,,txt,,,Other caregivers,,,,1291,746,750,,,,,1,33,"Gibt es daneben noch Personen ohne Haushaltsangehörige, die das Kind regelmäßig betreuen?",Mehrfachnennungen möglich!
soep-is,soep-is-2012-haupt,Q133,0,133,,No answer,,,bin,,,,,,,1297,,,,,,,1,33,keine Angabe,
soep-is,soep-is-2012-haupt,Q134,,134,,What is <first name>'s current weight?,,,txt,,,Current weight and height of child,,,,1298,748,752,,,,,1,34,Wie ist gegenwärtig das Größe von <Vorname>?,
soep-is,soep-is-2012-haupt,Q134,0,134,,Weight in kilograms,,,int,,,Current weight of child,,,,1299,,,,,,,1,34,Gewicht in Kilogramm,
soep-is,soep-is-2012-haupt,Q134B,0,134,,Height in kilograms,,,int,,,Current height of child,,,,1301,,,,,,,1,34,Körpergröße in cm,
soep-is,soep-is-2012-haupt,Q135,,135,,Is <first name> limited in any way or prevented from doing things that most children of the same age can usually do?,,bstor,cat,,,Child limited yes/no,,,,1302,752,755,,,,"",1,35,"Ist <Vorname> in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können?",
soep-is,soep-is-2012-haupt,Q136,,136,,Has <first name> been diagnosed by a doctor as having any of the following diseases or impairments?,,,txt,,,Diseases,,,,1303,754,757,,,,,1,36,"Ist von einem Arzt bei <Vorname> einmal eine der folgenden Erkrankungen 
oder Störungen festgestellt worden?","Mehrfachnennungen möglich!
Bitte Liste 136 vorlegen!"
soep-is,soep-is-2012-haupt,Q136,0,136,,(Other impairments or disabilities) please state:,,,chr,,,"Diseases – Other impairments or disabilities, in fact",,,,1318,,,,,,,1,36,(Sonstige Störungen oder Behinderungen) und zwar:,
soep-is,soep-is-2012-haupt,Q137,,137,,How would you rate your child (<first name>) in comparison to other children of the same age? My child …,,,txt,,,Character poles ,,,,1338,759,763,,,,,1,37,Wie würden Sie <Vorname> im Vergleich zu Kindern gleichen Alters beurteilen? Mein Kind …,"Je weiter links Sie Ihr Kreuz machen, umso mehr trifft die linke Eigenschaft zu,
je weiter rechts Sie Ihr Kreuz machen, umso mehr trifft die rechte Eigenschaft zu!"
soep-is,soep-is-2012-haupt,Q137,0,137,,,,bvergl4,cat,,,Child Understands Fast / Needs More Time – Character poles ,,,,1342,,,,,,,1,37,,
soep-is,soep-is-2012-haupt,Q138,,138,,What school is <first name> currently attending?,,cein4 cein3,cat,,,School,,,,1343,761,764,,,,"",1,38,Kommen wir nun zu Kind <Vorname>. Welche der folgenden Schulen besucht <Vorname> derzeit?,Bitte Liste 138 vorlegen!
soep-is,soep-is-2012-haupt,Q139,,139,,Does the child usually spend all day at this school?,,cein9,cat,Q138;CEIN3>1,,School all day yes/no,,,,1344,763,765,,,,"",1,39,Besucht das Kind diese Schule meistens ganztags?,
soep-is,soep-is-2012-haupt,Q140,,140,,"Is <first name> currently attending a childcare facility, that is, nursery school, pre-school, daycare, or creche?",,cein1,cat,,,Childcare facility,,,,1345,764,766,,,,"",1,40,"Besucht <Vorname> derzeit eine Betreuungseinrichtung, also Kindergarten, Kindertageseinrichtung oder Hort?",
soep-is,soep-is-2012-haupt,Q141,,141,,And how many hours does <first name> usually spend at this childcare facility?,,,txt,Q140;CEIN1=1,,Time in childcare facility per day – hours,,,,1346,765,768,,,,,1,41,Und wie lange besucht <Vorname> diese Betreuungseinrichtung in der Regel?,Bitte geben Sie die tatsächlichen Stunden pro Tag an.
soep-is,soep-is-2012-haupt,Q141,0,141,,Actual hours per day,,,int,,,,,,,1347,,,,,,,1,41,Tatsächliche Stunden pro Tag,
soep-is,soep-is-2012-haupt,Q142,,142,,Are there also other people or household members that are regularly involved in taking care of the child?,,,txt,,,Other caregivers,,,,1348,766,770,,,,,1,42,"Gibt es daneben noch Personen ohne Haushaltsangehörige, die das Kind regelmäßig betreuen?",Mehrfachnennungen möglich!
soep-is,soep-is-2012-haupt,Q142,0,142,,No answer,,,bin,,,,,,,1354,,,,,,,1,42,keine Angabe,
soep-is,soep-is-2012-haupt,Q143,,143,,What is <first name>'s current weight?,,,txt,,,Weight/ Height of Child Currently,,,,1355,768,772,,,,,1,43,Wie ist gegenwärtig das Gewicht von <Vorname>?,
soep-is,soep-is-2012-haupt,Q143,0,143,,Weight in kilograms,,,int,,,Current weight of child in kilograms,,,,1356,,,,,,,1,43,Gewicht in Kilogramm,
soep-is,soep-is-2012-haupt,Q143B,,143,,What is <first name>'s current height?,,,txt,,,,,,,1357,770,774,,,,,1,43,Wie ist gegenwärtig die Größe von <Vorname>?,
soep-is,soep-is-2012-haupt,Q143B,0,143,,Height in centimeters,,,int,,,Current hight of child in cm,,,,1358,,,,,,,1,43,Körpergröße in cm,
soep-is,soep-is-2012-haupt,Q144,,144,,Is <first name> limited in any way or prevented from doing things that most children of the same age can usually do?,,cstor,cat,,,Child limited yes/no,,,,1359,772,775,,,,"",1,44,"Ist <Vorname> in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können?",
soep-is,soep-is-2012-haupt,Q145,,145,,Has <first name> been diagnosed by a doctor as having any of the following diseases or impairments?,,,txt,,,Diseases,,,,1360,774,777,,,,,1,45,"Ist von einem Arzt bei <Vorname> einmal eine der folgenden Erkrankungen 
oder Störungen festgestellt worden?","Mehrfachnennungen möglich!
Bitte Liste 145 vorlegen!"
soep-is,soep-is-2012-haupt,Q145,0,145,,(Other impairments or disabilities) please state,,,chr,,,,,,,1370,,,,,,,1,45,(Sonstige Störungen oder Behinderungen) und zwar:,
soep-is,soep-is-2012-haupt,Q146,,146,,How would you rate your child (<first name>) in comparison to other children of the same age? My child …,,,txt,,,Character poles ,,,,1390,779,783,,,,,1,46,Wie würden Sie <Vorname> im Vergleich zu Kindern gleichen Alters beurteilen? Mein Kind …,"Je weiter links Sie Ihr Kreuz machen, umso mehr trifft die linke Eigenschaft zu,
je weiter rechts Sie Ihr Kreuz machen, umso mehr trifft die rechte Eigenschaft zu!"
soep-is,soep-is-2012-haupt,Q146,0,146,,,,cverg10,cat,,,Child is   anxious/ confident – Character poles  ,,,,1400,,,,,,,1,46,,
soep-is,soep-is-2012-haupt,Q147,,147,,To what extent meet the following qualifications your personal ideal for <first name>'s education? .,,,txt,,,Ideal Graduation of Child,,,,1401,781,785,,,,,1,47,Inwieweit entsprechen die folgenden Schulabschlüsse Ihrer persönlichen Idealvorstellung für die schulische Ausbildung von <Vorname>?,"Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet, dass der Abschluss ""überhaupt nicht"",
der Wert 7 ""voll und ganz"" Ihren persönlichen Vorstellungen entspricht.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen. 

Liste 147 vorlegen!"
soep-is,soep-is-2012-haupt,Q147,0,147,,"Grammar Secondary Class, A-level",,csch x,cat,,,"Ideal Graduation of Child: Grammar Secondary Class, A-level",,,,1404,,,,,,,1,47,Abitur,
soep-is,soep-is-2012-haupt,Q148,,148,,And how likely is it that your child will finish school achieving the following qualifications  in your opinion?,,,txt,,,Probable Graduation of Child,,,,1405,783,787,,,,,1,48,"Und für wie wahrscheinlich halten Sie es, dass <Vorname> die Schule mit einem der folgenden Abschlüsse verlassen wird?","Antworten Sie bitte anhand folgender Skala.
Der Wert 1 bedeutet: ausgeschlossen.
Der Wert 7 bedeutet: ganz sicher.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen. 

Bitte Liste 148 vorlegen!"
soep-is,soep-is-2012-haupt,Q148,0,148,,"Grammar Secondary Class, A-level",,csch x1,cat,,,"Probable Graduation of Child: Grammar Secondary Class, A-level",,,,1408,,,,,,,1,48,Abitur,
soep-is,soep-is-2012-haupt,Q149,,149,,"Do you or did you personally have other children that do not live in this household? If so, how many?",,,txt,,,Other Children,,,,1409,785,789,,,,,1,49,"Haben oder hatten Sie persönlich noch weitere Kinder, die nicht hier im Haushalt leben? Wenn ja, wie viele?","Gemeint sind leibliche oder adoptierte Kinder, nicht Pflege- oder Stiefkinder."
soep-is,soep-is-2012-haupt,Q149,0,149,,No,,,bin,,,Other Children: No,,,,1411,,,,,,,1,49,"Nein, hatte nie Kinder",
soep-is,soep-is-2012-haupt,Q150,,150,,We would now like some general information about each of your children. Please start with your first (oldest) child and end with your last (youngest) child.,,,txt,,,Info Children,,,,1412,787,790,,,,,1,50,"Nun hätten wir gerne zu jedem Ihrer Kinder ein paar allgemeine Angaben. Bitte beginnen Sie mit Ihrem ersten, also ältesten Kind, und dann dem Alter nach, das Jüngste zuletzt.",
soep-is,soep-is-2012-haupt,Q151,,151,,Please state the first name of your child.,,,txt,,,Prename of other child,,,,1413,789,792,,,,,1,51,Bitte nennen Sie mir den Vornamen Ihres Kindes.,
soep-is,soep-is-2012-haupt,Q151,0,151,,First name,,,chr,,,,,,,1414,,,,,,,1,51,Vorname,
soep-is,soep-is-2012-haupt,Q152,,152,,<first name>  is ... ,,lksex x,cat,,,Sex children,,,,1415,790,793,,,,"",1,52,<Vorname> ist ...,
soep-is,soep-is-2012-haupt,Q153,,153,,What year and month was <first name> born?,,,txt,,,,,,,1416,792,795,,,,,1,53,In welchem Jahr und Monat ist <Vorname> geboren?,
soep-is,soep-is-2012-haupt,Q153,0,153,,Year of birth,,,int,,,Year of birth children,,,,1417,,,,,,,1,53,Geburtsjahr,
soep-is,soep-is-2012-haupt,Q154,,154,,Month of birth,,,int,,,Month of birth children,,,,1418,793,796,,,,"",1,54,Geburtsmonat,
soep-is,soep-is-2012-haupt,Q155,,155,,Where does <first name> live?,,lkwo x,cat,,,Where does child live,,,,1419,795,797,,,,"",1,55,Wo lebt <Vorname> heute?,Bitte Liste 155 vorlegen!
soep-is,soep-is-2012-haupt,Q156,,156,,From which of the following income sources do you personally receive money at this time?,,,txt,,,Personal Income,,,,1420,796,800,,,,,1,56,Welche der folgenden Einkünfte beziehen Sie persönlich derzeit?,Bitte Liste 156 vorlegen
soep-is,soep-is-2012-haupt,Q156,0,156,,None of these,,,bin,,,None of these – Income,,,,1434,,,,,,,1,56,Nichts davon,
soep-is,soep-is-2012-haupt,Q156,15,156,,No answer,,,bin,,,,,,,1435,,,,,,,1,56,Keine Angabe,
soep-is,soep-is-2012-haupt,Q157.1,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Own pension.
If you are unable to state the exact amount, please estimate",,,txt,,,Own pension - Income ,,,,1436,797,802,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Eigene Rente, Pension. 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.1,0,157,,Gross amount per month … Euro,,,int,,,,,,,1437,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.2,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Widower's pension, orphan's pension.
If you are unable to state the exact amount, please estimate",,,txt,,,"Widower's pension, orphan's pension - Income ",,,,1438,800,804,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Witwenrente oder -pension, Waisenrente. 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.2,0,157,,Gross amount per month … Euro,,,int,,,,,,,1439,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.3,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Unemployment pay (""Arbeitslosengeld"")
If you are unable to state the exact amount, please estimate",,,txt,,,"Unemployment pay (""Arbeitslosengeld"") - Income ",,,,1440,802,806,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Arbeitslosengeld 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.3,0,157,,Gross amount per month … Euro,,,int,,,,,,,1441,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.4,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Support for further training and education (""Unterhaltsgeld bei Fortbildung"") / Transition pay (""Übergangsgeld"")
If you are unable to state the exact amount, please estimate",,,txt,,,"Support for further training and education (""Unterhaltsgeld bei Fortbildung"") / Transition pay (""Übergangsgeld"") - Income ",,,,1442,804,808,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Unterhaltsgeld bei Fortbildung/  Umschulung; Übergangsgeld 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.4,0,157,,Gross amount per month … Euro,,,int,,,,,,,1443,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.5,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Maternity benefit during maternity leave (""Elterngeld"", ""Erziehungsgeld"")
If you are unable to state the exact amount, please estimate",,,txt,,,"Maternity benefit during maternity leave (""Elterngeld"", ""Erziehungsgeld"") - Income ",,,,1444,806,810,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Mutterschaftsgeld während des Mutterschutzes, Elterngeld 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.5,0,157,,Gross amount per month … Euro,,,int,,,,,,,1445,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.6,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Child support (""Kinderunterhalt"") 
If you are unable to state the exact amount, please estimate",,,txt,,,"Child support (""Kinderunterhalt"") - Income ",,,,1446,808,812,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Kindesunterhalt 
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.6,0,157,,Gross amount per month … Euro,,,int,,,,,,,1447,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.7,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Caregiver alimony (""Betreuungsunterhalt"") 
If you are unable to state the exact amount, please estimate",,,txt,,,"Caregiver alimony (""Betreuungsunterhalt"") - Income ",,,,1448,810,814,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Betreuungsunterhalt
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.7,0,157,,Gross amount per month … Euro,,,int,,,,,,,1449,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.8,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Divorce alimony (""Nachehelicher Unterhalt""),alimony during separation (""Trennungsunterhalt"")
If you are unable to state the exact amount, please estimate",,,txt,,,"Divorce alimony (""Nachehelicher Unterhalt""),alimony during separation (""Trennungsunterhalt"") - Income ",,,,1450,812,816,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Nachehelicher Unterhalt, Trennungsunterhalt
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.8,0,157,,Gross amount per month … Euro,,,int,,,,,,,1451,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.9,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Support payment paid through a ending program for support payments (""Unterhaltszahlung aus Unterhaltsvorschusskassen"")
 If you are unable to state the exact amount, please estimate",,,txt,,,"Support payment paid through a ending program
for support payments
(""Unterhaltszahlung aus Unterhaltsvorschusskassen"") - Income ",,,,1452,814,818,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Unterhaltszahlung aus Unterhaltsvorschusskassen
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.9,0,157,,Gross amount per month … Euro,,,int,,,,,,,1453,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.10,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
BAföG (state support for higher education),grants, vocational training support(""Stipendium, Berufsausbildungsbeihilfe"")
If you are unable to state the exact amount, please estimate",,,txt,,,"BAföG (state support for higher education),grants, vocational training support(""Stipendium, Berufsausbildungsbeihilfe"") - Income ",,,,1454,816,820,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
BAföG, Stipendium, Berufsausbildungsbeihilfe
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.10,0,157,,Gross amount per month … Euro,,,int,,,,,,,1455,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
