study,questionnaire,concept,question,item,number,text_de,text,instruction_de,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,,,label_de,,,,,
soep-is,soep-is-2012-aufwuchs,sim0409,Q24569_2,sim0409,Q24569_2,"Gerecht ist, wenn jede Person nur das bekommt, was sie sich durch eigene Anstrengungen erarbeitet hat.",It is just if only the own efforts determine what people receive,,,sim04,cat,,,Basic Social Justice Orientations (BSJO) – Only own Efforts Determine what People Receive,,,,529,,,,,,,245,,,"Gerechtigkeit Gesellschaft – Nur das bekommen, was durch Anstrengung verdient wurde",,,,,
soep-is,soep-is-2012-aufwuchs,sim0410,Q24569_2,sim0410,Q24569_2,"Es ist gerecht, wenn Personen, die Kinder oder pflegebedürftige Angehörige zu versorgen haben, besondere Unterstützung und Vergünstigungen erhalten.",It is just if people taking care of their children or their dependent relatives receive special support and benefits.  ,,,sim04,cat,,,Basic Social Justice Orientations (BSJO) – Support for Taking Care of Relatives,,,,530,,,,,,,245,,,Gerechtigkeit Gesellschaft – Unterstützung bei Pflege von Angehörigen,,,,,
soep-is,soep-is-2012-aufwuchs,sim0411,Q24569_2,sim0411,Q24569_2,"Es ist gerecht, wenn Einkommen und Vermögen in unserer Gesellschaft an alle Personen gleich verteilt werden.",It is just if income and wealth are equally distributed among the members of our society. ,,,sim04,cat,,,Basic Social Justice Orientations (BSJO) –  Equal Distribution of Wealth and Income,,,,531,,,,,,,245,,,Gerechtigkeit Gesellschaft – Gleichverteilung von Einkommen und Vermögen,,,,,
soep-is,soep-is-2012-aufwuchs,sim0412,Q24569_2,sim0412,Q24569_2,"Es ist gerecht, wenn diejenigen, die in einer Gesellschaft oben stehen, bessere Lebensbedingungen haben als diejenigen, die unten stehen.",It is just if people at the top of a society have better living conditions than those at the bottom. ,,,sim04,cat,,,Basic Social Justice Orientations (BSJO) – Better Living Conditions for Top of Society,,,,532,,,,,,,245,,,Gerechtigkeit Gesellschaft – Bessere Lebensbedingungen für gesellschaftliche Oberschicht,,,,,
soep-is,soep-is-2012-aufwuchs,,Q1drm,,Q1drm,"Wir würden nun gerne erfahren, was Sie gestern gemacht haben und wie Sie sich dabei gefühlt haben. Sie werden zunächst gefragt, wann Sie gestern aufgestanden sind. Danach werden Sie gebeten, den gestrigen Tag mit Hilfe dieses Listenheftes zu rekonstruieren. Denken Sie dabei bitte an Ihren Tag als Abfolge von Episoden. In der Regel dauern diese Episoden zwischen 15 Minuten und 2 Stunden. Anzeichen für das Ende einer Episode kann ein Ortswechsel, das Ende einer Aktivität und der Beginn einer anderen Aktivität oder eine Veränderung der beteiligten Personen sein. Zu einigen Episoden werden Ihnen danach weitergehende Fragen gestellt.","Now we would like to know what you did yesterday and how you did feel about it. First you will be asked when you got up yesterday. Then you will be requested to reconstruct the previous day with the help of this list booklet. Please think about your day as a sequence of episodes. In general, these episodes last from 15 minutes to 2 hours. The mark of an end of an episode can be a change of location, the end of an activity and the beginning of another activity or a change of the people involved. About some episodes further questions will be ask. ","Bitte Liste Q2drm vorlegen! => Bitte folgendes Format verwenden hh:mm
=> Sie können die Zeit in diesem Format eingeben oder die Zeit auswählen","Please show list Q2drm=> Please use following format hh: mm
=> You can enter the time in this formar or select the time ",,txt,,,DRM introduction,,,,533,517,531,T6 | T5a | DRM Einstieg,t5a,Numeric,,,,,DRM Einstieg,,,,,
soep-is,soep-is-2012-aufwuchs,q1drm_a,Q1drm,q1drm_a,Q1drm,Wann sind Sie gestern aufgestanden?,When did you get up yesterday?,,,,int,,,"Time of getting up, Yesterday",,,,534,530,532,Q24638 | Q1dm | Aufstehen,q1dm,Numeric,,246,,,"Zeitpunkt Aufstehen, Gestern",,,,,
soep-is,soep-is-2012-aufwuchs,q2drm,Q2drm,,Q2drm,"Was haben Sie danach gemacht? Falls Sie mehrere Aktivitäten gleichzeitig durchgeführt haben, interessiert uns zunächst die wichtigste Aktivität.
Bitte wählen Sie diese von dieser Liste:","What did you do afterwards? If you have carried out several activities simultaneously, we are interested in the most important activity first. Please chose from the following list:",Liste Q2drm vorlegen.,Show list Q2drm!,q2drm,cat,,,Activities,,,,535,531,533,Q24639 | Q2drm | Aktivitäten,q2drm,Single coded,,246,,,Aktivitäten,,,,,
soep-is,soep-is-2012-aufwuchs,q2drm_so,Q2drm,q2drm_so,Q2drm,[Andere Aktivität] und zwar,[Other activity] namely,,,,chr,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-aufwuchs,,Q3drm,,Q3drm,"Sie haben angegeben <""Aktivität aus Q2drm"">.  ","You have specified <""activity from Q2drm"">. ",Bitte folgendes Format verwenden hh:mm,Please use the following format hh: mm,,txt,,,Start activity,,,,536,532,534,Q24640 | Q3drm | Beginn Aktivität,q3drm,Numeric,,246,,,Beginn Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,q3drm,Q3drm,q3drm,Q3drm,Zu welcher Uhrzeit haben Sie diese Aktivität begonnen?,At what time did you start this activity?,,,,int,,,Start activity,,,,536,532,534,Q24640 | Q3drm | Beginn Aktivität,q3drm,Numeric,,246,,,Beginn Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,q4drm,Q3drm,q4drm,Q3drm,Zu welcher Uhrzeit haben Sie diese Aktivität beendet?,At what time did you finish this activity?,,,,int,,,Finish activity,,,,537,533,535,Q24641 | Q4drm | Ende Aktivität,q4drm,Numeric,,246,,,Ende Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,q5drm,Q3drm,q5drm,Q3drm,Haben Sie während dieser Zeit noch eine andere Aktivität von dieser Liste gemacht?,Did you do another activity from the list above too at this time?,,,q5drm,cat,,,"Other additional  activity, Y/N",,,,538,534,536,Q24642 | Q5drm | Andere Aktivität nebenbei,q5drm,Single coded,,246,,,Andere Aktivität nebenbei ja/nein,,,,,
soep-is,soep-is-2012-aufwuchs,q6drm,Q6drm,,Q6drm,Bitte wählen Sie diese von dieser Liste:,Please select the activity from this list:,Liste Q2drm vorlegen.,Show list Q2drm.,q6drm,cat,,,Other additional  activity,,,,539,535,537,Q24643 | Q6drm | Andere Aktivität nebenbei (2),q6drm,Single coded,,246,,,Andere Aktivität nebenbei ,,,,,
soep-is,soep-is-2012-aufwuchs,q6drm_so,Q6drm,q6drm_so,Q6drm,[Andere Aktivität] und zwar,[Other activity] namely,,,,chr,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-aufwuchs,,Q7drm,,Q7drm,"Sie haben angegeben <""Aktivität aus Q6drm"">.  ","You have specified <""activity from Q6drm"">. ",,,,txt,,,Other additional  activity – Time,,,,,,,,,,,,,,Andere Aktivität nebenbei Uhrzeit,,,,,
soep-is,soep-is-2012-aufwuchs,q7drm,Q7drm,q7drm,Q7drm,Zu welcher Uhrzeit haben Sie diese Aktivität begonnen?,At what time did you start this activity?,,,,int,,,Other additional  activity – time start,,,,,,,,,,,,,,Andere Aktivität nebenbei Uhrzeit – Start,,,,,
soep-is,soep-is-2012-aufwuchs,q8drm,Q7drm,q8drm,Q7drm,Zu welcher Uhrzeit haben Sie diese Aktivität beendet?,At what time did you finish this activity?,,,,int,,,Other additional  activity – time finish,,,,,,,,,,,,,,Andere Aktivität nebenbei Uhrzeit – Ende,,,,,
soep-is,soep-is-2012-aufwuchs,q9drm,Q9drm,,Q9drm,"Insgesamt gesehen, war diese Episode <""Aktivität aus Q2drm""> von <Uhrzeit Beginn> bis <Uhrzeit Ende> eher angenehm oder eher unangenehm?","Overall, was this episode <""activity from Q6drm"">  from <start time> until <finishing time> rather pleasant or rather unpleasant?",,,q9drm,cat,,,Activity – pleasent,"Researcher Notes:
Ab hier Schleife programmieren ab Q2drm Aktivitäten - Q9drm. Bis zu dem Zeitpunkt, wenn bei Q2drm ""Ende des Tages"" angegeben wird.
",,,540,536,5,Q24644 | Q9drm | Aktivität - angenehm,q9drm,Single coded,,246,,,Aktivität - angenehm,,,,,
soep-is,soep-is-2012-aufwuchs,q10drm,Q10drm,,Q10drm,"Wo haben Sie sich in dieser Zeit bei der aufgeführten Aktivität befunden?
Aktivität: <""Aktivität aus Q2drm""> Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>","Where have you been during the mentioned activity? Activity: <""activity from Q2drm""> during the time from  <start time> until <finishing time>",,,q10drm,cat,,,Whereabout – Activity,,,,542,5,539,Q24645 | Q10drm | Aufenthaltsort - Aktivität,q10drm,Single coded,,246,,,Aufenthaltsort - Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,,Q11drmIntro,,Q11drmIntro,Für drei der genannten Aktivitäten kommen jetzt noch ein paar Zusatzfragen.,Now come a few additional questions for three of these activities .,,,,txt,,,3 Activities,"Researcher Notes:
Bitte 3 der zuvor genannten Aktivitäten zufällig wählen und dazu Fragen Q10drm, Q11drm und Q12drm stellen. Schleife programmieren.
",,,541,537,538,T7 | DRM | 3 Aktivitäten,drm,Numeric,,,,,3 Aktivitäten,,,,,
soep-is,soep-is-2012-aufwuchs,,Q11drm,,Q11drm,"Wer war an dieser Aktivität beteiligt?
Aktivität: <""Aktivität aus Q2drm""> in der Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>","Who was involved in this activity? Activity: <""activity from Q2drm""> during the time from  <start time> until <finishing time>",Liste Q11drm vorlegen.,Show list Q11drm.,,txt,,,Persons involved – Activity,,,,543,538,549,Q24646 | Q11drm | Beteiligte Personen - Aktivität,q11drm,Multi coded,,246,,,Beteiligte Personen - Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_1,Q11drm,q11drm_x_1,Q11drm,Niemand,Nobody,,,,bin,,,Persons involved – Activity – Nobody,,,,544,,,,,,,246,,,Beteiligte Personen - Aktivität - Niemand,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_2,Q11drm,q11drm_x_2,Q11drm,(Ehe)Partner,Partner /spouse,,,,bin,,,Persons involved – Activity –  Partner/Spouse,,,,545,,,,,,,246,,,Beteiligte Personen - Aktivität - (Ehe)Partner,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_3,Q11drm,q11drm_x_3,Q11drm,Freund(e),Friend (s),,,,bin,,,Persons involved – Friend (s),,,,546,,,,,,,246,,,Beteiligte Personen - Aktivität - Freund(e),,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_4,Q11drm,q11drm_x_4,Q11drm,Arbeitskollege(n),Colleague (s),,,,bin,,,Persons involved – Colleague (s),,,,547,,,,,,,246,,,Beteiligte Personen - Aktivität -Arbeitskollege(n),,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_5,Q11drm,q11drm_x_5,Q11drm,Klienten / Kunden / Schüler / Studenten / Patienten,Clients / customers / pupils / students / patients,,,,bin,,,Persons involved – Clients / customers / pupils / students / patients,,,,548,,,,,,,246,,,Beteiligte Personen - Aktivität - Klienten / Kunden / Schüler / Studenten / Patienten,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_6,Q11drm,q11drm_x_6,Q11drm,Eigene Kinder (auch Adoptiv- oder Stiefkinder),Own children (including adopted children or stepchildren),,,,bin,,,Persons involved – Own children (including adopted children or stepchildren),,,,549,,,,,,,246,,,Beteiligte Personen - Aktivität - Eigene Kinder (auch Adoptiv- oder Stiefkinder),,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_7,Q11drm,q11drm_x_7,Q11drm,Eltern / Verwandte,Parents/ relatives,,,,bin,,,Persons involved – Parents/ relatives,,,,550,,,,,,,246,,,Beteiligte Personen - Aktivität - Eltern / Verwandte,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_8,Q11drm,q11drm_x_8,Q11drm,Vorgesetzter / Lehrer / Ausbilder,Supervisor / teacher / trainer,,,,bin,,,Persons involved – Supervisor / teacher / trainer,,,,551,,,,,,,246,,,Beteiligte Personen - Aktivität - Vorgesetzter / Lehrer / Ausbilder,,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_9,Q11drm,q11drm_x_9,Q11drm,Andere Person(en),Other person (s),,,,bin,,,Persons involved – Other person (s),,,,552,,,,,,,246,,,Beteiligte Personen - Aktivität - Andere Person(en),,,,,
soep-is,soep-is-2012-aufwuchs,q11drm_x_10,Q11drm,q11drm_x_10,Q11drm,Keine Angabe,No answer,,,,bin,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm,Q12drm,,Q12drm,"Wie stark haben Sie auf einer Skala von 1 (gar nicht) bis 7 (sehr stark) die folgenden Gefühle bei der angeführten Aktivität empfunden?
Aktivität: <""Aktivität aus Q2drm""> Zeit von <Uhrzeit Beginn> bis <Uhrzeit Ende>.",On a scale from 1 (not at all) to 7 (very strongly) how strongly did you experience the following feelings during the listed activity?,Liste Q12drm vorlegen,Show list Q12drm.,,txt,,,Feelings -Activity,"Researcher Notes:
Ab hier Schleife programmieren zu den 3 zufällig ausgewählten Aktivitäten Q10drm bis Q12drm
",,,553,539,563,Q24647 | Q12drm | Gefühle - Aktivität,q12drm,Matrix,,246,,,Gefühle - Aktivität,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_1,Q12drm,q12drm_x_1,Q12drm,Glück,Happiness,,,q12drm,cat,,,Feelings – Activity – Happiness,,,,554,,,,,,,246,,,Gefühle - Aktivität - Glück,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_2,Q12drm,q12drm_x_2,Q12drm,Ärger,Anger ,,,q12drm,cat,,,Feelings – Activity – Anger ,,,,555,,,,,,,246,,,Gefühle - Aktivität - Ärger,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_3,Q12drm,q12drm_x_3,Q12drm,Frust,Frustration,,,q12drm,cat,,,Feelings – Activity –Frustration,,,,556,,,,,,,246,,,Gefühle - Aktivität - Frust,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_4,Q12drm,q12drm_x_4,Q12drm,Müdigkeit,Fatigue,,,q12drm,cat,,,Feelings – Activity –Fatigue,,,,557,,,,,,,246,,,Gefühle - Aktivität - Müdigkeit,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_5,Q12drm,q12drm_x_5,Q12drm,Trauer,Mourning,,,q12drm,cat,,,Feelings – Activity –Mourning,,,,558,,,,,,,246,,,Gefühle - Aktivität - Trauer,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_6,Q12drm,q12drm_x_6,Q12drm,Sorgen,Worries,,,q12drm,cat,,,Feelings – Activity –Worries,,,,559,,,,,,,246,,,Gefühle - Aktivität - Sorgen,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_7,Q12drm,q12drm_x_7,Q12drm,Schmerzen,Pain,,,q12drm,cat,,,Feelings – Activity –Pain,,,,560,,,,,,,246,,,Gefühle - Aktivität - Schmerzen,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_8,Q12drm,q12drm_x_8,Q12drm,Begeisterung,Enthusiasm,,,q12drm,cat,,,Feelings – Activity –Enthusiasm,,,,561,,,,,,,246,,,Gefühle - Aktivität - Begeisterung,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_9,Q12drm,q12drm_x_9,Q12drm,Zufriedenheit,Satisfaction,,,q12drm,cat,,,Feelings – Activity –Satisfaction,,,,562,,,,,,,246,,,Gefühle - Aktivität - Zufriedenheit,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_10,Q12drm,q12drm_x_10,Q12drm,Langeweile,Boredom,,,q12drm,cat,,,Feelings – Activity –Boredom,,,,563,,,,,,,246,,,Gefühle - Aktivität - Langeweile,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_11,Q12drm,q12drm_x_11,Q12drm,Einsamkeit,Loneliness,,,q12drm,cat,,,Feelings – Activity –Loneliness,,,,564,,,,,,,246,,,Gefühle - Aktivität - Einsamkeit,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_12,Q12drm,q12drm_x_12,Q12drm,Stress,Stress,,,q12drm,cat,,,Feelings – Activity –Stress,,,,565,,,,,,,246,,,Gefühle - Aktivität - Stress,,,,,
soep-is,soep-is-2012-aufwuchs,q12drm_x_13,Q12drm,q12drm_x_13,Q12drm,Einen tieferen Sinn,A deeper meaning,,,q12drm,cat,,,Feelings – Activity –A deeper meaning,,,,566,,,,,,,246,,,Gefühle - Aktivität - Einen tieferen Sinn,,,,,
soep-is,soep-is-2012-aufwuchs,,EB_DRM1,,EB_DRM1,"Bitte geben Sie uns zu dem eben durchgeführten DRM-Test an, wie verständlich der Test für die Zielperson formuliert ist und wie Sie die Teilnahmebereitschaft der Zielperson bewerten würden.","Please tell us about the just performed „DRM-Test"", how comprehensible is the test formulated for the target person and how would you assess the willingness to participate of the target person. 
","Bewertung in Schulnoten! 1 = ""sehr gut""
2 = ""gut""
3 = ""befriedigend""
4 = ""ausreichend""
5 = ""mangelhaft""
6 = ""ungenügend""","Evaluation by school grades! 1 = "" very good ""
2 = "" good ""
3 = "" satisfactory ""
4 = "" sufficient ""
5 = "" poor/ fail ""
6 = "" very poor/ fail """,,txt,,,Evaluation DRM,,,,567,549,566,Q24648 | EB_DRM1 | Bewertung DRM,eb_drm1,Matrix,,246,,,Bewertung DRM,,,,,
soep-is,soep-is-2012-aufwuchs,eb_drm1_1,EB_DRM1,eb_drm1_1,EB_DRM1,Verständlichkeit (Range 1 to 6):,Comprehensibility,,,,int,,,Experience report: DRM - Comprehensibility for the target person,,,,568,,,,,,,246,,,Bewertung DRM1,,,,,
soep-is,soep-is-2012-aufwuchs,eb_drm1_2,EB_DRM1,eb_drm1_2,EB_DRM1,Teilnahmebereitschaft (Range 1 to 6):,Willingness to respond,,,,int,,,Experience report: DRM - Willingness to respond of the target person,,,,569,,,,,,,246,,,Bewertung DRM1,,,,,
soep-is,soep-is-2012-aufwuchs,eb_drm2,EB_DRM2,,EB_DRM2,"Falls erforderlich, geben Sie uns bitte noch zusätzlich Erläuterungen.","If necessary, please provide additional information about the just completed test.",,,eb_drm2,cat,,,Experience report: DRM – Additional Information,,,,570,563,567,Q24649 | EB-DRM2 | Bewertung DRM 2,eb-drm2,Single coded,,246,,,Bewertung DRM 2,,,,,
soep-is,soep-is-2012-aufwuchs,eb_drm2o,EB_DRM2,eb_drm2o,EB_DRM2,"Ja, und zwar:","Yes, in fact:",,,,chr,,,"Experience report: DRM – Additional Information, in fact:",,,,570,563,567,Q24649 | EB-DRM2 | Bewertung DRM 2,eb-drm2,Single coded,,246,,,Bewertung DRM 2,,,,,
soep-is,soep-is-2012-aufwuchs,gm04,Q24573,,Q24573,"Ich lese Ihnen nun zwei Aussagen vor. Bitte sagen Sie mir jeweils, wie sehr diese Aussage auf Sie zutrifft oder nicht zutrifft.",Now I am going to read out two statements. Please tell me for each statement how much it applies to you or not.,"Antworten Sie bitte anhand der folgenden Skala von 1 bis 7
Der Wert 1 bedeutet: trifft überhaupt nicht zu.
Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.

Liste 24573 vorlegen","Please answer using the following scale 1 to 7. A value of 1 means ""Does not apply at all"", the value of 7 means ""fully applies“. With the values inbetween you can make your estimate.",,txt,,,Waiver,,,,571,566,570,Q24573 | GM04 | Verzicht,gm04,Matrix,,245,,,Verzicht,,,,,
soep-is,soep-is-2012-aufwuchs,gm0401,Q24573,gm0401,Q24573,"Ich bin jemand, der heute auf etwas verzichtet, damit ich mir in Zukunft mehr leisten kann.",I am someone who is doing without today to be able to afford more tomorrow.,,,gm04,cat,,,Waiver -  to be able to afford more tomorrow,,,,572,,,,,,,245,,,Verzicht -  sich morgen mehr leisten können,,,,,
soep-is,soep-is-2012-aufwuchs,gm0402,Q24573,gm0402,Q24573,"Ich bin jemand, der heute auf etwas verzichtet, damit ich allgemein in Zukunft mehr Wahlmöglichkeiten habe.",I am someone who is doing without today to be able to generally have more choices in the future.,,,gm04,cat,,,Waiver -  to have more choices in the future,,,,573,,,,,,,245,,,Verzicht – in Zukunft mehr Wahlmöglichkeiten haben,,,,,
soep-is,soep-is-2012-aufwuchs,gm05,Q24574,,Q24574,Verschiedene Menschen können unterschiedliche Dinge für ihre Lebensgestaltung oder ihre persönliche Zufriedenheit wichtig sein. Wie wichtig sind Ihnen die folgenden Bereiche ?,For different people diverse things may be of importance for their life style or personal satisfaction. How important are the following life areas for you?,"Bitte antworten Sie anhand der nachfolgenden Skala von 0 bis 10.
0 bedeutet ""ganz und gar unwichtig"", 10 bedeutet ""ganz und gar wichtig"". 
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.

Liste 24574 vorlegen","Please answer using the following scale of 0 to 10.  0 means „completely unimportant"", 10 means ""completely important"". With the values ​in between you can make your estimate.",,txt,,,Importance - area of life,,,,574,567,587,Q24574 | GM05 | Wichtigkeit Lebensbereich,gm05,Matrix,,245,,,Wichtigkeit Lebensbereich,,,,,
soep-is,soep-is-2012-aufwuchs,gm0501,Q24574,gm0501,Q24574,Arbeit,Work/Job,,,gm05,cat,,,Importance – Work/Job,,,,575,,,,,,,245,,,Wichtigkeit von Arbeit,,,,,
soep-is,soep-is-2012-aufwuchs,gm0502,Q24574,gm0502,Q24574,Familie,Family,,,gm05,cat,,,Importance – Family,,,,576,,,,,,,245,,,Wichtigkeit von Familie,,,,,
soep-is,soep-is-2012-aufwuchs,gm0503,Q24574,gm0503,Q24574,Freundeskreis,Friends,,,gm05,cat,,,Importance – Friends,,,,577,,,,,,,245,,,Wichtigkeit von Freundeskreis,,,,,
soep-is,soep-is-2012-aufwuchs,gm0504,Q24574,gm0504,Q24574,Einkommen,Income,,,gm05,cat,,,Importance – Income,,,,578,,,,,,,245,,,Wichtigkeit von Einkommen,,,,,
soep-is,soep-is-2012-aufwuchs,gm0505,Q24574,gm0505,Q24574,Wohnung,Home,,,gm05,cat,,,Importance – Home,,,,579,,,,,,,245,,,Wichtigkeit von Wohnung,,,,,
soep-is,soep-is-2012-aufwuchs,gm0506,Q24574,gm0506,Q24574,Einfluss auf politische Entscheidungen,The influence on political decisions,,,gm05,cat,,,Importance – The influence on political decisions,,,,580,,,,,,,245,,,Wichtigkeit von Einfluss auf politische Entscheidungen,,,,,
soep-is,soep-is-2012-aufwuchs,gm0507,Q24574,gm0507,Q24574,Gesundheit,Health,,,gm05,cat,,,Importance – Health,,,,581,,,,,,,245,,,Wichtigkeit von Gesundheit,,,,,
soep-is,soep-is-2012-aufwuchs,gm0508,Q24574,gm0508,Q24574,Schutz der natürlichen Umwelt,Protection of the natural environment,,,gm05,cat,,,Importance – Protection of the natural environment,,,,582,,,,,,,245,,,Wichtigkeit von Schutz der natürlichen Umwelt,,,,,
soep-is,soep-is-2012-aufwuchs,gm0509,Q24574,gm0509,Q24574,"Glaube, Religion","Faith, religion ",,,gm05,cat,,,"Importance – Faith, religion ",,,,583,,,,,,,245,,,"Wichtigkeit von Glaube, Religion",,,,,
soep-is,soep-is-2012-aufwuchs,gm0510,Q24574,gm0510,Q24574,Sichere Wohngegend,Save residential area ,,,gm05,cat,,,Importance – Save residential area ,,,,584,,,,,,,245,,,Wichtigkeit von sicherer Wohngegend,,,,,
soep-is,soep-is-2012-aufwuchs,gm0511,Q24574,gm0511,Q24574,"Mobilität, schnell überall hin kommen", Mobility to get everywhere quickly,,,gm05,cat,,,Importance –  Mobility to get everywhere quickly,,,,585,,,,,,,245,,,Wichtigkeit von Mobilität,,,,,
soep-is,soep-is-2012-aufwuchs,gm0512,Q24574,gm0512,Q24574,Zugang zu Bildung und Information,Access to education and information,,,gm05,cat,,,Importance – Access to education and information,,,,586,,,,,,,245,,,Wichtigkeit von Zugang zu Bildung und Information,,,,,
soep-is,soep-is-2012-aufwuchs,gm0513,Q24574,gm0513,Q24574,Sozialer Friede,Social peace,,,gm05,cat,,,Social peace,,,,587,,,,,,,245,,,Wichtigkeit von sozialen Frieden,,,,,
soep-is,soep-is-2012-aufwuchs,gm0514,Q24574,gm0514,Q24574,Wirtschaftliche Sicherheit,Economic security,,,gm05,cat,,,Importance – Economic security,,,,588,,,,,,,245,,,Wichtigkeit von wirtschaftlicher Sicherheit,,,,,
soep-is,soep-is-2012-aufwuchs,gm0515,Q24574,gm0515,Q24574,Freiheit,Freedom,,,gm05,cat,,,Importance – Freedom,,,,589,,,,,,,245,,,Wichtigkeit von Freiheit,,,,,
soep-is,soep-is-2012-aufwuchs,gm0516,Q24574,gm0516,Q24574,Erhaltung der Lebenschancen für nachfolgende Generationen,Preservation of the life chances of future generations,,,gm05,cat,,,Importance – Preservation of the life chances of future generations,,,,590,,,,,,,245,,,Wichtigkeit von Erhaltung der Lebenschancen für nachfolgende Generationen,,,,,
soep-is,soep-is-2012-aufwuchs,gm06,Q24576,,Q24576,"Was erwarten Sie wenn Sie 50 Jahre in die Zukunft schauen: In welchen Bereichen erwarten Sie hier in Deutschland eine Verbesserung der Lebensbedingungen für eine Person Ihres Alters, Geschlechts und sozialen Status?
Bitte nennen Sie maximal drei Bereiche.","What do you expect if you see 50 years in the future: In what areas do you expect an improvement of life conditions for a person of your age, sex and social status? Please mention 3 areas maximum.",,,,txt,,,Expectation about future life condition,,,,591,570,591,Q24576 | GM06 | Erwartung zukünftige Lebensbedingung,gm06,Multi coded,,245,,,Erwartung zukünftige Lebensbedingung,,,,,
soep-is,soep-is-2012-aufwuchs,gm0601,Q24576,gm0601,Q24576,1. Bereich,1st area,,,,chr,,,Expectation about future life condition – area 1,,,,592,,,,,,,245,,,Erwartung zukünftige Lebensbedingung – Bereich 1,,,,,
soep-is,soep-is-2012-aufwuchs,gm0602,Q24576,gm0602,Q24576,2. Bereich,2nd area,,,,chr,,,Expectation about future life condition – area 2,,,,593,,,,,,,245,,,Erwartung zukünftige Lebensbedingung – Bereich 2,,,,,
soep-is,soep-is-2012-aufwuchs,gm0603,Q24576,gm0603,Q24576,3. Bereich,3rd area,,,,chr,,,Expectation about future life condition – area 3,,,,594,,,,,,,245,,,Erwartung zukünftige Lebensbedingung – Bereich 3,,,,,
soep-is,soep-is-2012-aufwuchs,gm06ka,Q24576,gm06ka,Q24576,Keine Angabe,No answer,,,,bin,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-aufwuchs,gm07,Q24577,,Q24577,"Und wenn Sie noch einmal 50 Jahre in die Zukunft schauen:
In welchen Bereichen erwarten Sie hier in Deutschland eine Verschlechterung der Lebensbedingungen für eine Person Ihres Alters, Geschlechts und sozialen Status?
Bitte nennen Sie auch hier maximal drei Bereiche.","And if you see again 50 years in future: In what areas do you expect a change for the worse in life conditions for a person of your age, sex and social status? Please mention 3 areas maximum.",,,,txt,,,Expectation about future life condition negative,,,,595,587,595,Q24577 | GM07 | Erwartung zukünftige Lebensbedingung neg,gm07,Multi coded,,245,,,Erwartung zukünftige Lebensbedingung negativ - ,,,,,
soep-is,soep-is-2012-aufwuchs,gm0701,Q24577,gm0701,Q24577,1. Bereich,1st area,,,,chr,,,Expectation about future life condition negative – area 1,,,,596,,,,,,,245,,,Erwartung zukünftige Lebensbedingung negativ – Bereich 1,,,,,
soep-is,soep-is-2012-aufwuchs,gm0702,Q24577,gm0702,Q24577,2. Bereich,2nd area,,,,chr,,,Expectation about future life condition negative -  area 2,,,,597,,,,,,,245,,,Erwartung zukünftige Lebensbedingung negativ – Bereich 2,,,,,
soep-is,soep-is-2012-aufwuchs,gm0703,Q24577,gm0703,Q24577,3. Bereich,3rd area,,,,chr,,,Expectation about future life condition negative -  area 3,,,,598,,,,,,,245,,,Erwartung zukünftige Lebensbedingung negativ – Bereich 3,,,,,
soep-is,soep-is-2012-aufwuchs,gm07ka,Q24577,gm07ka,Q24577,Keine Angabe,No answer,,,,bin,,,,,,,,,,,,,,,,,,,,,,
